etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
66     | ... | ... | ... | ... | ... | ... | ... | *#ˈɛːzɛɾə# | *#jˈɛzəɾ# | *#jˈɛzɾ̩# {GOLD: >*} | *#jˈɛzɾ̩# {GOLD: >*} | *#jˈɛzɾ̩# {GOLD: >*} | *#jˈɛzəɾ# {GOLD: #jˈɛzəɾ#}
67     | ... | ... | ... | *#ˈɛːrəmon# | *#ˈɛːrəmɔ# | *#ˈɛrəmo# | *#ˈɛrəmo# | *#ˈɛːɾmɔ# | *#jˈɛɾm# | *#jˈɛɾm# {GOLD: #jˈɛɾəm#} | *#jˈɛɾm# {GOLD: >*} | *#jˈɛɾm# {GOLD: >*} | *#jˈɛɾm# {GOLD: #jˈɛɾm#}
68     | ... | ... | ... | ... | ... | *#jˌod͡zˈɛfo# | *#jˌod͡zˈɛfo# | *#jˌɔzˈɛfɔ# | *#jˌɔzˈɛːf# | *#jˌɔzˈɛːf# {GOLD: >*} | *#jˌɔzˈɛːf# {GOLD: >*} | *#jˌɔzˈɛf# {GOLD: >*} | *#jɔzˈɛf# {GOLD: #jɔzˈɛf#}
69     | ... | ... | ... | ... | ... | *#jˌod͡zˈifo# | *#jˌod͡zˈifo# | *#jˌɔzˈifɔ# | *#jˌɔzˈiːf# | *#jˌɔzˈiːf# {GOLD: >*} | *#jˌɔzˈiːf# {GOLD: >*} | *#jˌɔzˈif# {GOLD: >*} | *#jɔzˈif# {GOLD: #jɔzˈif#}
70     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#jˈuɡ# {GOLD: >*} | *#jˈuɡ# {GOLD: >*} | *#jˈuɡ# {GOLD: >*} | *#jˈuɡ# {GOLD: #jˈuɡ#}
71     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#jˈud# {GOLD: >*} | *#jˈud# {GOLD: >*} | *#jˈud# {GOLD: >*} | *#jˈud# {GOLD: #jˈud#}
72     | ... | ... | ... | ... | *#ˌilɪkˈeːtʊ# | *#ˌilekˈetu# | *#lɪkˈetu# | *#lɪcˈetu# | *#ləcˈɛt# | *#ləcˈɛt# {GOLD: >*} | *#ləcˈɛt# {GOLD: >*} | *#ləcˈɛt# {GOLD: >*} | *#ləcˈɛt# {GOLD: #ilcˈɛt#}
73     | ... | ... | ... | ... | *#ˈiljɑ# | *#ˈiʎɑ# | *#ˈiʎa# | *#ˈiʎa# | *#ˈiːʎə# | *#ˈiːʎə# {GOLD: >*} | *#ˈiːʎə# {GOLD: >*} | *#ˈijə# {GOLD: >*} | *#ˈijə# {GOLD: #ˈijə#}
74     | ... | ... | ... | *#ˈejsɑmnon# | *#ˈɛjsɑmnɔ# | *#ˈɛjsɑmno# | *#ˈijsamno# | *#ˈiʃɐmnɔ# | *#ˈiːʃɐm# | *#ˈiːʃm̩# {GOLD: >*} | *#ˈiːʃm̩# {GOLD: >*} | *#ˈiʃm̩# {GOLD: >*} | *#ˈiʃəm# {GOLD: #ˈiʃəm#}
75     | ... | ... | ... | ... | *#ˈinsʊlɑ# | *#ˈisulɑ# | *#ˈisula# | *#ˈiʃula# | *#ˈiːʃulˠ# | *#ˈiːʃulˠ# {GOLD: >*} | *#ˈiːʃulˠ# {GOLD: >*} | *#ˈiʃulˠ# {GOLD: >*} | *#ˈiʃulˠ# {GOLD: #ˈiʃulˠ#}
76     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˈiskɾ̩# {GOLD: >*} | *#ˈiskɾ̩# {GOLD: >*} | *#ˈiskɾ̩# {GOLD: >*} | *#ˈiskəɾ# {GOLD: #ˈiskəɾ#}
77     | ... | ... | ... | ... | *#ˈilɪkɛ# | *#ˈilekɛ# | *#ˈilɪkɪ# | *#ˈilɪcɪ# | *#ˈiːlc# | *#ˈiːlc# {GOLD: >*} | *#ˈiːlc# {GOLD: >*} | *#ˈilc# {GOLD: >*} | *#ˈilc# {GOLD: #ˈilcɛ#}
78     | ... | ... | ... | ... | *#ˈirɑ# | *#ˈirɑ# | *#ˈira# | *#ˈiɾa# | *#ˈiːɾə# | *#ˈiːɾə# {GOLD: >*} | *#ˈiːɾə# {GOLD: >*} | *#ˈiɾə# {GOLD: >*} | *#ˈiɾə# {GOLD: #ˈiɾə#}
79     | ... | ... | ... | ... | *#ˈeːrikjʊ# | *#ˈerikju# | *#ˈirɪkju# | *#ˈiɾɪcju# | *#ˈiːɾicj# | *#ˈiːɾic# {GOLD: >*} | *#ˈiːɾic# {GOLD: >*} | *#ˈiɾic# {GOLD: >*} | *#ˈiɾic# {GOLD: #ˈiɾic#}
80     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˈiva# {GOLD: >*} | *#ˈiva# {GOLD: >*} | *#ˈivə# {GOLD: >*} | *#ˈivə# {GOLD: #ˈivə#}
81     | ... | ... | ... | ... | *#ˌuːnktˈuːrɑ# | *#ˌynktˈyrɑ# | *#ˌyːntˈyra# | *#ˌỹntˈyɾa# | *#ˌỹndˈyːɾə# | *#ˌỹndˈyːɾə# {GOLD: >*} | *#ˌỹndˈyːɾə# {GOLD: >*} | *#ˌyndˈyɾə# {GOLD: >*} | *#yndˈyɾə# {GOLD: #yndˈyɾə#}
82     | ... | ... | ... | ... | ... | *#ˌeweˈoe̯ɲø# | *#weˈoe̯ɲʏ# | *#wjˈœ̃ːɲʏ# | *#wjw̃ˈɛɲ# | *#wjw̃ˈɛɲ# {GOLD: >*} | *#vjw̃ˈɛɲ# {GOLD: >*} | *#vjwˈɛɲ# {GOLD: >*} | *#vjwˈɛj# {GOLD: #ˈye̯j#}
83     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌɔkˈita# {GOLD: >*} | *#ˌɔkˈita# {GOLD: >*} | *#ˌɔkˈitə# {GOLD: >*} | *#ɔcˈitə# {GOLD: #ɔkˈitə#}
84     | ... | ... | ... | ... | ... | ... | ... | *#ˌɒːɡɾˈɒʎɑ# | *#ˌɒːɡɾˈɒːʎɑ# | *#ˌɔːɡɾˈɔːʎa# {GOLD: >*} | *#ˌɔːɡɾˈɔːʎa# {GOLD: >*} | *#ˌɔɡɾˈɔjə# {GOLD: >*} | *#ɔɡɾˈɔjə# {GOLD: #ɔɡɾˈajə#}
85     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌɔtˈava# {GOLD: >*} | *#ˌɔtˈava# {GOLD: >*} | *#ˌɔtˈavə# {GOLD: >*} | *#ɔtˈavə# {GOLD: #ɔtˈavə#}
86     | ... | ... | ... | ... | ... | ... | ... | *#ˌɒːɾˌɑ̃ndˈɪjɛ# | *#ˌɒːɾˌɑ̃ndˈɪː# | *#ˌɔːɾˌãndˈi# {GOLD: >*} | *#ˌɔːɾˌə̃ndˈi# {GOLD: >*} | *#ˌɔɾəndˈi# {GOLD: >*} | *#ɔɾəndˈi# {GOLD: #ɔɾəndˈi#}
87     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌɔbɾˈɔk# {GOLD: >*} | *#ˌɔbɾˈɔk# {GOLD: >*} | *#ˌɔbɾˈɔk# {GOLD: >*} | *#ɔbɾˈɔk# {GOLD: #ɔɾˈɔk#}
88     | ... | ... | ... | ... | ... | ... | ... | *#ˌɔpˈɪ̃nkɑ# | *#ˌɔpˈɪ̃nɡɑ# | *#ˌɔpˈãŋɡa# {GOLD: #ˌɒpˈɑ̃nkə#} | *#ˌɔpˈə̃ŋɡa# {GOLD: >*} | *#ˌɔpˈəŋɡə# {GOLD: >*} | *#ɔpˈəŋɡə# {GOLD: #ɔpˈəŋɡə#}
89     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌɔbˈɔɾ# {GOLD: >*} | *#ˌɔbˈɔɾ# {GOLD: >*} | *#ˌɔbˈɔɾ# {GOLD: >*} | *#ɔbˈɔɾ# {GOLD: #ɔbˈɔr#}
90     | ... | ... | ... | ... | ... | ... | ... | *#ˌɒblˈɑ̃nkə# | *#ˌɒblˈɑ̃nɡ# | *#ˌɔblˈãŋɡ# {GOLD: #ˌɒblˠˈɑ̃nk#} | *#ˌɔblˈə̃ŋɡ# {GOLD: >*} | *#ˌɔblˈəŋɡ# {GOLD: >*} | *#ɔblˈəŋɡ# {GOLD: #ɔblˠˈəŋɡ#}
91     | ... | ... | ... | ... | ... | *#ˈokron# | *#ˈokron# | *#ˈɔːkɾɔ̃n# | *#wˈɔkɾ# | *#wˈɔkɾ̩# {GOLD: >*} | *#vˈakɾ̩# {GOLD: >*} | *#vˈakɾ̩# {GOLD: >*} | *#vˈakəɾ# {GOLD: #ˈɔkəɾ#}
92     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˈɔiʃtə# {GOLD: >*} | *#ˈɔiʃtə# {GOLD: >*} | *#ˈɔiʃtə# {GOLD: >*} | *#ˈɔiʃtə# {GOLD: #ˈɔʃtə#}
93     | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalˠˈɔɡər# | *#kˌalˠˈɔɡɾ̩# {GOLD: >*} | *#kˌalˠˈɔɡɾ̩# {GOLD: >*} | *#kˌalˠˈɔɡɾ̩# {GOLD: >*} | *#kalˠˈɔɡəɾ# {GOLD: #kalˠˈɔɟɛɾ#}
94     | ... | ... | ... | ... | *#kˌɑlɛndˈɒːrʊ# | *#kˌɑlɛndˈoru# | *#kˌalɪndˈoru# | *#kˌalə̃ndˈɔɾu# | *#kˌalˠə̃ndˈuo̯ɾ# | *#kˌalˠə̃ndˈuo̯ɾ# {GOLD: #kˌalˠəndˈuo̯ɾ#} | *#kˌalˠə̃ndˈua̯ɾ# {GOLD: #kˌalˠn̩dˈuo̯ɾ#} | *#kˌalˠndˈua̯ɾ# {GOLD: #kˌalˠəndˈua̯ɾ#} | *#kalˠnˈɔɾ# {GOLD: #kalˠnˈɔɾ#}
95     | ... | ... | ... | ... | *#kˌɑlɑmˈeːtʊ# | *#kˌɑlɑmˈetu# | *#kˌalamˈetu# | *#kˌalə̃mˈetu# | *#kˌalˠə̃mˈɛt# | *#kˌalˠə̃mˈɛt# {GOLD: >*} | *#kˌalˠmˈɛt# {GOLD: >*} | *#kˌalˠmˈɛt# {GOLD: >*} | *#kalˠmˈɛt# {GOLD: #kalˠmˈɛt#}
96     | ... | ... | ... | ... | *#kwˌɑsˈɪllɑ# | *#kˌosˈelːɑ# | *#kˌosˈelːa# | *#kˌɔːʃˈelːa# | *#kˌɔːʃˈɑːlːə# | *#kˌɔːʃˈaːlːə# {GOLD: >*} | *#kˌɔːʃˈaːlːə# {GOLD: >*} | *#kˌɔʃˈalə# {GOLD: >*} | *#kɔʃˈalə# {GOLD: #kat͡ʃˈilə#}
97     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃuɾˈɛl# {GOLD: >*} | *#kˌat͡ʃuɾˈɛl# {GOLD: >*} | *#kˌat͡ʃuɾˈɛl# {GOLD: >*} | *#kat͡ʃuɾˈɛl# {GOLD: #kat͡ʃurˈɛl#}
98     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃˈul# {GOLD: >*} | *#kˌat͡ʃˈul# {GOLD: >*} | *#kˌat͡ʃˈul# {GOLD: >*} | *#kat͡ʃˈul# {GOLD: #kat͡ʃˈul#}
99     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃˈuba# {GOLD: >*} | *#kˌat͡ʃˈuba# {GOLD: >*} | *#kˌat͡ʃˈubə# {GOLD: >*} | *#kat͡ʃˈubə# {GOLD: #kat͡ʃˈubə#}
100    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃˈubl̩# {GOLD: >*} | *#kˌat͡ʃˈubl̩# {GOLD: >*} | *#kˌat͡ʃˈubl̩# {GOLD: >*} | *#kat͡ʃˈubəl# {GOLD: #kat͡ʃˈubəl#}
101    | ... | ... | ... | ... | *#kˌɑstɑnˈɛttʊ# | *#kˌɑstɑnˈɛttu# | *#kˌastaɾ̃ˈɛttu# | *#kˌaʃtə̃ɾ̃ˈɛːtu# | *#kˌaʃtə̃ɾ̃jˈɛt# | *#kˌaʃɲˈɛt# {GOLD: >*} | *#kˌaʃɲˈɛt# {GOLD: >*} | *#kˌaʃɲˈɛt# {GOLD: >*} | *#kaʃɲˈɛt# {GOLD: #kaʃɲˈɛt#}
102    | ... | ... | ... | ... | ... | ... | ... | *#kˌɑzˈuxə# | *#kˌɑzˈux# | *#kˌazˈux# {GOLD: >*} | *#kˌazˈuh# {GOLD: >*} | *#kˌazˈuh# {GOLD: >*} | *#kazˈuh# {GOLD: #kaʒˈup#}
103    | ... | ... | ... | ... | *#kwˌɑsˈɪllɑ# | *#kˌosˈelːɑ# | *#kˌosˈelːa# | *#kˌɔːʃˈelːa# | *#kˌɔːʃˈɑːlːə# | *#kˌɔːʃˈaːlːə# {GOLD: >*} | *#kˌɔːʃˈaːlːə# {GOLD: >*} | *#kˌɔʃˈalə# {GOLD: >*} | *#kɔʃˈalə# {GOLD: #katˈilə#}
104    | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌatˈuo̯# | *#kˌatˈuo̯# {GOLD: >*} | *#kˌatˈua̯# {GOLD: >*} | *#kˌatˈua̯# {GOLD: >*} | *#katˈua̯# {GOLD: #katˈua̯#}
105    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌadˈit# {GOLD: >*} | *#kˌadˈit# {GOLD: >*} | *#kˌadˈit# {GOLD: >*} | *#kadˈit# {GOLD: #kadˈit#}
106    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌastɾavˈɛt͡s# {GOLD: >*} | *#kˌastɾavˈɛt͡s# {GOLD: >*} | *#kˌastɾavˈɛt͡s# {GOLD: >*} | *#kastɾavˈɛt͡s# {GOLD: #kastɾavˈɛt͡s#}
107    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌasnˈɛt͡s# {GOLD: >*} | *#kˌasnˈɛt͡s# {GOLD: >*} | *#kˌasnˈɛt͡s# {GOLD: >*} | *#kasnˈɛt͡s# {GOLD: #kasnˈɛt͡s#}
108    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalibˈɔb# {GOLD: >*} | *#kˌalibˈɔb# {GOLD: >*} | *#kˌalibˈɔb# {GOLD: >*} | *#kalibˈɔb# {GOLD: #kalibˈɔb#}
109    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌɔlˈiba# {GOLD: >*} | *#kˌɔlˈiba# {GOLD: >*} | *#kˌɔlˈibə# {GOLD: >*} | *#kɔlˈibə# {GOLD: #kalˈibə#}
110    | ... | ... | ... | ... | *#kˌɑbɑllˈɑrɪtjʊ# | *#kˌɑβɑlːˈɑret͡ʃju# | *#kˌawalːˈerɪt͡ʃu# | *#kəˌaːlːˈeɾɪsu# | *#kˌalːˈɛːɾəs# | *#kˌalːˈɛːɾəs# {GOLD: >*} | *#kˌalːˈɛːɾəs# {GOLD: >*} | *#kˌalˈɛɾəs# {GOLD: >*} | *#kalˈɛɾəs# {GOLD: #kalˈɔɾəs#}
111    | ... | ... | ... | ... | *#kˌɑbɑllˈɑːrɛ# | *#kˌɑβɑlːˈɑrɛ# | *#kˌawalːˈerɪ# | *#kəˌaːlːˈeɾɪ# | *#kˌalːˈɛːɾ# | *#kˌalːˈɛːɾ# {GOLD: >*} | *#kˌalːˈɛːɾ# {GOLD: >*} | *#kˌalˈɛɾ# {GOLD: >*} | *#kalˈɛɾ# {GOLD: #kalˈua̯ɾ#}
112    | ... | ... | ... | ... | ... | ... | ... | *#kˌɑɾˌɑwˈɑʎɑ# | *#kˌɑɾˌɑwˈɑːʎɑ# | *#kˌaɾˌawˈaːʎa# {GOLD: #kˌɒɾˌɒvˈɛlə#} | *#kˌaɾˌavˈaːʎa# {GOLD: >*} | *#kˌaɾˌavˈajə# {GOLD: >*} | *#kaɾavˈajə# {GOLD: #kaɾavˈɛlə#}
113    | ... | ... | ... | ... | ... | ... | ... | *#kˌɑɾˈɪt͡sɑ# | *#kˌɑɾˈɪːt͡sɑ# | *#kˌaɾˈit͡sa# {GOLD: #kˌɒɾˈit͡sə#} | *#kˌaɾˈit͡sa# {GOLD: >*} | *#kˌaɾˈit͡sə# {GOLD: >*} | *#kaɾˈit͡sə# {GOLD: #kaɾˈit͡sə#}
114    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kɾ̩kˈat# {GOLD: >*} | *#kɾ̩kˈat# {GOLD: >*} | *#kɾ̩kˈat# {GOLD: >*} | *#kəɾkˈat# {GOLD: #kaɾkˈat#}
115    | ... | ... | ... | ... | *#kwˌɑdrˈiɡɑ# | *#kˌodrˈiɡɑ# | *#kˌorːˈiɡa# | *#kˌɔːrːˈiɡa# | *#kˌɔːrːˈiɡə# | *#kˌɔːrˈiɡə# {GOLD: >*} | *#kˌɔːrˈiɡə# {GOLD: >*} | *#kˌɔrˈiɡə# {GOLD: >*} | *#kɔrˈiɡə# {GOLD: #karˈiɡə#}
116    | ... | ... | ... | ... | ... | ... | ... | *#kˌɑɾˈɯtɒ# | *#kˌɑɾˈɯtɒ# | *#kˌaɾˈuta# {GOLD: >*} | *#kˌaɾˈuta# {GOLD: >*} | *#kˌaɾˈutə# {GOLD: >*} | *#kaɾˈutə# {GOLD: #karˈutə#}
117    | ... | ... | ... | ... | ... | ... | ... | *#kˌɑɾˈupə# | *#kˌɑɾˈup# | *#kˌaɾˈup# {GOLD: >*} | *#kˌaɾˈup# {GOLD: >*} | *#kˌaɾˈup# {GOLD: >*} | *#kaɾˈup# {GOLD: #karˈup#}
118    | ... | ... | ... | ... | *#kˌɑppˈɛllɑ# | *#kˌɑppˈɛlːɑ# | *#kˌappˈɛlːa# | *#kˌapˈɛlːa# | *#kˌapˈɛːlːə# | *#kˌapˈɛːlːə# {GOLD: >*} | *#kˌapˈɛːlːə# {GOLD: >*} | *#kˌapˈɛlə# {GOLD: >*} | *#kapˈɛlə# {GOLD: #kapˈɛlə#}
119    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌapˈit# {GOLD: >*} | *#kˌapˈit# {GOLD: >*} | *#kˌapˈit# {GOLD: >*} | *#kapˈit# {GOLD: #kapˈit#}
120    | ... | ... | ... | ... | *#kˌɑːpˈoːnɛ# | *#kˌɑpˈonɛ# | *#kˌapˈonɪ# | *#kˌapˈɔ̃ɾ̃ɪ# | *#kˌapˈũo̯# | *#kˌapˈũo̯# {GOLD: #kapˈuo̯#} | *#kˌapˈũa̯# {GOLD: >*} | *#kˌapˈua̯# {GOLD: >*} | *#kapˈua̯# {GOLD: #kapˈua̯#}
121    | ... | ... | ... | ... | *#kˌɑpɪtˈinɑ# | *#kˌɑptˈinɑ# | *#kˌaptˈina# | *#kˌaptˈĩna# | *#kɐftˈĩnə# | *#kəftˈĩnə# {GOLD: >*} | *#kəftˈĩnə# {GOLD: >*} | *#kəftˈinə# {GOLD: >*} | *#kəftˈinə# {GOLD: #kaptˈinə#}
122    | ... | ... | ... | ... | *#kˌɑprjˈɔlʊ# | *#kˌɑprjˈolu# | *#kˌaprˈolu# | *#kˌapɾˈɔlu# | *#kˌapɾˈuo̯lˠ# | *#kˌapɾˈuo̯lˠ# {GOLD: #kapɾˈuo̯lˠ#} | *#kˌapɾˈua̯lˠ# {GOLD: >*} | *#kˌapɾˈua̯lˠ# {GOLD: >*} | *#kapɾˈua̯lˠ# {GOLD: #kapɾˈua̯lˠ#}
123    | ... | ... | ... | ... | *#kˌɑpɪssˈɑːtɑ# | *#kˌɑpssˈɑtɑ# | *#kˌapsˈata# | *#kˌapʃˈata# | *#kˌafʃˈatə# | *#kˌafʃˈatə# {GOLD: >*} | *#kˌafʃˈatə# {GOLD: >*} | *#kˌafʃˈatə# {GOLD: >*} | *#kafʃˈatə# {GOLD: #kafʃˈatə#}
124    | ... | ... | ... | ... | *#kˌɑpɪssˈɔnjo# | *#kˌɑpssˈoɲo# | *#kˌapsˈoɲo# | *#kˌapʃˈɔ̃ɲɔ# | *#kˌafʃˈɔ̃ɲ# | *#kˌafʃˈɔ̃ɲ# {GOLD: >*} | *#kˌafʃˈɔ̃ɲ# {GOLD: >*} | *#kˌafʃˈɔɲ# {GOLD: >*} | *#kafʃˈɔj# {GOLD: #kafʃˈɔj#}
125    | ... | ... | ... | ... | ... | ... | ... | *#kˌɑ̃mnˈit͡sɑ# | *#kˌɑ̃mːˈiːt͡sɑ# | *#kˌãmːˈiːt͡sa# {GOLD: >*} | *#kˌə̃mˈiːt͡sa# {GOLD: >*} | *#kəmˈit͡sə# {GOLD: >*} | *#kəmˈit͡sə# {GOLD: #kamˈit͡sə#}
126    | ... | ... | ... | ... | *#kˈɑlɑmʊ# | *#kˈɑlɑmu# | *#kˈalamu# | *#kˈalɐmu# | *#kˈaːlˠɐm# | *#kˈaːlˠəm# {GOLD: >*} | *#kˈaːlˠəm# {GOLD: >*} | *#kˈalˠm# {GOLD: #kˈalˠəm#} | *#kˈalˠm# {GOLD: #kˈalˠm#}
127    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈat͡ʃ# {GOLD: >*} | *#kˈat͡ʃ# {GOLD: >*} | *#kˈat͡ʃ# {GOLD: >*} | *#kˈat͡ʃ# {GOLD: #kˈat͡ʃ#}
128    | ... | ... | ... | ... | *#kˈɑsʊlɑ# | *#kˈɑsulɑ# | *#kˈasula# | *#kˈaʃula# | *#kˈaːʃulˠ# | *#kˈaːʃulˠ# {GOLD: >*} | *#kˈaːʃulˠ# {GOLD: >*} | *#kˈaʃulˠ# {GOLD: >*} | *#kˈaʃulˠ# {GOLD: #kˈat͡ʃulə#}
129    | ... | ... | ... | *#kˌɑstˈɑ# | *#kˈɑstɑ# | *#kˈɑstɑ# | *#kˈasta# | *#kˈaʃta# | *#kˈaːʃtə# | *#kˈaːʃtə# {GOLD: #kˈaʃtə#} | *#kˈaːʃtə# {GOLD: >*} | *#kˈaʃtə# {GOLD: >*} | *#kˈaʃtə# {GOLD: #kˈaʃtə#}
130    | ... | ... | ... | ... | *#kwˈɑttwɔr# | *#kˈottor# | *#kˈottor# | *#kˈɔtɔɾ# | *#kˈɔtɔɾ# | *#kˈɔtɾ̩# {GOLD: >*} | *#kˈɔtɾ̩# {GOLD: >*} | *#kˈɔtɾ̩# {GOLD: >*} | *#kˈɔtəɾ# {GOLD: #kˈatəɾ#}
131    | ... | ... | ... | ... | *#kˈɑnːɑ# | *#kˈɑnːɑ# | *#kˈanːa# | *#kˈãnːa# | *#kˈãnːə# | *#kˈanːə# {GOLD: >*} | *#kˈanə# {GOLD: >*} | *#kˈanə# {GOLD: >*} | *#kˈanə# {GOLD: #kˈanə#}
132    | ... | ... | ... | ... | *#kˈɑntʰɑrʊ# | *#kˈɑntɑru# | *#kˈantaru# | *#kˈãntɐɾu# | *#kˈãndɐɾ# | *#kˈãndɾ̩# {GOLD: >*} | *#kˈə̃ndɾ̩# {GOLD: >*} | *#kˈəndɾ̩# {GOLD: >*} | *#kˈəndəɾ# {GOLD: #kˈandəɾ#}
133    | ... | ... | ... | ... | *#kˌɑbˈɑllʊ# | *#kˈɑβɑlːu# | *#kˈawalːu# | *#kˈaːɐlːu# | *#kˈaːlː# | *#kˈaːlː# {GOLD: >*} | *#kˈaːlː# {GOLD: #kˈaːlə#} | *#kˈal# {GOLD: >*} | *#kˈal# {GOLD: #kˈalə#}
134    | ... | ... | ... | ... | *#kˈɑltʰɑ# | *#kˈɑltɑ# | *#kˈalta# | *#kˈalta# | *#kˈaːltə# | *#kˈaːltə# {GOLD: >*} | *#kˈaːltə# {GOLD: >*} | *#kˈaltə# {GOLD: >*} | *#kˈaltə# {GOLD: #kˈaltə#}
135    | ... | ... | ... | ... | *#kˈɑltʰɪnʊ# | *#kˈɑltenu# | *#kˈeltɑ̃ɾ̃u# | *#cˈeltɐɾ̃u# | *#cˈɛːltɐɾ̃# | *#cˈɛːltəɾ̃# {GOLD: #kˈaltə̃ɾ̃ə#} | *#cˈɛːltəɾ̃# {GOLD: >*} | *#cˈɛltəɾ# {GOLD: >*} | *#cˈɛltəɾ# {GOLD: #kˈaltəɾ#}
136    | ... | ... | ... | ... | *#kʰˈɑrtɑ# | *#kˈɑrtɑ# | *#kˈarta# | *#kˈaɾta# | *#kˈaːɾtə# | *#kˈaːɾtə# {GOLD: >*} | *#kˈaːɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
137    | ... | ... | ... | ... | *#kwˈɑːrtɑ# | *#kwˈɑrtɑ# | *#kˈarta# | *#kˈaɾta# | *#kˈaːɾtə# | *#kˈaːɾtə# {GOLD: >*} | *#kˈaːɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
138    | ... | ... | ... | ... | *#kˈɑrrɑ# | *#kˈɑrrɑ# | *#kˈarra# | *#kˈaɾɾa# | *#kˈaːrːə# | *#kˈaːrə# {GOLD: >*} | *#kˈaːrə# {GOLD: >*} | *#kˈarə# {GOLD: >*} | *#kˈarə# {GOLD: #kˈarə#}
139    | ... | ... | ... | ... | ... | ... | ... | *#kˈaβka# | *#kˈafkə# | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: #kˈafkə#}
140    | ... | ... | ... | ... | ... | ... | ... | *#kˈaβʃa# | *#kˈaːfʃə# | *#kˈaːfʃə# {GOLD: >*} | *#kˈaːfʃə# {GOLD: >*} | *#kˈafʃə# {GOLD: >*} | *#kˈafʃə# {GOLD: #kˈafʃə#}
141    | ... | ... | ... | *#kˌɑpnˈon# | *#kˈɑpnɒn# | *#kˈɑpnon# | *#kˈapnon# | *#kˈapnɔ̃n# | *#kˈapn# | *#kˈamː# {GOLD: >*} | *#kˈam# {GOLD: >*} | *#kˈam# {GOLD: >*} | *#kˈam# {GOLD: #kˈam#}
142    | ... | ... | ... | ... | *#ˌɛkkʊ# | *#ˌɛkku# | *#kku# | *#ku# | *#kə# | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: #kə#}
143    | ... | ... | ... | ... | *#kˌɑntɪkˈɛllʊ# | *#kˌɑntkˈɛlːu# | *#kˌankˈɛlːu# | *#kˌãncˈɛlːu# | *#kˌãncˈɛːlː# | *#kˌãɲcˈɛːlː# {GOLD: #kˌãntcˈɛl#} | *#kˌə̃ɲcˈɛːlː# {GOLD: >*} | *#kəɲɟˈɛl# {GOLD: >*} | *#kəɲɟˈɛl# {GOLD: #kəɲɟˈɛl#}
144    | ... | ... | ... | ... | *#kˌunsˈɪljʊ# | *#kˌusˈelːu# | *#kˌusˈelːu# | *#kˌuːʃˈelːu# | *#kˌuːʃˈɑːlː# | *#kˌuːʃˈaːlː# {GOLD: >*} | *#kˌuːʃˈaːlː# {GOLD: >*} | *#kˌuʃˈal# {GOLD: >*} | *#kuʃˈal# {GOLD: #kəʃˈilˠ#}
145    | ... | ... | ... | ... | *#klˌɑwsˈuːrɑ# | *#klˌɑwsˈyrɑ# | *#kləsˈyra# | *#kləʃˈyɾa# | *#kləʃˈyːɾə# | *#kl̩ʃˈyːɾə# {GOLD: >*} | *#kl̩t͡ʃˈyːɾə# {GOLD: >*} | *#kl̩t͡ʃˈyɾə# {GOLD: >*} | *#kəlt͡ʃˈyɾə# {GOLD: #kəʃˈyɾə#}
