etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
953    | #skˈodrɑ# | *#skˈodrɑ# | *#skˈodrɑ# | *#skˈɔdrɑ# | *#ʃkˈɔdrɑ# | *#ʃkˈɔdrɑ# | *#ʃkˈɔdrə# {GOLD: #ʃkˈɔdɾ̩#} | *#ʃkˈɔdɾə# {GOLD: >*} | *#ʃkˈɔdɾə# {GOLD: >*} | *#t͡ʃkˈɔdɾə# | *#t͡ʃkˈɔdɾə# {GOLD: #ʃkˈɔdəɾ#}
954    | #skʰˈolɑ# | *#skʰˈolːɑ# | *#skˈolːɑ# | *#skˈɔlːɑ# | *#ʃkˈɔlːɑ# | *#ʃkˈɔlːɑ# | *#ʃkˈɔːlːə# {GOLD: >*} | *#ʃkˈɔːlˠə# {GOLD: #ʃkˈɔlˠə#} | *#ʃkˈɔlˠə# {GOLD: >*} | *#t͡ʃkˈɔlˠə# | *#t͡ʃkˈɔlˠə# {GOLD: #ʃkˈɔlˠə#}
955    | #skˈoːpɑ# | *#skˈoːpɑ# | *#skˈøpɑ# | *#skˈɛpɑ# | *#ʃcˈɛpɑ# | *#ʃcˈɛpɑ# | *#ʃcˈɛpə# {GOLD: >*} | *#ʃcˈɛpə# {GOLD: >*} | *#ʃcˈɛpə# {GOLD: >*} | *#t͡ʃcˈɛpə# | *#t͡ʃt͡ʃˈɛpə# {GOLD: #ʃcˈɔpə#}
956    | ... | ... | ... | *#skəpˈɛtu# | *#ʃkəpˈɛtu# | *#ʃkəpˈɛtu# | *#ʃkəpˈɛt# {GOLD: >*} | *#ʃkəpˈɛt# {GOLD: >*} | *#ʃkəpˈɛt# {GOLD: >*} | *#t͡ʃkəpˈɛt# | *#t͡ʃkəpˈɛt# {GOLD: #ʃkɔpˈɛt#}
957    | #skˈoːriɑ# | *#skˈoːrjɑ# | *#skˈørjɑ# | *#skˈɛrjɑ# | *#ʃcˈɛrjɑ# | *#ʃcˈɛrjɑ# | *#ʃcˈɛːrɛ# {GOLD: >*} | *#ʃcˈɛːɾɛ# {GOLD: >*} | *#ʃcˈɛɾɛ# {GOLD: >*} | *#t͡ʃcˈɛɾɛ# | *#t͡ʃt͡ʃˈɛɾɛ# {GOLD: #zɟˈyɾə#}
958    | #skˈorteɑ# | *#skˈortjɑ# | *#skˈortjɑ# | *#skˈɛrtjɑ# | *#ʃcˈɛr?1ɑ# | *#ʃcˈɛr?1ɑ# | *#ʃcˈɛːr?1ə# {GOLD: >*} | *#ʃcˈɛːɾ?1ə# {GOLD: >*} | *#ʃcˈɛɾ?1ə# {GOLD: >*} | *#t͡ʃcˈɛɾ?1ə# | *#t͡ʃt͡ʃˈɛɾ?1ə# {GOLD: #ʃkˈɔɾsə#}
959    | #skrˌiːbˈonioː# | *#skrˌiːˈoɲoː# | *#skrˌiˈoɲø# | *#skrəˈɔɲɛ# | *#ʃkrəˈɔɲɛ# | *#ʃkrəˈɔɲɛ# | *#ʃkrˈɔ̃ːɲ# {GOLD: #ʃkɾˈuo̯j#} | *#ʃkɾˈɔ̃ːɲ# {GOLD: >*} | *#ʃkɾˈɔɲ# {GOLD: >*} | *#t͡ʃkɾˈɔɲ# | *#t͡ʃkɾˈɔɲ# {GOLD: #ʃkɾˈua̯j#}
960    | #skˈulkɑm# | *#skˈulkɑ# | *#skˈulkɑ# | *#skˈulkɑ# | *#ʃkˈulkɑ# | *#ʃkˈulkɑ# | *#ʃkˈuːʎkə# {GOLD: #ʃkˈuʎkə#} | *#ʃkˈuːʎkə# {GOLD: >*} | *#ʃkˈujkə# {GOLD: >*} | *#t͡ʃkˈujkə# | *#t͡ʃkˈujkə# {GOLD: #ʃkˈulkə#}
961    | #skˈumɑ# | *#skˈumɑ# | *#skˈumɑ# | *#skˈumɑ# | *#ʃkˈumɑ# | *#ʃkˈumɑ# | *#ʃkˈũːmə# {GOLD: >*} | *#ʃkˈũːmbə# {GOLD: >*} | *#ʃkˈumbə# {GOLD: >*} | *#t͡ʃkˈumbə# | *#t͡ʃkˈumbə# {GOLD: #ʃkˈumə#}
962    | #skrˌuːtˈɑːnioː# | *#skrˌuːtˈɑːɲoː# | *#skrˌytˈɑɲø# | *#skrətˈɑɲɛ# | *#ʃkrətˈɑɲɛ# | *#ʃkrətˈɑɲɛ# | *#ʃkrtˈãːɲ# {GOLD: #ʃcˈyɾətˈɔ̃ɲ#} | *#ʃkɾtˈəːɲ# {GOLD: >*} | *#ʃkɾtˈəɲ# {GOLD: >*} | *#t͡ʃkɾtˈəɲ# | *#t͡ʃkɾtˈəɲ# {GOLD: #ʃcyɾtˈɔj#}
963    | #skˈuːtum# | *#skˈuːtu# | *#skˈytu# | *#skˈytu# | *#ʃcˈytu# | *#ʃcˈytu# | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: #ʃcˈyt#} | *#t͡ʃcˈyt# | *#t͡ʃt͡ʃˈyt# {GOLD: #scˈyt#}
964    | #skwˈɑːtum# | *#skwˈɑːtu# | *#skwˈɑtu# | *#skˈɑtu# | *#ʃkˈɑtu# | *#ʃkˈɑtu# | *#ʃkˈat# {GOLD: >*} | *#ʃkˈat# {GOLD: >*} | *#ʃkˈat# {GOLD: >*} | *#t͡ʃkˈat# | *#t͡ʃkˈat# {GOLD: #ʃkˈat#}
965    | #sˈulkum# | *#sˈulku# | *#sˈulku# | *#sˈulku# | *#ʃˈulku# | *#ʃˈulku# | *#ʃˈuːʎk# {GOLD: >*} | *#ʃˈuːʎk# {GOLD: >*} | *#ʃˈujk# {GOLD: >*} | *#ʃˈujk# | *#ʃˈujk# {GOLD: #ʃlˈuk#}
966    | #sˈokɑ# | *#sˈokɑ# | *#sˈokɑ# | *#sˈɔkɑ# | *#ʃˈɔkɑ# | *#ʃˈɔkɑ# | *#ʃˈɔkə# {GOLD: >*} | *#ʃˈɔkə# {GOLD: >*} | *#ʃˈɔkə# {GOLD: >*} | *#ʃˈɔkə# | *#ʃˈɔkə# {GOLD: #ʃˈɔkə#}
967    | #sˈokiɑ# | *#sˈokjɑ# | *#sˈokjɑ# | *#sˈɛkjɑ# | *#ʃˈɛcjɑ# | *#ʃˈɛcjɑ# | *#ʃˈɛcɛ# {GOLD: >*} | *#ʃˈɛcɛ# {GOLD: >*} | *#ʃˈɛcɛ# {GOLD: >*} | *#ʃˈɛcɛ# | *#ʃˈɛt͡ʃɛ# {GOLD: #ʃˈɔcɛ#}
968    | #sˈokium# | *#sˈokju# | *#sˈokju# | *#sˈɛkju# | *#ʃˈɛcju# | *#ʃˈɛcju# | *#ʃˈɛcj# {GOLD: >*} | *#ʃˈɛcj# {GOLD: >*} | *#ʃˈɛcj# {GOLD: >*} | *#ʃˈɛcj# | *#ʃˈɛt͡ʃj# {GOLD: #ʃˈɔc#}
969    | #sˈolɑ# | *#sˈolːɑ# | *#sˈolːɑ# | *#sˈɔlːɑ# | *#ʃˈɔlːɑ# | *#ʃˈɔlːɑ# | *#ʃˈɔːlːə# {GOLD: >*} | *#ʃˈɔːlˠə# {GOLD: >*} | *#ʃˈɔlˠə# {GOLD: >*} | *#ʃˈɔlˠə# | *#ʃˈɔlˠə# {GOLD: #ʃˈɔlˠə#}
970    | #sˌoːlˈɑːnum# | *#sˌoːlːˈɑːnu# | *#sˌølːˈɑnu# | *#səlːˈɑnu# | *#ʃəlːˈɑnu# | *#ʃəlːˈɑnu# | *#ʃəlːˈãː# {GOLD: #ʃulˠˈɑ̃ː#} | *#ʃəlˠˈəː# {GOLD: >*} | *#ʃəlˠˈə# {GOLD: >*} | *#ʃəlˠˈə# | *#ʃəlˠˈə# {GOLD: #ʃˈulˠə#}
971    | #sˈolum# | *#sˈolːu# | *#sˈolːu# | *#sˈuo̯lːu# | *#ʃˈuo̯lːu# | *#ʃˈuo̯lːu# | *#ʃˈuo̯lː# {GOLD: >*} | *#ʃˈua̯lˠ# {GOLD: >*} | *#ʃˈua̯lˠ# {GOLD: >*} | *#ʃˈua̯lˠ# | *#ʃˈua̯lˠ# {GOLD: #ʃˈua̯lˠ#}
972    | #sˈorbɑ# | *#sˈorbɑ# | *#sˈorbɑ# | *#sˈɔrbɑ# | *#ʃˈɔrbɑ# | *#ʃˈɔrbɑ# | *#ʃˈɔːrbə# {GOLD: >*} | *#ʃˈɔːɾbə# {GOLD: #ʃˈuɾbə#} | *#ʃˈɔɾbə# {GOLD: >*} | *#ʃˈɔɾbə# | *#ʃˈɔɾbə# {GOLD: #ʃˈuɾbə#}
973    | #sˈortem# | *#sˈorte# | *#sˈortɛ# | *#sˈɛrtɛ# | *#ʃˈɛrtɛ# | *#ʃˈɛrtɛ# | *#ʃˈɛːrt# {GOLD: >*} | *#ʃˈɛːɾt# {GOLD: >*} | *#ʃˈɛɾt# {GOLD: >*} | *#ʃˈɛɾt# | *#ʃˈɛɾt# {GOLD: #ʃˈɔɾt#}
974    | #sˌortˈiːkɑ# | *#sˌortˈiːkɑ# | *#sˌortˈikɑ# | *#sərtˈikɑ# | *#ʃərtˈikɑ# | *#ʃərtˈikɑ# | *#ʃərtˈikə# {GOLD: >*} | *#ʃəɾtˈikə# {GOLD: >*} | *#ʃəɾtˈikə# {GOLD: >*} | *#ʃəɾtˈikə# | *#ʃəɾtˈikə# {GOLD: #ʃɔɾtˈɛkə#}
975    | #sˌortileɡˈiːɑ# | *#sˌortiʎeɡˈiːɑ# | *#sˌorteʎɛɡˈiɑ# | *#sərtəʎəɡˈiɑ# | *#ʃərtəʎəɟˈiɑ# | *#ʃərtəʎəɟˈiɑ# | *#ʃərtəʎɟˈiː# {GOLD: #ʃɛrɛɟˈi#} | *#ʃəɾtəʎɟˈiː# {GOLD: >*} | *#ʃəɾtəjɟˈi# {GOLD: >*} | *#ʃəɾtəjɟˈi# | *#ʃəɾtəjɟˈi# {GOLD: #ʃɛrəɟi#}
976    | #spˈɑtʰɑm# | *#spˈɑtʰɑ# | *#spˈɑtɑ# | *#spˈɑtɑ# | *#ʃpˈɑtɑ# | *#ʃpˈɑtɑ# | *#ʃpˈatə# {GOLD: >*} | *#ʃpˈatə# {GOLD: >*} | *#ʃpˈatə# {GOLD: #ʃpˈatə#} | *#t͡ʃpˈatə# | *#t͡ʃpˈatə# {GOLD: #ʃpˈatə#}
977    | #spˈɑrtɑ# | *#spˈɑrtɑ# | *#spˈɑrtɑ# | *#spˈɑrtɑ# | *#ʃpˈɑrtɑ# | *#ʃpˈɑrtɑ# | *#ʃpˈaːrtə# {GOLD: >*} | *#ʃpˈaːɾtə# {GOLD: >*} | *#ʃpˈaɾtə# {GOLD: >*} | *#t͡ʃpˈaɾtə# | *#t͡ʃpˈaɾtə# {GOLD: #ʃpˈaɾtə#}
978    | #spˈɑtʰulɑ# | *#spˈɑtʰəlːɑ# | *#spˈɑtlːɑ# | *#spˈɑtlːɑ# | *#ʃpˈɑtlːɑ# | *#ʃpˈɑtlːɑ# | *#ʃpˈatlːə# {GOLD: >*} | *#ʃpˈatlˠə# {GOLD: >*} | *#ʃpˈatlˠə# {GOLD: >*} | *#t͡ʃpˈatlˠə# | *#t͡ʃpˈatlˠə# {GOLD: #ʃpˈatulˠ#}
979    | #spˌerˈɑntiɑ# | *#spˌerˈɑntjɑ# | *#spˌɛrˈɑntjɑ# | *#spərˈɛntjɑ# | *#ʃpərˈɛn?1̬ɑ# | *#ʃpərˈɛn?1̬ɑ# | *#ʃpərˈɛ̃ːn?1̬ə# {GOLD: #ʃpəɾˈɛsə#} | *#ʃpəɾˈɛ̃ːn?1̬ə# {GOLD: >*} | *#ʃpəɾˈɛn?1̬ə# {GOLD: >*} | *#t͡ʃpəɾˈɛn?1̬ə# | *#t͡ʃpəɾˈɛn?1̬ə# {GOLD: #ʃpɾˈɛsə#}
980    | #spˌeːrˈɑːnioː# | *#spˌeːrˈɑːɲoː# | *#spˌerˈɑɲø# | *#spərˈɑɲɛ# | *#ʃpərˈɑɲɛ# | *#ʃpərˈɑɲɛ# | *#ʃpərˈãːɲ# {GOLD: #ʃpərˈɛ̃ɲ#} | *#ʃpəɾˈəːɲ# {GOLD: >*} | *#ʃpəɾˈəɲ# {GOLD: >*} | *#t͡ʃpəɾˈəɲ# | *#t͡ʃpəɾˈəɲ# {GOLD: #ʃpɾˈɛj#}
981    | #spˈiːnɑ# | *#spˈiːnɑ# | *#spˈinɑ# | *#spˈinɑ# | *#ʃpˈinɑ# | *#ʃpˈinɑ# | *#ʃpˈĩːnə# {GOLD: >*} | *#ʃpˈĩːɾə# {GOLD: >*} | *#ʃpˈiɾə# {GOLD: >*} | *#t͡ʃpˈiɾə# | *#t͡ʃpˈiɾə# {GOLD: #ʃpˈinə#}
982    | #spˌiːrːˈɑːnioː# | *#spˌiːrːˈɑːɲoː# | *#spˌirːˈɑɲø# | *#spərːˈɑɲɛ# | *#ʃpərːˈɑɲɛ# | *#ʃpərːˈɑɲɛ# | *#ʃpərːˈãːɲ# {GOLD: >*} | *#ʃpərˈəːɲ# {GOLD: >*} | *#ʃpərˈəɲ# {GOLD: >*} | *#t͡ʃpərˈəɲ# | *#t͡ʃpərˈəɲ# {GOLD: #ʃpirˈɔj#}
983    | #spˈiːritum# | *#spˈiːrətu# | *#spˈirtu# | *#spˈirtu# | *#ʃpˈirtu# | *#ʃpˈirtu# | *#ʃpˈiːrt# {GOLD: >*} | *#ʃpˈiːɾt# {GOLD: #ʃpˈiːɾt#} | *#ʃpˈiɾt# {GOLD: >*} | *#t͡ʃpˈiɾt# | *#t͡ʃpˈiɾt# {GOLD: #ʃpˈiɾt#}
984    | #spˈissum# | *#spˈissu# | *#spˈessu# | *#spˈɛssu# | *#ʃpˈɛʃʃu# | *#ʃpˈɛʃʃu# | *#ʃpˈɛːʃʃ# {GOLD: >*} | *#ʃpˈɛːʃʃ# {GOLD: >*} | *#ʃpˈɛʃʃ# {GOLD: >*} | *#t͡ʃpˈɛt͡ʃʃ# | *#t͡ʃpˈɛt͡ʃʃ# {GOLD: #ʃpˈɛʃ#}
985    | #splˌenˈetikɑ# | *#splˌenˈetəkɑ# | *#splˌɛnˈɛtkɑ# | *#splənjˈɛtkɑ# | *#ʃplənjˈɛtkɑ# | *#ʃplənjˈɛtkɑ# | *#ʃplə̃njˈɛtkə# {GOLD: #ʃpəɾ̃ˈɛtkə#} | *#ʃplə̃njˈɛtkə# {GOLD: >*} | *#ʃplənjˈɛtkə# {GOLD: >*} | *#t͡ʃplənjˈɛtkə# | *#t͡ʃplənjˈɛtkə# {GOLD: #ʃpɾˈɛtkə#}
986    | #spˈodiɑ# | *#spˈodjɑ# | *#spˈodjɑ# | *#spˈɛdjɑ# | *#ʃpˈɛ?1̬ɑ# | *#ʃpˈɛ?1̬ɑ# | *#ʃpˈɛ?1̬ə# {GOLD: >*} | *#ʃpˈɛ?1̬ə# {GOLD: >*} | *#ʃpˈɛ?1̬ə# {GOLD: >*} | *#t͡ʃpˈɛ?1̬ə# | *#t͡ʃpˈɛ?1̬ə# {GOLD: #ʃpˈuzə#}
987    | #spˈortɑ# | *#spˈortɑ# | *#spˈortɑ# | *#spˈɔrtɑ# | *#ʃpˈɔrtɑ# | *#ʃpˈɔrtɑ# | *#ʃpˈɔːrtə# {GOLD: >*} | *#ʃpˈɔːɾtə# {GOLD: >*} | *#ʃpˈɔɾtə# {GOLD: >*} | *#t͡ʃpˈɔɾtə# | *#t͡ʃpˈɔɾtə# {GOLD: #ʃpˈɔɾtə#}
988    | #stˈɑbulɑ# | *#stˈɑəlːɑ# | *#stˈɑlːɑ# | *#stˈɑlːɑ# | *#ʃtˈɑlːɑ# | *#ʃtˈɑlːɑ# | *#ʃtˈaːlːə# {GOLD: >*} | *#ʃtˈaːlˠə# {GOLD: #ʃtˈaːlˠə#} | *#ʃtˈalˠə# {GOLD: >*} | *#t͡ʃtˈalˠə# | *#t͡ʃtˈalˠə# {GOLD: #ʃtˈalˠə#}
989    | #stˈɑmnum# | *#stˈɑmnu# | *#stˈɑmnu# | *#stˈɑmnu# | *#ʃtˈɑmnu# | *#ʃtˈɑmnu# | *#ʃtˈãːmn# {GOLD: #ʃtˈɑ̃m#} | *#ʃtˈəːmn# {GOLD: >*} | *#ʃtˈəmn# {GOLD: >*} | *#t͡ʃtˈəmn# | *#t͡ʃtˈəmn# {GOLD: #ʃtˈəm#}
990    | #stˈɑnkum# | *#stˈɑnku# | *#stˈɑnku# | *#stˈɑnku# | *#ʃtˈɑnɡu# | *#ʃtˈɑnɡu# | *#ʃtˈãːnɡ# {GOLD: >*} | *#ʃtˈəːnɡ# {GOLD: >*} | *#ʃtˈənɡ# {GOLD: >*} | *#t͡ʃtˈənɡ# | *#t͡ʃtˈənɡ# {GOLD: #ʃtˈəŋɡ#}
991    | #stˈɑːtiː# | *#stˈɑːtiː# | *#stˈɑti# | *#stˈɛti# | *#ʃtˈɛti# | *#ʃtˈɛti# | *#ʃtˈɛt# {GOLD: >*} | *#ʃtˈɛt# {GOLD: >*} | *#ʃtˈɛt# {GOLD: >*} | *#t͡ʃtˈɛt# | *#t͡ʃtˈɛt# {GOLD: #ʃtˈɛt#}
992    | #stˈɑːtum# | *#stˈɑːtu# | *#stˈɑtu# | *#stˈɑtu# | *#ʃtˈɑtu# | *#ʃtˈɑtu# | *#ʃtˈat# {GOLD: >*} | *#ʃtˈat# {GOLD: >*} | *#ʃtˈat# {GOLD: >*} | *#t͡ʃtˈat# | *#t͡ʃtˈat# {GOLD: #ʃtˈat#}
993    | #stˌernˈɑːkum# | *#stˌernˈɑːku# | *#stˌɛrnˈɑku# | *#stərnˈɑku# | *#ʃtərnˈɑku# | *#ʃtərnˈɑku# | *#ʃtərnˈak# {GOLD: >*} | *#ʃtərˈak# {GOLD: >*} | *#ʃtərˈak# {GOLD: >*} | *#t͡ʃtərˈak# | *#t͡ʃtərˈak# {GOLD: #ʃtrˈak#}
994    | #strˈɑmbum# | *#strˈɑmbu# | *#strˈɑmbu# | *#strˈɑmbu# | *#ʃtrˈɑmbu# | *#ʃtrˈɑmbu# | *#ʃtrˈãːmb# {GOLD: #ʃtɾˈɑ̃mb#} | *#ʃtɾˈəːmb# {GOLD: >*} | *#ʃtɾˈəmb# {GOLD: #ʃtɾˈəmb#} | *#t͡ʃtɾˈəmb# | *#t͡ʃtɾˈəmb# {GOLD: ...}
995    | #strˈɑmbinu# | *#strˈɑmbənu# | *#strˈɑmbnu# | *#strˈɑmbnu# | *#ʃtrˈɑmbnu# | *#ʃtrˈɑmbnu# | *#ʃtrˈãːmbn# {GOLD: #ʃtɾˈɑ̃mbə̃ɾ̃ə#} | *#ʃtɾˈəːmbn# {GOLD: >*} | *#ʃtɾˈəmbn# {GOLD: >*} | *#t͡ʃtɾˈəmbn# | *#t͡ʃtɾˈəmbn# {GOLD: #ʃtɾˈɛmbəɾ#}
996    | #strˈɑːtum# | *#strˈɑːtu# | *#strˈɑtu# | *#strˈɑtu# | *#ʃtrˈɑtu# | *#ʃtrˈɑtu# | *#ʃtrˈat# {GOLD: >*} | *#ʃtɾˈat# {GOLD: >*} | *#ʃtɾˈat# {GOLD: >*} | *#t͡ʃtɾˈat# | *#t͡ʃtɾˈat# {GOLD: #ʃtɾˈat#}
997    | #strˈiːɡɑm# | *#strˈiːɡɑ# | *#strˈiɡɑ# | *#strˈiɡɑ# | *#ʃtrˈiɡɑ# | *#ʃtrˈiɡɑ# | *#ʃtrˈiɡə# {GOLD: >*} | *#ʃtɾˈiɡə# {GOLD: >*} | *#ʃtɾˈiɡə# {GOLD: >*} | *#t͡ʃtɾˈiɡə# | *#t͡ʃtɾˈiɡə# {GOLD: #ʃtɾˈiɡə#}
998    | #strˈinktum# | *#strˈinktu# | *#strˈenjtu# | *#strˈinjtu# | *#ʃtrˈinjtu# | *#ʃtrˈinjtu# | *#ʃtrˈĩːnjt# {GOLD: #ʃtɾˈɛ̃ɲt#} | *#ʃtɾˈĩːnjt# {GOLD: >*} | *#ʃtɾˈinjt# {GOLD: >*} | *#t͡ʃtɾˈinjt# | *#t͡ʃtɾˈinjt# {GOLD: #ʃtɾˈɛɲt#}
999    | #strˌinɡˈonioː# | *#strˌinɡˈoɲoː# | *#strˌenɡˈoɲø# | *#strənɡˈɔɲɛ# | *#ʃtrənɡˈɔɲɛ# | *#ʃtrənɡˈɔɲɛ# | *#ʃtrə̃nɡˈɔ̃ːɲ# {GOLD: >*} | *#ʃtɾə̃nɡˈɔ̃ːɲ# {GOLD: >*} | *#ʃtɾənɡˈɔɲ# {GOLD: >*} | *#t͡ʃtɾənɡˈɔɲ# | *#t͡ʃtɾənɡˈɔɲ# {GOLD: #ʃtɾəŋɡˈɔj#}
1000   | #stˈuppɑ# | *#stˈuppɑ# | *#stˈuppɑ# | *#stˈuppɑ# | *#ʃtˈuppɑ# | *#ʃtˈuppɑ# | *#ʃtˈuppə# {GOLD: >*} | *#ʃtˈuppə# {GOLD: >*} | *#ʃtˈuppə# {GOLD: >*} | *#t͡ʃtˈuppə# | *#t͡ʃtˈuppə# {GOLD: #ʃtˈupə#}
1001   | #stˌuppˈɑːnioː# | *#stˌuppˈɑːɲoː# | *#stˌuppˈɑɲø# | *#stəppˈɑɲɛ# | *#ʃtəppˈɑɲɛ# | *#ʃtəppˈɑɲɛ# | *#ʃtəppˈãːɲ# {GOLD: >*} | *#ʃtəppˈəːɲ# {GOLD: >*} | *#ʃtəppˈəɲ# {GOLD: >*} | *#t͡ʃtəppˈəɲ# | *#t͡ʃtəppˈəɲ# {GOLD: #ʃtupˈɔj#}
1002   | #stˈurnum# | *#stˈurnu# | *#stˈurnu# | *#stˈurnu# | *#ʃtˈurnu# | *#ʃtˈurnu# | *#ʃtˈuːrn# {GOLD: >*} | *#ʃtˈuːɾn# {GOLD: >*} | *#ʃtˈuɾn# {GOLD: >*} | *#t͡ʃtˈuɾn# | *#t͡ʃtˈuɾn# {GOLD: #ʃtˈuɾə#}
1003   | #suˌɑːwˈiliɑ# | *#swˌɑːˈiʎɑ# | *#swˌɑˈeʎɑ# | *#swəˈiʎɑ# | *#ʃwəˈiʎɑ# | *#ʃwəˈiʎɑ# | *#ʒvˈiːʎə# {GOLD: >*} | *#ʒvˈiːʎə# {GOLD: >*} | *#ʒvˈijə# {GOLD: >*} | *#ʒvˈijə# | *#ʒvˈijə# {GOLD: #ʃˈijə#}
1004   | #sˌeːdˈɑːnioː# | *#sˌeːdˈɑːɲoː# | *#sˌeˈɑɲø# | *#səˈɑɲɛ# | *#ʃəˈɑɲɛ# | *#ʃəˈɑɲɛ# | *#ʃˈãːɲ# {GOLD: #ʃˈuo̯j#} | *#ʃˈəːɲ# {GOLD: >*} | *#ʃˈəɲ# {GOLD: >*} | *#ʃˈəɲ# | *#ʃˈəɲ# {GOLD: #ʃˈua̯j#}
1005   | #sˌublˈɑːtɑ# | *#sˌublˈɑːtɑ# | *#sˌublˈɑtɑ# | *#səblˈɑtɑ# | *#ʃəblˈɑtɑ# | *#ʃəblˈɑtɑ# | *#ʃəblˈatə# {GOLD: >*} | *#ʃəblˈatə# {GOLD: >*} | *#ʃəblˈatə# {GOLD: >*} | *#ʃəblˈatə# | *#ʃəblˈatə# {GOLD: #ʃulˠˈatə#}
1006   | #sˌubmˌɑrˈiːtikɑ# | *#sˌubmˌɑrˈiːtəkɑ# | *#sˌubmˌɑrˈitkɑ# | *#səbmərˈitkɑ# | *#ʃəbmərˈitkɑ# | *#ʃəbmərˈitkɑ# | *#ʃəbmərˈitkə# {GOLD: >*} | *#ʃəbmbəɾˈitkə# {GOLD: >*} | *#ʃəbmbəɾˈitkə# {GOLD: >*} | *#ʃəbmbəɾˈitkə# | *#ʃəbmbəɾˈitkə# {GOLD: #ʃɛmˈəɾkə#}
1007   | #sˌubrˌɑwkˈɑːnioː# | *#sˌurˌɑwkˈɑːɲoː# | *#sˌurˌɑwkˈɑɲø# | *#sərəkˈɑɲɛ# | *#ʃərəkˈɑɲɛ# | *#ʃərəkˈɑɲɛ# | *#ʃərkˈãːɲ# {GOLD: >*} | *#ʃəɾkˈəːɲ# {GOLD: >*} | *#ʃəɾkˈəɲ# {GOLD: >*} | *#ʃəɾkˈəɲ# | *#ʃəɾkˈəɲ# {GOLD: #ʃuɾukˈɔj#}
1008   | #sˌubterrˌɑːnˈiːɑ# | *#sˌubterːˌɑːnˈiːɑ# | *#sˌubtɛrːˌɑnˈiɑ# | *#səbtərːənˈiɑ# | *#ʃəftərːənˈiɑ# | *#ʃəftərːənˈiɑ# | *#ʃəftərːə̃nˈiː# {GOLD: >*} | *#ʃəftərə̃ɾˈiː# {GOLD: >*} | *#ʃəftərəɾˈi# {GOLD: >*} | *#ʃəftərəɾˈi# | *#ʃəftərəɾˈi# {GOLD: #ʃutərˈi#}
1009   | #sˌufferˈinioː# | *#sˌufferˈiɲoː# | *#sˌuffɛrˈeɲø# | *#səffərˈɛɲɛ# | *#ʃəffərˈɛɲɛ# | *#ʃəffərˈɛɲɛ# | *#ʃəffərˈɛ̃ːɲ# {GOLD: >*} | *#ʃəffəɾˈɛ̃ːɲ# {GOLD: #ʃufɾˈɛ̃ɲ#} | *#ʃəffəɾˈɛɲ# {GOLD: >*} | *#ʃəffəɾˈɛɲ# | *#ʃəffəɾˈɛɲ# {GOLD: #ʃfɾˈɛj#}
1010   | #sˈuktɑ# | *#sˈuktɑ# | *#sˈuktɑ# | *#sˈuktɑ# | *#ʃˈuftɑ# | *#ʃˈuftɑ# | *#ʃˈuːftə# {GOLD: >*} | *#ʃˈuːftə# {GOLD: >*} | *#ʃˈuftə# {GOLD: >*} | *#ʃˈuftə# | *#ʃˈuftə# {GOLD: #ʃˈujtə#}
1011   | #sˌuktˈɑːnioː# | *#sˌuktˈɑːɲoː# | *#sˌuktˈɑɲø# | *#səktˈɑɲɛ# | *#ʃəftˈɑɲɛ# | *#ʃəftˈɑɲɛ# | *#ʃəftˈãːɲ# {GOLD: >*} | *#ʃəftˈəːɲ# {GOLD: >*} | *#ʃəftˈəɲ# {GOLD: >*} | *#ʃəftˈəɲ# | *#ʃəftˈəɲ# {GOLD: #ʃujtˈɔj#}
1012   | #sˈulfur# | *#sˈulfər# | *#sˈulfr# | *#sˈulfr# | *#ʃˈulfr# | *#ʃˈulfr# | *#ʃˈuːlfr# {GOLD: >*} | *#ʃˈuːlfɾ# {GOLD: >*} | *#ʃˈulfɾ# {GOLD: #ʃcˈufuɾ#} | *#ʃˈulfɾ# | *#ʃˈulfɾ# {GOLD: #scˈufuɾ#}
1013   | #sˈummɑm# | *#sˈummɑ# | *#sˈummɑ# | *#sˈummɑ# | *#ʃˈummɑ# | *#ʃˈummɑ# | *#ʃˈũːmmə# {GOLD: >*} | *#ʃˈũːmmbə# {GOLD: >*} | *#ʃˈummbə# {GOLD: >*} | *#ʃˈummbə# | *#ʃˈummbə# {GOLD: #ʃˈumə#}
1014   | #sˌuperkˌɑdˈɑːlem# | *#sˌuperkˌɑdˈɑːʎe# | *#sˌupɛrkˌɑˈɑʎɛ# | *#səpərkəˈiʎɛ# | *#ʃəpərkəˈiʎɛ# | *#ʃəpərkəˈiʎɛ# | *#ʃəpərkˈiːʎ# {GOLD: >*} | *#ʃəpəɾkˈiːʎ# {GOLD: >*} | *#ʃəpəɾkˈij# {GOLD: >*} | *#ʃəpəɾcˈij# | *#ʃəpəɾt͡ʃˈij# {GOLD: #ʃuɾcˈɛl#}
