etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
79     | ... | ... | ... | ... | ... | ... | ... | ... | *#θˈamːə# | *#θˈamːə# {GOLD: >*} | *#θˈamə# | *#θˈamə# | *#θˈamə# {GOLD: #θˈanə#}
80     | ... | ... | ... | ... | ... | ... | ... | ... | *#ðjˈak# | *#ðjˈak# {GOLD: >*} | *#ðjˈak# | *#ðjˈak# | *#ðjˈak# {GOLD: #ðjˈak#}
81     | ... | ... | ... | *#hˌɑjd͡zˈiːd͡zɑ# | *#hˌɑjðˈiðɑ# | *#hˌɑjðˈiðɑ# | *#ðˈiða# | *#ðˈiða# | *#ðˈiðə# | *#ðˈiðə# {GOLD: #ðˈiː#} | *#ðˈiðə# | *#ðˈiðə# | *#ðˈiðə# {GOLD: #ðˈi#}
82     | ... | ... | ... | *#hˌɑjd͡zˈiːjɑ# | *#hˌɑjðˈijɑ# | *#hˌɑjðˈijɑ# | *#ðˈija# | *#ðˈija# | *#ðˈijə# | *#ðˈijə# {GOLD: #ðˈiː#} | *#ðˈijə# | *#ðˈijə# | *#ðˈijə# {GOLD: #ðˈi#}
83     | ... | ... | ... | ... | ... | ... | ... | ... | *#ðˈiːsk# | *#ðˈiːsk# {GOLD: >*} | *#ðˈiːsk# | *#ðˈisk# | *#ðˈisk# {GOLD: #ðˈisk#}
84     | ... | ... | ... | ... | ... | ... | ... | ... | *#ðˈɔm# | *#ðˈɔm# {GOLD: >*} | *#ðˈɔm# | *#ðˈɔm# | *#ðˈɔm# {GOLD: #ðˈɔmə#}
85     | ... | ... | ... | ... | ... | *#ˌɑnˌɑfˈorɑ# | *#nˌafˈora# | *#nˌafˈɔɾa# | *#nˌafˈɔːɾə# | *#nˌafˈɔːɾə# {GOLD: >*} | *#nˌafˈɔːɾə# | *#nˌafˈɔɾə# | *#nafˈɔɾə# {GOLD: #nafˈɔɾə#}
86     | ... | ... | ... | *#nɑiːssˈon# | *#nɑˈissɔn# | *#nɑˈisson# | *#naˈisson# | *#nəˈiʃɔ̃n# | *#nˈiːʃ# | *#nˈiːʃ# {GOLD: >*} | *#nˈiːʃ# | *#nˈiʃ# | *#nˈiʃ# {GOLD: #nˈiʃ#}
87     | ... | ... | ... | ... | ... | ... | ... | ... | *#lˌanɡˈuo̯# | *#lˌaŋɡˈuo̯# {GOLD: >*} | *#lˌaŋɡˈua̯# | *#lˌaŋɡˈua̯# | *#laŋɡˈua̯# {GOLD: #laŋɡˈua̯#}
88     | ... | ... | ... | *#lˈɑkɑnon# | *#lˈɑkɑnɔ# | *#lˈɑkɑno# | *#lˈakɑ̃ɾ̃o# | *#lˈakɐɾ̃ɔ# | *#lˈakɐɾ̃# | *#lˈakəɾ̃# {GOLD: #lˈakəɾ̃ə#} | *#lˈakəɾ̃# | *#lˈakəɾ# | *#lˈakəɾ# {GOLD: #lˈakəɾ#}
89     | ... | ... | ... | ... | ... | ... | *#lˈexɑ̃ɾ̃o# | *#lˈexɐɾ̃ɔ# | *#lˈɛxɐɾ̃# | *#lˈɛxəɾ̃# {GOLD: #lˈakəɾ̃ə#} | *#lˈɛhəɾ̃# | *#lˈɛhəɾ# | *#lˈɛhəɾ# {GOLD: #lˈakəɾ#}
90     | ... | ... | ... | ... | ... | ... | ... | ... | *#lˈaxan# | *#lˈaxan# {GOLD: #lˈakəɾ̃ə#} | *#lˈahan# | *#lˈahan# | *#lˈahan# {GOLD: #lˈakəɾ#}
91     | ... | ... | ... | *#lˈɑbrəkon# | *#lˈɑbrəkɔ# | *#lˈɑːrko# | *#lˈaːrko# | *#lˈaːɾkɔ# | *#lˈaːɾk# | *#lˈaːɾk# {GOLD: >*} | *#lˈaːɾk# | *#lˈaɾk# | *#lˈaɾk# {GOLD: #lˈabɾik#}
92     | ... | ... | ... | ... | ... | *#lˈaːrkon# | *#lˈaːrkon# | *#lˈaːɾkɔ̃n# | *#lˈaːɾk# | *#lˈaːɾk# {GOLD: >*} | *#lˈaːɾk# | *#lˈaɾk# | *#lˈaɾk# {GOLD: #lˈabɾik#}
93     | ... | ... | ... | ... | ... | *#ˌɛlemˈusinɑ# | *#lɪmˈusɑ̃ɾ̃a# | *#lə̃mˈuʃɐɾ̃a# | *#lə̃mˈuːʃɐɾ̃ə# | *#lə̃mˈuːʃəɾ̃ə# {GOLD: >*} | *#lə̃mˈuːʃəɾ̃# | *#ləmˈuʃəɾ# | *#ləmˈuʃəɾ# {GOLD: #ləmˈɔʃtəɾ#}
94     | ... | ... | ... | *#ləkˈɑnɛːn# | *#ləkˈɑnɛː# | *#ləkˈɑnɛ# | *#ləcˈenɪ# | *#ləcˈẽɾ̃ɪ# | *#ləcˈɛ̃ː# | *#ləcˈɛ̃ː# {GOLD: #ləkˈæ̃n#} | *#ləcˈɛ̃ː# | *#ləcˈɛ# | *#ləcˈɛ# {GOLD: #licˈɛn#}
95     | ... | ... | ... | ... | ... | ... | ... | ... | *#lˌivˈaðɛ# | *#lˌivˈaðɛ# {GOLD: >*} | *#lˌivˈaðɛ# | *#lˌivˈaðɛ# | *#livˈaðɛ# {GOLD: #livˈaðɛ#}
96     | ... | ... | ... | *#elɑjwˈɒːnjoː# | *#ɛlɑjwˈɒːnjo# | *#ɛlɑjwˈoɲo# | *#lajwˈoɲo# | *#ləjwˈɔ̃ɲɔ# | *#ləjwˈɔ̃ɲ# | *#ləjwˈɔ̃ɲ# {GOLD: >*} | *#ləjvˈə̃ɲ# | *#ləjvˈəɲ# | *#ləjvˈəj# {GOLD: #lˈye̯j#}
97     | ... | ... | ... | *#lˈuːmɑ# | *#lˈuːmɑ# | *#lˈymɑ# | *#lˈyma# | *#lˈỹma# | *#lˈỹmə# | *#lˈỹmə# {GOLD: >*} | *#lˈỹmə# | *#lˈymə# | *#lˈymə# {GOLD: #lˈymə#}
98     | ... | ... | ... | ... | ... | *#lˈiβɑði# | *#lˈiwaðɪ# | *#lˈuə̯ðɪ# | *#lˈuo̯ð# | *#lˈuo̯ð# {GOLD: >*} | *#lˈua̯ð# | *#lˈua̯ð# | *#lˈua̯ð# {GOLD: #lˈua̯ð#}
99     | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈaːsə# | *#ɾˈaːsə# {GOLD: >*} | *#ɾˈaːsə# | *#ɾˈasə# | *#ɾˈasə# {GOLD: #ɾˈasə#}
100    | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈiɡə# | *#ɾˈiɡə# {GOLD: >*} | *#ɾˈiɡə# | *#ɾˈiɡə# | *#ɾˈiɡə# {GOLD: #ɾˈiɡə#}
101    | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈikɛ# | *#ɾˈikɛ# {GOLD: >*} | *#ɾˈikɛ# | *#ɾˈikɛ# | *#ɾˈicɛ# {GOLD: #ɾˈicɛ#}
102    | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈɔːzə# | *#ɾˈɔːzə# {GOLD: >*} | *#ɾˈɔːzə# | *#ɾˈɔzə# | *#ɾˈɔzə# {GOLD: #ɾˈɔzə#}
103    | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈuːsː# | *#ɾˈuːsː# {GOLD: >*} | *#ɾˈuːsː# | *#ɾˈus# | *#ɾˈus# {GOLD: #ɾˈus#}
104    | ... | ... | ... | ... | ... | *#rːˈepin# | *#rːˈepɪn# | *#rːˈepɪ̃n# | *#rːˈɛp# | *#rˈɛp# {GOLD: >*} | *#rˈɛp# | *#rˈɛp# | *#rˈɛp# {GOLD: #rˈɛp#}
105    | ... | ... | ... | ... | ... | *#rːˈoɣɑ# | *#rːˈoɣa# | *#rːˈɔɣa# | *#rːˈɔɡə# | *#rˈɔɡə# {GOLD: >*} | *#rˈɔɡə# | *#rˈɔɡə# | *#rˈɔɡə# {GOLD: #rˈɔɡə#}
106    | ... | ... | ... | *#pˈɑwlɑ# | *#pˈɑwlɑ# | *#pˈɑwlɑ# | *#pˈaːla# | *#pˈaːla# | *#pˈaːlˠə# | *#pˈaːlˠə# {GOLD: >*} | *#pˈaːlˠə# | *#pˈalˠə# | *#pˈalˠə# {GOLD: #pˈalˠə#}
107    | ... | ... | ... | *#pˌɑlˈɑmɑ# | *#pˌɑlˈɑmɑ# | *#pˌɑlˈɑmɑ# | *#pˌalˈama# | *#pəlˈãma# | *#pəlˠˈãmə# | *#pəlˠˈãmə# {GOLD: >*} | *#pəlˠˈə̃mə# | *#pəlˠˈəmə# | *#pəlˠˈəmə# {GOLD: #pəlˠˈəmbə#}
108    | ... | ... | ... | ... | ... | *#prˌykˈijɑ# | *#prˌykˈija# | *#pɾˌycˈija# | *#pɾˌycˈiː# | *#pɾ̩cˈiː# {GOLD: >*} | *#pɾ̩cˈiː# | *#pɾ̩cˈi# | *#pəɾcˈi# {GOLD: #pəɾcˈi#}
109    | ... | ... | ... | ... | ... | *#prˌøtoɡˈɛnnɛmɑ# | *#prˌøtoɟˈinnɪma# | *#pɾˌœtəɟˈĩnnma# | *#pɾˌɛtəɟˈĩmːə# | *#pɾ̩təɟˈĩmːə# {GOLD: >*} | *#pɾ̩təɟˈĩmə# | *#pɾ̩təɟˈimə# | *#pəɾtəɟˈimə# {GOLD: #pəɾɟˈim#}
110    | ... | ... | ... | ... | ... | *#prˌinˈɑro# | *#prˌinˈaro# | *#pɾə̃ɾ̃ˈaɾɔ# | *#pɾə̃ɾ̃ˈaːɾ# | *#pɾə̃ɾ̃ˈaːɾ# {GOLD: >*} | *#pɾə̃ɾ̃ˈaːɾ# | *#pɾəɾˈaɾ# | *#pɾəɾˈaɾ# {GOLD: #pəɾnˈaɾ#}
111    | ... | ... | ... | *#pˌerrˈɑɔː# | *#pˌɛrrˈɑɔ# | *#pˌɛrrˈoː# | *#pˌɛrrˈoː# | *#pɪɾɾˈɔː# | *#pərːˈuo̯# | *#pərˈuo̯# {GOLD: >*} | *#pərˈua̯# | *#pərˈua̯# | *#pərˈua̯# {GOLD: #pərˈua̯#}
112    | ... | ... | ... | ... | ... | *#pˌedˈɑnɑ# | *#pɪðˈana# | *#pjˈãɾ̃a# | *#pjˈãɾ̃ə# | *#pjˈãɾ̃ə# {GOLD: >*} | *#pjˈə̃ɾ̃ə# | *#pjˈəɾə# | *#pjˈəɾə# {GOLD: ...}
113    | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɛtˈaːvr# | *#pˌɛtˈaːvɾ̩# {GOLD: >*} | *#pˌɛtˈaːvɾ̩# | *#pˌɛtˈavɾ̩# | *#pɛtˈavəɾ# {GOLD: #pɛtˈavəɾ#}
114    | ... | ... | ... | *#pˈelɑɡon# | *#pˈɛlɑɡɔ# | *#pˈɛlɑɡo# | *#pˈɛlaɡo# | *#pˈɛlɐɡɔ# | *#pˈɛːlˠɐɡ# | *#pˈɛːlˠəɡ# {GOLD: #pˈɛlˠəɡ#} | *#pˈɛːlˠəɡ# | *#pˈɛlˠəɡ# | *#pˈɛlˠɡ# {GOLD: #pˈɛlˠɡ#}
115    | ... | ... | ... | ... | ... | *#plˈɑɣjɑ# | *#plˈaɣja# | *#plˈaɣja# | *#plˈajə# | *#plˠˈajə# {GOLD: >*} | *#plˠˈajə# | *#plˠˈajə# | *#plˠˈajə# {GOLD: #plˠˈajə#}
116    | ... | ... | ... | *#pˌɑlˈɑnɡon# | *#pˌɑlˈɑnɡɔ# | *#pˌɑlˈɑnɡo# | *#pˌalˈanɡo# | *#pəlˈãnɡɔ# | *#pəlˠˈãnɡ# | *#pəlˠˈãŋɡ# {GOLD: >*} | *#pəlˠˈə̃ŋɡ# | *#pəlˠˈəŋɡ# | *#pəlˠˈəŋɡ# {GOLD: #plˈɛŋɡ#}
117    | ... | ... | ... | *#pˌɑlˈɑnɡɑ# | *#pˌɑlˈɑnɡɑ# | *#pˌɑlˈɑnɡɑ# | *#pˌalˈanɡa# | *#pəlˈãnɡa# | *#pəlˠˈãnɡə# | *#pəlˠˈãŋɡə# {GOLD: >*} | *#pəlˠˈə̃ŋɡə# | *#pəlˠˈəŋɡə# | *#pəlˠˈəŋɡə# {GOLD: #plˈɛŋɡə#}
118    | ... | ... | ... | ... | ... | ... | ... | ... | *#plˈuo̯r# | *#plˈuo̯ɾ# {GOLD: >*} | *#plˈua̯ɾ# | *#plˈua̯ɾ# | *#plˈua̯ɾ# {GOLD: #plˈua̯ɾ#}
119    | ... | ... | ... | ... | ... | *#pˌarˈɛlon# | *#pərˈɛlon# | *#pəɾˈɛlɔ̃n# | *#pəɾˈɛːlˠ# | *#pəɾˈɛːlˠ# {GOLD: >*} | *#pəɾˈɛːlˠ# | *#pɾˈɛlˠ# | *#pɾˈɛlˠ# {GOLD: #pɾˈɛlˠ#}
120    | ... | ... | ... | *#prˈɑson# | *#prˈɑsɔ# | *#prˈɑso# | *#prˈaso# | *#pɾˈaʃɔ# | *#pɾˈaːʃ# | *#pɾˈaːʃ# {GOLD: >*} | *#pɾˈaːʃ# | *#pɾˈaʃ# | *#pɾˈaʃ# {GOLD: #pɾˈɛʃ#}
121    | ... | ... | ... | *#brˈoːtɑkon# | *#brˈoːtɑkɔ# | *#brˈøtko# | *#brˈøtko# | *#bɾˈœtkɔ# | *#bɾˈɛtk# | *#bɾˈɛtk# {GOLD: #bɾˈɛtək#} | *#bɾˈɛtk# | *#bɾˈɛtk# | *#bɾˈɛtk# {GOLD: #bɾˈɛtk#}
122    | ... | ... | ... | *#brˈukɑ# | *#brˈʊkɑ# | *#brˈukɑ# | *#brˈuka# | *#bɾˈuka# | *#bɾˈukə# | *#bɾˈukə# {GOLD: >*} | *#bɾˈukə# | *#bɾˈukə# | *#bɾˈukə# {GOLD: #bɾˈukə#}
123    | ... | ... | ... | ... | ... | ... | ... | ... | *#fˌakjˈɔːlˠ# | *#fˌakjˈɔːlˠ# {GOLD: >*} | *#fˌakjˈɔːlˠ# | *#fˌacˈɔlˠ# | *#facˈɔlˠ# {GOLD: #facˈɔlˠ#}
124    | ... | ... | ... | ... | ... | *#fˌɑkjˈolɑ# | *#fˌakˈøla# | *#fəcˈœla# | *#fcˈɛːlˠə# | *#fcˈɛːlˠə# {GOLD: >*} | *#fcˈɛːlˠə# | *#fcˈɛlˠə# | *#fcˈɛlˠə# {GOLD: #fcˈɔlˠə#}
125    | ... | ... | ... | ... | ... | ... | ... | ... | *#flˌamˈuːr# | *#flˌamˈuːɾ# {GOLD: >*} | *#flˌamˈuːɾ# | *#flˌamˈuɾ# | *#flamˈuɾ# {GOLD: #flamˈuɾ#}
126    | ... | ... | ... | ... | ... | ... | ... | ... | *#frˌand͡zˈɔːlˠə# | *#fɾˌand͡zˈɔːlˠə# {GOLD: >*} | *#fɾˌand͡zˈɔːlˠə# | *#fɾˌand͡zˈɔlˠə# | *#fɾand͡zˈɔlˠə# {GOLD: #fɾand͡zˈɔlˠə#}
127    | ... | ... | ... | *#ˈorɡon# | *#ˈɔrɡɔ# | *#ˈorɡo# | *#ˈorɡo# | *#ˈɔːɾɡɔ# | *#wˈɔɾɡ# | *#wˈɔɾɡ# {GOLD: >*} | *#vˈaɾɡ# | *#vˈaɾɡ# | *#vˈaɾɡ# {GOLD: #vˈaɾɡ#}
128    | ... | ... | ... | ... | ... | ... | ... | ... | *#vˌɛlˈɛnd͡zə# | *#vˌɛlˈɛnd͡zə# {GOLD: >*} | *#vˌɛlˈɛnd͡zə# | *#vˌɛlˈɛnd͡zə# | *#vɛlˈɛnd͡zə# {GOLD: #vɛlˈɛnd͡zə#}
129    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌaɡˈiː# | *#mˌaɡˈiː# {GOLD: >*} | *#mˌaɡˈiː# | *#mˌaɡˈi# | *#maɟˈi# {GOLD: #maɟˈi#}
130    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌanəʃˈakɛ# | *#mˌanəʃˈakɛ# {GOLD: >*} | *#mˌant͡ʃˈakɛ# | *#mˌant͡ʃˈakɛ# | *#mant͡ʃˈacɛ# {GOLD: #manuʃˈacɛ#}
131    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌandˈiːlɛ# | *#mˌandˈiːlɛ# {GOLD: >*} | *#mˌandˈiːlɛ# | *#mˌandˈilɛ# | *#mandˈilɛ# {GOLD: #mandˈilɛ#}
132    | ... | ... | ... | ... | ... | *#ˌɑmˈɑrɑki# | *#mˈarakɪ# | *#mˈaɾɐcɪ# | *#mˈaːɾɐc# | *#mˈaːɾəc# {GOLD: >*} | *#mˈaːɾəc# | *#mˈaɾəc# | *#mˈaɾc# {GOLD: #maɾˈac#}
133    | ... | ... | ... | *#mˌɑrrˈɑdrjon# | *#mˌɑrrˈɑdʎɔ# | *#mˌɑrrˈɑdʎo# | *#mˌarrˈaðʎo# | *#məɾɾˈaðʎɔ# | *#mərːˈaːʎ# | *#mərˈaːʎ# {GOLD: >*} | *#mərˈaːʎ# | *#mərˈaj# | *#mərˈaj# {GOLD: #marˈaj#}
134    | ... | ... | ... | *#mˈɑtɛː# | *#mˈɑtɛː# | *#mˈɑtɛ# | *#mˈatɪ# | *#mˈatɪ# | *#mˈat# | *#mˈat# {GOLD: #mˈat#} | *#mˈat# | *#mˈat# | *#mˈat# {GOLD: #mˈat#}
135    | ... | ... | ... | *#mˌɑlˈɑɡɑ# | *#mˌɑlˈɑɡɑ# | *#mˌɑlˈɑɡɑ# | *#mˌalˈaɡa# | *#məlˈaɡa# | *#məlˠˈaɡə# | *#məlˠˈaɡə# {GOLD: >*} | *#məlˠˈaɡə# | *#məlˠˈaɡə# | *#məlˠˈaɡə# {GOLD: #məlˠˈaɡə#}
136    | ... | ... | ... | *#mˌɑstˈekənon# | *#mˌɑstˈɛkənɔ# | *#mˌɑstˈɛkəno# | *#mɪstˈɛkɑ̃ɾ̃o# | *#mɪʃtˈɛkɐɾ̃ɔ# | *#məʃtˈɛkɐɾ̃# | *#məʃtˈɛkəɾ̃# {GOLD: >*} | *#məʃtˈɛkəɾ̃# | *#məʃtˈɛkəɾ# | *#məʃtˈɛkəɾ# {GOLD: #məʃtˈɛkəɾ#}
137    | ... | ... | ... | *#mˌɑnˈiːɑ# | *#mˌɑnˈiɑ# | *#mˌɑnˈijɑ# | *#mˌanˈija# | *#mə̃ɾ̃ˈija# | *#mə̃ɾ̃ˈiː# | *#mə̃ɾ̃ˈiː# {GOLD: #məɾ̃ˈi#} | *#mə̃ɾ̃ˈiː# | *#məɾˈi# | *#məɾˈi# {GOLD: #məɾˈi#}
138    | ... | ... | ... | *#mˌɑrrˈɑdrjɑ# | *#mˌɑrrˈɑdʎɑ# | *#mˌɑrrˈɑdʎɑ# | *#mˌarrˈaðʎa# | *#məɾɾˈaðʎa# | *#mərːˈaːʎə# | *#mərˈaːʎə# {GOLD: >*} | *#mərˈaːʎə# | *#mərˈajə# | *#mərˈajə# {GOLD: #mərˈajə#}
139    | ... | ... | ... | *#mˈɑnɡɑnon# | *#mˈɑnɡɑnɔ# | *#mˈɑnɡɑno# | *#mˈanɡɑ̃ɾ̃o# | *#mˈãnɡɐɾ̃ɔ# | *#mˈãnɡɐɾ̃# | *#mˈãŋɡəɾ̃# {GOLD: #mˈãŋɡəɾ̃ə#} | *#mˈə̃ŋɡəɾ̃# | *#mˈəŋɡəɾ# | *#mˈəŋɡəɾ# {GOLD: #mˈəŋɡəɾ#}
140    | ... | ... | ... | ... | ... | ... | *#mˈanɡɑ̃ɾ̃o# | *#mˈãnɡɐɾ̃ɔ# | *#mˈãnɡɐɾ̃# | *#mˈãŋɡəɾ̃# {GOLD: #mˈãŋɡəɾ̃ə#} | *#mˈə̃ŋɡəɾ̃# | *#mˈəŋɡəɾ# | *#mˈəŋɡəɾ# {GOLD: #mˈəŋɡəɾ#}
141    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈanɡan# | *#mˈaŋɡan# {GOLD: #mˈãŋɡəɾ̃ə#} | *#mˈaŋɡan# | *#mˈaŋɡan# | *#mˈaŋɡan# {GOLD: #mˈəŋɡəɾ#}
142    | ... | ... | ... | ... | ... | *#mˌɛtˈoxio# | *#mɪ̃tˈoxɪo# | *#mə̃ntˈɔxjɔ# | *#mə̃ndˈɔxj# | *#mə̃ndˈɔxj# {GOLD: >*} | *#mə̃ndˈɔhj# | *#məndˈɔhj# | *#məndˈɔhj# {GOLD: #mɛtˈɛh#}
143    | ... | ... | ... | *#mˈetɑ# | *#mˈɛtɑ# | *#mˈɛtɑ# | *#mˈɛta# | *#mˈɛːta# | *#mˈie̯tə# | *#mjˈɛtə# {GOLD: >*} | *#mjˈɛtə# | *#mjˈɛtə# | *#mjˈɛtə# {GOLD: #mjˈɛtə#}
144    | ... | ... | ... | *#mˌɒːkɑnˈɑː# | *#mˈɒːkɑnɑː# | *#mˈokɑnɑ# | *#mˈokɑ̃ɾ̃a# | *#mˈɔkɐɾ̃a# | *#mˈɔkɐɾ̃ə# | *#mˈɔkəɾ̃ə# {GOLD: #mˈɔkəɾ̃ə#} | *#mˈɔkəɾ̃# | *#mˈɔkəɾ# | *#mˈɔkəɾ# {GOLD: #mˈɔkəɾ#}
145    | ... | ... | ... | *#mˈɒːlɑ# | *#mˈɒːlɑ# | *#mˈolɑ# | *#mˈola# | *#mˈɔla# | *#mˈɔːlˠə# | *#mˈɔːlˠə# {GOLD: >*} | *#mˈɔːlˠə# | *#mˈɔlˠə# | *#mˈɔlˠə# {GOLD: #mˈɔlˠə#}
