etID  | Classical Proto-Albanian | Middle Proto-Albanian | Middle Proto-Albanian II | Late Proto-Albanian | Proto-Tosk | Old Northern Tosk Albanian | Output {GOLD}
1039   | #skˈoːriɑ# | *#skˈoːrjɑ# | *#skˈørjɑ# | *#zɟˈyːrə# | *#zɟˈyːɾə# | *#zɟˈyɾə# | *#zɟˈyɾə# {GOLD: #zɟˈyɾə#}
1040   | #skˈorteɑ# | *#skˈɔrtjɑ# | *#skˈort͡ʃjɑ# | *#ʃkˈɔːrsə# | *#ʃkˈɔːɾsə# | *#ʃkˈɔɾsə# | *#ʃkˈɔɾsə# {GOLD: #ʃkˈɔɾsə#}
1041   | #skrˌiːbˈonioː# | *#skrˌiːbˈɔɲoː# | *#skrˌibˈoɲø# | *#ʃkrəvˈɔ̃ːɲ# | *#ʃkɾəvˈɔ̃ːɲ# | *#ʃkɾəvˈɔɲ# | *#ʃkɾəvˈɔj# {GOLD: #ʃkɾˈua̯j#}
1042   | #skˈulkɑm# | *#skˈʊlkɑ# | *#skˈulkɑ# | *#ʃkˈuːʎkə# | *#ʃkˈuːʎkə# | *#ʃkˈujkə# | *#ʃkˈujkə# {GOLD: #ʃkˈulkə#}
1043   | #skˈumɑ# | *#skˈʊmɑ# | *#skˈumɑ# | *#ʃkˈũːmə# | *#ʃkˈũːmə# | *#ʃkˈumə# | *#ʃkˈumə# {GOLD: #ʃkˈumə#}
1044   | #skrˌuːtˈɑːnioː# | *#skrˌuːtˈɒːɲoː# | *#skrˌytˈoɲø# | *#ʃkrtˈɔ̃ːɲ# | *#ʃkɾtˈɔ̃ːɲ# | *#ʃkɾtˈɔɲ# | *#ʃkɾtˈɔj# {GOLD: #ʃcyɾtˈɔj#}
1045   | #skˈuːtum# | *#skˈuːtʊ# | *#skˈytu# | *#ʃcˈyt# | *#ʃcˈyt# | *#ʃcˈyt# | *#ʃcˈyt# {GOLD: #ʃcˈyt#}
1046   | #skwˈɑːtum# | *#skwˈɑːtʊ# | *#skwˈɑtu# | *#ʃkˈat# | *#ʃkˈat# | *#ʃkˈat# | *#ʃkˈat# {GOLD: #ʃkˈat#}
1047   | #slˈukum# | *#slˈʊkʊ# | *#slˈuku# | *#ʃlˈuk# | *#ʃlˈuk# | *#ʃlˈuk# | *#ʃlˈuk# {GOLD: #ʃlˈuk#}
1048   | #sˈokɑ# | *#sˈɔkɑ# | *#sˈokɑ# | *#ʃˈɔkə# | *#ʃˈɔkə# | *#ʃˈɔkə# | *#ʃˈɔkə# {GOLD: #ʃˈɔkə#}
1049   | #sˈokiɑ# | *#sˈɔkjɑ# | *#sˈokjɑ# | *#ʃˈuc# | *#ʃˈuc# | *#ʃˈuc# | *#ʃˈuc# {GOLD: #ʃˈɔcɛ#}
1050   | #sˈokium# | *#sˈɔkjʊ# | *#sˈokju# | *#ʃˈɔc# | *#ʃˈɔc# | *#ʃˈɔc# | *#ʃˈɔc# {GOLD: #ʃˈɔc#}
1051   | #sˈolɑ# | *#sˈɔlˠɑ# | *#sˈolˠɑ# | *#ʃˈɔːlˠə# | *#ʃˈɔːlˠə# | *#ʃˈɔlˠə# | *#ʃˈɔlˠə# {GOLD: #ʃˈɔlˠə#}
1052   | #sˌolˈɑːnum# | *#sˌʊlˠˈɑːnʊ# | *#sˌulˠˈɑnu# | *#ʃˌulˠˈãː# | *#ʃˌulˠˈəː# | *#ʃˌulˠˈə# | *#ʃulˠˈə# {GOLD: #ʃˈulˠə#}
1053   | #sˈolum# | *#sˈɔlˠʊ# | *#sˈolˠu# | *#ʃˈuo̯lˠ# | *#ʃˈua̯lˠ# | *#ʃˈua̯lˠ# | *#ʃˈua̯lˠ# {GOLD: #ʃˈua̯lˠ#}
1054   | #sˈolɑ# | *#sˈɔlˠɑ# | *#sˈolˠɑ# | *#ʃˈɔːlˠə# | *#ʃˈɔːlˠə# | *#ʃˈɔlˠə# | *#ʃˈɔlˠə# {GOLD: #ʃˈɔlˠə#}
1055   | #sˈorbɑ# | *#sˈɔrbɑ# | *#sˈorbɑ# | *#ʃˈɔːrbə# | *#ʃˈɔːɾbə# | *#ʃˈɔɾbə# | *#ʃˈɔɾbə# {GOLD: #ʃˈuɾbə#}
1056   | #sˈortem# | *#sˈɔrtɛ# | *#sˈortɛ# | *#ʃˈɔːrt# | *#ʃˈɔːɾt# | *#ʃˈɔɾt# | *#ʃˈɔɾt# {GOLD: #ʃˈɔɾt#}
1057   | #sˌortˈiːkɑ# | *#sˌʊrtˈiːkɑ# | *#sˌurtˈikɑ# | *#ʃˌurtˈikə# | *#ʃˌuɾtˈikə# | *#ʃˌuɾtˈikə# | *#ʃuɾtˈikə# {GOLD: #ʃɔɾtˈɛkə#}
1058   | #sˌortˈileɡiː# | *#sˌʊrtˈɪlɛɡiː# | *#sˌurtˈelɛɡi# | *#ʃˌurtˈiːlɛɟ# | *#ʃˌuɾtˈiːlɛɟ# | *#ʃˌuɾtˈilɛɟ# | *#ʃuɾtˈilɛɟ# {GOLD: #ʃˈɛrəɟ#}
1059   | #spˈɑtʰɑm# | *#spˈɑtɑ# | *#spˈɑtɑ# | *#ʃpˈatə# | *#ʃpˈatə# | *#ʃpˈatə# | *#ʃpˈatə# {GOLD: #ʃpˈatə#}
1060   | #spˈɑrtɑ# | *#spˈɑrtɑ# | *#spˈɑrtɑ# | *#ʃpˈaːrtə# | *#ʃpˈaːɾtə# | *#ʃpˈaɾtə# | *#ʃpˈaɾtə# {GOLD: #ʃpˈaɾtə#}
1061   | #spˈɑtʰulɑ# | *#spˈɑtʊlˠɑ# | *#spˈɑtulˠɑ# | *#ʃpˈatulˠ# | *#ʃpˈatulˠ# | *#ʃpˈatulˠ# | *#ʃpˈatulˠ# {GOLD: #ʃpˈatulˠ#}
1062   | #spˈeːlae̯ɑ# | *#spˈeːlɪ̯ɑ# | *#spˈelɪ̯ɑ# | *#ʃpˈɛːl# | *#ʃpˈɛːl# | *#ʃpˈɛl# | *#ʃpˈɛl# {GOLD: #ʃpˈɛlˠə#}
1063   | #spˌerˈɑntiɑ# | *#spˌɛrˈɑntjɑ# | *#spˌɛrˈɑt͡ʃjɑ# | *#ʃpərˈɛːsə# | *#ʃpəɾˈɛːsə# | *#ʃpəɾˈɛsə# | *#ʃpəɾˈɛsə# {GOLD: #ʃpɾˈɛsə#}
1064   | #spˌeːrˈɑːnioː# | *#spˌeːrˈɒːɲoː# | *#spˌerˈoɲø# | *#ʃpərˈɔ̃ːɲ# | *#ʃpəɾˈɔ̃ːɲ# | *#ʃpəɾˈɔɲ# | *#ʃpəɾˈɔj# {GOLD: #ʃpəɾˈɛj#}
1065   | #spˈiːnɑ# | *#spˈiːnɑ# | *#spˈinɑ# | *#ʃpˈĩːnə# | *#ʃpˈĩːnə# | *#ʃpˈinə# | *#ʃpˈinə# {GOLD: #ʃpˈinə#}
1066   | #spˌiːrˈɑːnioː# | *#spˌiːrˈɒːɲoː# | *#spˌirˈoɲø# | *#ʃpərˈɔ̃ːɲ# | *#ʃpəɾˈɔ̃ːɲ# | *#ʃpəɾˈɔɲ# | *#ʃpəɾˈɔj# {GOLD: #ʃpirˈɔj#}
1067   | #spˈiːritum# | *#spˈiːrɪtʊ# | *#spˈirtu# | *#ʃpˈiːrt# | *#ʃpˈiːɾt# | *#ʃpˈiɾt# | *#ʃpˈiɾt# {GOLD: #ʃpˈiɾt#}
1068   | #spˈissum# | *#spˈɪssʊ# | *#spˈessu# | *#ʃpˈɛːʃ# | *#ʃpˈɛːʃ# | *#ʃpˈɛʃ# | *#ʃpˈɛʃ# {GOLD: #ʃpˈɛʃ#}
1069   | #spˈissum# | *#spˈɪssʊ# | *#spˈessu# | *#ʃpˈɛːʃ# | *#ʃpˈɛːʃ# | *#ʃpˈɛʃ# | *#ʃpˈɛʃ# {GOLD: #ʃpˈɛʃ#}
1070   | #splˌenˈetikum# | *#splˌɛnˈɛtɪkʊ# | *#splˌɛnˈɛtku# | *#ʃplə̃njˈɛtk# | *#ʃplə̃njˈɛtk# | *#ʃplənjˈɛtk# | *#ʃplənjˈɛtk# {GOLD: #ʃpɾˈɛtkə#}
1071   | #spˈodium# | *#spˈɔdjʊ# | *#spˈod͡ʒju# | *#ʃpˈɔːz# | *#ʃpˈɔːz# | *#ʃpˈɔz# | *#ʃpˈɔz# {GOLD: #ʃpˈuzə#}
1072   | #spˈortɑ# | *#spˈɔrtɑ# | *#spˈortɑ# | *#ʃpˈɔːrtə# | *#ʃpˈɔːɾtə# | *#ʃpˈɔɾtə# | *#ʃpˈɔɾtə# {GOLD: #ʃpˈɔɾtə#}
1073   | #stˈɑbulum# | *#stˈɑbʊlˠʊ# | *#stˈɑbulˠu# | *#ʃtˈavulˠ# | *#ʃtˈavulˠ# | *#ʃtˈavulˠ# | *#ʃtˈavulˠ# {GOLD: #ʃtˈalˠə#}
1074   | #stˈɑmnum# | *#stˈɑmnʊ# | *#stˈɑmnu# | *#ʃtˈãːm# | *#ʃtˈəːm# | *#ʃtˈəm# | *#ʃtˈəm# {GOLD: #ʃtˈam#}
1075   | #stˈɑnkum# | *#stˈɑnkʊ# | *#stˈɑnku# | *#ʃtˈãːnɡ# | *#ʃtˈəːnɡ# | *#ʃtˈənɡ# | *#ʃtˈənɡ# {GOLD: #ʃtˈəŋɡ#}
1076   | #stˈɑːtiː# | *#stˈɑːtiː# | *#stˈɑti# | *#ʃtˈɛt# | *#ʃtˈɛt# | *#ʃtˈɛt# | *#ʃtˈɛt# {GOLD: #ʃtˈɛt#}
1077   | #stˈɑːtum# | *#stˈɑːtʊ# | *#stˈɑtu# | *#ʃtˈat# | *#ʃtˈat# | *#ʃtˈat# | *#ʃtˈat# {GOLD: #ʃtˈat#}
1078   | #stˌernˈɑːkum# | *#stˌɛrnˈɑːkʊ# | *#stˌɛrnˈɑku# | *#ʃtərnˈak# | *#ʃtərˈak# | *#ʃtərˈak# | *#ʃtərˈak# {GOLD: #ʃtrˈak#}
1079   | #strˈɑmbum# | *#strˈɑmbʊ# | *#strˈɑmbu# | *#ʃtrˈãːmb# | *#ʃtɾˈəːmb# | *#ʃtɾˈəmb# | *#ʃtɾˈəmb# {GOLD: #ʃtɾˈɛmb#}
1080   | #strˈɑːtum# | *#strˈɑːtʊ# | *#strˈɑtu# | *#ʃtrˈat# | *#ʃtɾˈat# | *#ʃtɾˈat# | *#ʃtɾˈat# {GOLD: #ʃtɾˈat#}
1081   | #stˌernˈonioː# | *#stˌɛrnˈɔɲoː# | *#stˌɛrnˈoɲø# | *#ʃtərnˈɔ̃ːɲ# | *#ʃtərˈɔ̃ːɲ# | *#ʃtərˈɔɲ# | *#ʃtərˈɔj# {GOLD: #ʃtɾˈɔj#}
1082   | #strˈiːɡɑm# | *#strˈiːɡɑ# | *#strˈiɡɑ# | *#ʃtrˈiɡə# | *#ʃtɾˈiɡə# | *#ʃtɾˈiɡə# | *#ʃtɾˈiɡə# {GOLD: #ʃtɾˈiɡə#}
1083   | #strˈinktum# | *#strˈɪnktʊ# | *#strˈeɲtu# | *#ʃtrˈɛ̃ːɲt# | *#ʃtɾˈɛ̃ːɲt# | *#ʃtɾˈɛɲt# | *#ʃtɾˈɛɲt# {GOLD: #ʃtɾˈɛɲt#}
1084   | #strˌinɡˈonioː# | *#strˌɪnɡˈɔɲoː# | *#strˌinɡˈoɲø# | *#ʃtrə̃nɡˈɔ̃ːɲ# | *#ʃtɾə̃nɡˈɔ̃ːɲ# | *#ʃtɾənɡˈɔɲ# | *#ʃtɾənɡˈɔj# {GOLD: #ʃtɾəŋɡˈɔj#}
1085   | #stˈuppɑ# | *#stˈʊppɑ# | *#stˈuppɑ# | *#ʃtˈupə# | *#ʃtˈupə# | *#ʃtˈupə# | *#ʃtˈupə# {GOLD: #ʃtˈupə#}
1086   | #stˌuppˈɑːnioː# | *#stˌʊppˈɒːɲoː# | *#stˌuppˈoɲø# | *#ʃtˌupˈɔ̃ːɲ# | *#ʃtˌupˈɔ̃ːɲ# | *#ʃtˌupˈɔɲ# | *#ʃtupˈɔj# {GOLD: #ʃtupˈɔj#}
1087   | #stˈurnum# | *#stˈʊrnʊ# | *#stˈurnu# | *#ʃtˈuːrn# | *#ʃtˈuːr# | *#ʃtˈur# | *#ʃtˈur# {GOLD: #ʃtˈuɾə#}
1088   | #stˈyːlɑ# | *#stˈiːlˠɑ# | *#stˈilˠɑ# | *#ʃtˈiːlˠə# | *#ʃtˈiːlˠə# | *#ʃtˈilˠə# | *#ʃtˈilˠə# {GOLD: #ʃtˈylˠə#}
1089   | #suˌɑːwˈiliɑ# | *#swˌɑːwˈɪʎɑ# | *#swˌɑˈiʎɑ# | *#ʃwˈiːʎə# | *#ʃwˈiːʎə# | *#ʃwˈijə# | *#ʃwˈijə# {GOLD: #ʃˈijə#}
1090   | #sˌubiˌuɡˈɑːnioː# | *#sˌʊbjˌʊɡˈɒːɲoː# | *#sˌubjˌuɡˈoɲø# | *#ʃˌuvjˌuɡˈɔ̃ːɲ# | *#ʃˌuvjˌuɡˈɔ̃ːɲ# | *#ʃˌuvjˌuɡˈɔɲ# | *#ʃuvjuɡˈɔj# {GOLD: #ʃˈua̯j#}
1091   | #sˌublˈɑːtɑ# | *#sˌʊblˈɑːtɑ# | *#sˌublˈɑtɑ# | *#ʃˌublˈatə# | *#ʃˌublˈatə# | *#ʃˌublˈatə# | *#ʃublˈatə# {GOLD: #ʃulˠˈatə#}
1092   | #sˌubmˌɑrˈiːtikɑ# | *#sˌʊbmˌɑrˈiːtɪkɑ# | *#sˌubmˌɑrˈitkɑ# | *#ʃˌubmˌurˈitkə# | *#ʃˌubmˌuɾˈitkə# | *#ʃˌubmˌuɾˈitkə# | *#ʃubmuɾˈitkə# {GOLD: #ʃɛmˈəɾkə#}
1093   | #sˌubrˌɑwkˈɑːnioː# | *#sˌʊbrˌɑwkˈɒːɲoː# | *#sˌubrˌɑwkˈoɲø# | *#ʃˌuvrˌəkˈɔ̃ːɲ# | *#ʃˌuvɾˌəkˈɔ̃ːɲ# | *#ʃˌuvɾəkˈɔɲ# | *#ʃuvɾəkˈɔj# {GOLD: #ʃuɾukˈɔj#}
1094   | #sˌubterrˌɑːnˈiːɑ# | *#sˌʊbtɛrːˌɑːnˈiːɑ# | *#sˌubtɛrːˌɑnˈiɑ# | *#ʃˌufturːˌãnˈiː# | *#ʃˌufturˌə̃ɾˈiː# | *#ʃˌufturəɾˈi# | *#ʃufturəɾˈi# {GOLD: #ʃutrˈi#}
1095   | #sˌufferˈiːnioː# | *#sˌʊffɛrˈiːɲoː# | *#sˌuffɛrˈiɲø# | *#ʃˌufurˈĩːɲ# | *#ʃˌufuɾˈĩːɲ# | *#ʃˌufuɾˈiɲ# | *#ʃufuɾˈij# {GOLD: #ʃfɾˈɛj#}
1096   | #sˈuktɑ# | *#sˈʊktɑ# | *#sˈuktɑ# | *#ʃˈuːftə# | *#ʃˈuːftə# | *#ʃˈuftə# | *#ʃˈuftə# {GOLD: #ʃˈujtə#}
1097   | #sˌuktˈɑːnioː# | *#sˌʊktˈɒːɲoː# | *#sˌuktˈoɲø# | *#ʃˌuftˈɔ̃ːɲ# | *#ʃˌuftˈɔ̃ːɲ# | *#ʃˌuftˈɔɲ# | *#ʃuftˈɔj# {GOLD: #ʃujtˈɔj#}
1098   | #sˈulpʰur# | *#sˈʊlfʊr# | *#sˈulfur# | *#ʃˈuːlfur# | *#ʃˈuːlfuɾ# | *#ʃˈulfuɾ# | *#ʃˈulfuɾ# {GOLD: #scˈufuɾ#}
1099   | #sˈummɑm# | *#sˈʊmmɑ# | *#sˈummɑ# | *#ʃˈũːmːə# | *#ʃˈũːmə# | *#ʃˈumə# | *#ʃˈumə# {GOLD: #ʃˈumə#}
1100   | #sˌuperkɑdˈɑːlem# | *#sˌʊpɛrkɑdˈɑːlɛ# | *#sˌupɛrkɑdˈɑlɛ# | *#ʃˌupərkəðˈaːl# | *#ʃˌupəɾkəðˈaːl# | *#ʃˌupəɾkəðˈal# | *#ʃupəɾkəðˈal# {GOLD: #ʃuɾcˈɛl#}
1101   | #sˌupsˌiːritˈɑːnioː# | *#sˌʊpsˌiːrɪtˈɒːɲoː# | *#sˌupsˌirtˈoɲø# | *#ʃˌupʃərtˈɔ̃ːɲ# | *#ʃˌupʃəɾtˈɔ̃ːɲ# | *#ʃˌupʃəɾtˈɔɲ# | *#ʃupʃəɾtˈɔj# {GOLD: #pʃɛɾətˈij#}
1102   | #sˌupsˈiːrium# | *#sˌʊpsˈiːrʊ# | *#sˌupsˈiru# | *#ʃˌupʃˈiːr# | *#ʃˌupʃˈiːɾ# | *#ʃˌupʃˈiɾ# | *#ʃupʃˈiɾ# {GOLD: #pʃˈiɾə#}
1103   | #sˈurdum# | *#sˈʊrdʊ# | *#sˈurdu# | *#ʃˈuːrð# | *#ʃˈuːɾð# | *#ʃˈuɾð# | *#ʃˈuɾð# {GOLD: #ʃˈuɾð#}
1104   | #sˌyːrˈinɡɑ# | *#sˌiːrˈɪnɡɑ# | *#sˌirˈenɡɑ# | *#ʃərˈɛ̃ːnɡə# | *#ʃəɾˈɛ̃ːnɡə# | *#ʃəɾˈɛnɡə# | *#ʃəɾˈɛnɡə# {GOLD: #ʃiɾˈiŋɡə#}
1105   | #tˌɑbˈellɑ# | *#tˌɑbˈɛlɑ# | *#tˌɑbˈɛlɑ# | *#tˌavjˈɛːlə# | *#tˌavjˈɛːlə# | *#tˌavjˈɛlə# | *#tavjˈɛlə# {GOLD: #tabˈɛlə#}
1106   | #tˈɑːktum# | *#tˈɑːktʊ# | *#tˈɑktu# | *#tˈaːft# | *#tˈaːft# | *#tˈaft# | *#tˈaft# {GOLD: #tˈaft#}
1107   | #tˌɑksitˈɑːnioː# | *#tˌɑsɪtˈɒːɲoː# | *#tˌɑstˈoɲø# | *#tˌaʃtˈɔ̃ːɲ# | *#tˌaʃtˈɔ̃ːɲ# | *#tˌaʃtˈɔɲ# | *#taʃtˈɔj# {GOLD: #tatˈɔj#}
1108   | #tˈɑːleɑ# | *#tˈɑːʎɑ# | *#tˈɑʎɑ# | *#tˈaːʎə# | *#tˈaːʎə# | *#tˈajə# | *#tˈajə# {GOLD: #tˈajə#}
1109   | #tˈɑliɑ# | *#tˈɑʎɑ# | *#tˈɑʎɑ# | *#tˈaːʎə# | *#tˈaːʎə# | *#tˈajə# | *#tˈajə# {GOLD: #tˈalə#}
1110   | #tˈɑppɑ# | *#tˈɑppɑ# | *#tˈɑppɑ# | *#tˈapə# | *#tˈapə# | *#tˈapə# | *#tˈapə# {GOLD: #tˈapə#}
1111   | #tˌɑwˈernɑm# | *#tˌɑwˈɛrnɑ# | *#tˌɑˈɛrnɑ# | *#tˌajˈɛːrnə# | *#tˌajˈɛːrə# | *#tˌajˈɛrə# | *#tajˈɛrə# {GOLD: #tavˈɛrə#}
1112   | #tˈɑwɾiː# | *#tˈɑwɾiː# | *#tˈɑwɾi# | *#tˈɛwɾ# | *#tˈɛwɾ# | *#tˈɛwɾ# | *#tˈɛwɾ# {GOLD: #tˈɛɾ#}
1113   | #tˈɑwɾum# | *#tˈɑwɾʊ# | *#tˈɑwɾu# | *#tˈaːɾ# | *#tˈaːɾ# | *#tˈaɾ# | *#tˈaɾ# {GOLD: #tˈaɾ#}
1114   | #tˈeɡminem# | *#tˈɛɡmɪnɛ# | *#tˈɛɡminɛ# | *#tˈiɡmĩ# | *#tˈiɡmĩ# | *#tˈiɡmi# | *#tˈiɡmi# {GOLD: #tˈiməɾ#}
1115   | #tˈeːɡulɑ# | *#tˈeːɡʊlˠɑ# | *#tˈeɡulˠɑ# | *#tˈɛɡulˠ# | *#tˈɛɡulˠ# | *#tˈɛɡulˠ# | *#tˈɛɡulˠ# {GOLD: #tjˈɛɡulˠ#}
1116   | #tˈempulɑ# | *#tˈɛmpʊlˠɑ# | *#tˈɛmpulˠɑ# | *#tjˈɛ̃ːmbulˠ# | *#tjˈɛ̃ːmbulˠ# | *#tjˈɛmbulˠ# | *#tjˈɛmbulˠ# {GOLD: #tˈəmpla#}
1117   | #tˈendɑ# | *#tˈɛndɑ# | *#tˈɛndɑ# | *#tjˈɛ̃ːndə# | *#tjˈɛ̃ːndə# | *#tjˈɛndə# | *#tjˈɛndə# {GOLD: #tˈəndə#}
1118   | #tˌerebˈellɑ# | *#tˌɛrɛbˈɛlɑ# | *#tˌɛrɛbˈɛlɑ# | *#tərəvjˈɛːlə# | *#təɾəvjˈɛːlə# | *#təɾəvjˈɛlə# | *#təɾəvjˈɛlə# {GOLD: #tuɾjˈɛlə#}
1119   | #tˌerebˈellɑ# | *#tˌɛrɛbˈɛlɑ# | *#tˌɛrɛbˈɛlɑ# | *#tərəvjˈɛːlə# | *#təɾəvjˈɛːlə# | *#təɾəvjˈɛlə# | *#təɾəvjˈɛlə# {GOLD: #tɾˈye̯lə#}
1120   | #tˈerminum# | *#tˈɛrmɪnʊ# | *#tˈɛrminu# | *#tˈiːrmĩ# | *#tˈiːɾmĩ# | *#tˈiɾmi# | *#tˈiɾmi# {GOLD: #cˈɛɾm#}
1121   | #tˌerrae̯mˈoːtum# | *#tˌɛrːɛmˈoːtʊ# | *#tˌɛrːɛmˈøtu# | *#tərːə̃mˈɛt# | *#tərə̃mˈɛt# | *#tərəmˈɛt# | *#tərəmˈɛt# {GOLD: #təɾmˈɛt#}
1122   | #tˌerrˈɑːtikum# | *#tˌɛrːˈɑːtɪkʊ# | *#tˌɛrːˈɑtku# | *#tərːˈatk# | *#tərˈatk# | *#tərˈatk# | *#tərˈatk# {GOLD: #tɾˈatk#}
1123   | #tˈestɑm# | *#tˈɛstɑ# | *#tˈɛstɑ# | *#tjˈɛːʃtə# | *#tjˈɛːʃtə# | *#tjˈɛʃtə# | *#tjˈɛʃtə# {GOLD: #tˈɛʃə#}
1124   | #tˌestimˌoːniˈɑːnioː# | *#tˌɛstɪmˌuɲˈɒːɲoː# | *#tˌɛstimˌuɲˈoɲø# | *#təʃtə̃mˌũɲˈɔ̃ːɲ# | *#təʃtə̃mˌũɲˈɔ̃ːɲ# | *#təʃtəmˌuɲˈɔɲ# | *#təʃtəmuɲˈɔj# {GOLD: #dəʃmˈɔj#}
1125   | #tˌiːmˈoːnem# | *#tˌiːmˈoːnɛ# | *#tˌimˈonɛ# | *#tə̃mˈuõ̯# | *#tə̃mˈuã̯# | *#təmˈua̯# | *#təmˈua̯# {GOLD: #timˈua̯#}
1126   | #tˌimˈoːrem# | *#tˌɪmˈoːrɛ# | *#tˌimˈørɛ# | *#tə̃mˈye̯r# | *#tə̃mˈye̯ɾ# | *#təmˈye̯ɾ# | *#təmˈye̯ɾ# {GOLD: #tmˈɛr#}
1127   | #tˈiːnɑ# | *#tˈiːnɑ# | *#tˈinɑ# | *#tˈĩːnə# | *#tˈĩːnə# | *#tˈinə# | *#tˈinə# {GOLD: #tˈinə#}
1128   | #tˈineɑ# | *#tˈɪɲɑ# | *#tˈeɲɑ# | *#tˈɛ̃ːɲə# | *#tˈɛ̃ːɲə# | *#tˈɛɲə# | *#tˈɛɲə# {GOLD: #tˈɛɲə#}
1129   | #tˈinkɑ# | *#tˈɪnkɑ# | *#tˈenkɑ# | *#tˈɛ̃ːnɡə# | *#tˈɛ̃ːnɡə# | *#tˈɛnɡə# | *#tˈɛnɡə# {GOLD: #tˈiŋɡə#}
1130   | #tˌinnˈunkulum# | *#tˌɪnːˈʊnkʊlˠʊ# | *#tˌinːˈunkulˠu# | *#tə̃nːˈũːnɡulˠ# | *#tə̃nˈũːnɡulˠ# | *#tənˈunɡulˠ# | *#tənˈunɡulˠ# {GOLD: #tˈiŋɡulˠ#}
1131   | #tˈitulum# | *#tˈɪtʊlˠʊ# | *#tˈetulˠu# | *#tˈɛtulˠ# | *#tˈɛtulˠ# | *#tˈɛtulˠ# | *#tˈɛtulˠ# {GOLD: #tˈitulˠ#}
1132   | #tˌokkˈɑːnioː# | *#tˌʊkkˈɒːɲoː# | *#tˌukkˈoɲø# | *#tˌukˈɔ̃ːɲ# | *#tˌukˈɔ̃ːɲ# | *#tˌukˈɔɲ# | *#tukˈɔj# {GOLD: #takˈɔj#}
1133   | #tˈorkulum# | *#tˈɔrkʊlˠʊ# | *#tˈorkulˠu# | *#tˈɔːrkulˠ# | *#tˈɔːɾkulˠ# | *#tˈɔɾkulˠ# | *#tˈɔɾkulˠ# {GOLD: #tˈɔɾkulˠ#}
1134   | #tˈornum# | *#tˈɔrnʊ# | *#tˈornu# | *#tˈɔːrn# | *#tˈɔːr# | *#tˈɔr# | *#tˈɔr# {GOLD: #tˈɔrə#}
1135   | #tˈortɑ# | *#tˈɔrtɑ# | *#tˈortɑ# | *#tˈɔːrtə# | *#tˈɔːɾtə# | *#tˈɔɾtə# | *#tˈɔɾtə# {GOLD: #tˈɔɾtə#}
1136   | #trˈɑbezɑ# | *#trˈɑbɛzɑ# | *#trˈɑbɛzɑ# | *#trˈɛvɛzə# | *#tɾˈɛvɛzə# | *#tɾˈɛvɛzə# | *#tɾˈɛvɛzə# {GOLD: #tɾˈye̯zə#}
1137   | #trˈɑbem# | *#trˈɑbɛ# | *#trˈɑbɛ# | *#trˈɛv# | *#tɾˈɛv# | *#tɾˈɛv# | *#tɾˈɛv# {GOLD: #tɾˈa#}
1138   | #trˌɑːdˈonioː# | *#trˌɑːdˈɔɲoː# | *#trˌɑdˈoɲø# | *#trˌaðˈɔ̃ːɲ# | *#tɾˌaðˈɔ̃ːɲ# | *#tɾˌaðˈɔɲ# | *#tɾaðˈɔj# {GOLD: #tɾˈua̯j#}
1139   | #trˌɑiˌektˈoːrium# | *#trˌɑjˌɛktˈɒːrʊ# | *#trˌɑjˌɛjtˈoru# | *#trˌajtˈuo̯r# | *#tɾˌajtˈua̯ɾ# | *#tɾˌajtˈua̯ɾ# | *#tɾajtˈua̯ɾ# {GOLD: #taftˈaɾ#}
1140   | #trˌɑktˈɑːnioː# | *#trˌɑktˈɒːɲoː# | *#trˌɑktˈoɲø# | *#trˌaftˈɔ̃ːɲ# | *#tɾˌaftˈɔ̃ːɲ# | *#tɾˌaftˈɔɲ# | *#tɾaftˈɔj# {GOLD: #tɾajtˈɔj#}
1141   | #trˈɑktɑ# | *#trˈɑktɑ# | *#trˈɑktɑ# | *#trˈaːftə# | *#tɾˈaːftə# | *#tɾˈaftə# | *#tɾˈaftə# {GOLD: #tɾˈajtə#}
1142   | #trˈɑktum# | *#trˈɑktʊ# | *#trˈɑktu# | *#trˈaːft# | *#tɾˈaːft# | *#tɾˈaft# | *#tɾˈaft# {GOLD: #tɾˈajt#}
1143   | #trˌɑːnsflˈɑːnioː# | *#trˌɑːnsflˈɒːɲoː# | *#trˌɑsflˈoɲø# | *#trˌaʃflˈɔ̃ːɲ# | *#tɾˌaʃflˈɔ̃ːɲ# | *#tɾˌaʃflˈɔɲ# | *#tɾaʃflˈɔj# {GOLD: #tuɾfulˠˈɔj#}
1144   | #trˌɑːnsˌiɡˈonioː# | *#trˌɑːnsˌɪɡˈɔɲoː# | *#trˌɑsˌiɡˈoɲø# | *#trˌaʃəɡˈɔ̃ːɲ# | *#tɾˌaʃəɡˈɔ̃ːɲ# | *#tɾˌaʃəɡˈɔɲ# | *#tɾaʃəɡˈɔj# {GOLD: #tɾaʃəɡˈɔj#}
1145   | #trˈiːbulum# | *#trˈiːbʊlˠʊ# | *#trˈibulˠu# | *#trˈivulˠ# | *#tɾˈivulˠ# | *#tɾˈivulˠ# | *#tɾˈivulˠ# {GOLD: #tɾˈua̯lˠ#}
