etID  | Classical Proto-Albanian | Middle Proto-Albanian | Middle Proto-Albanian II | Late Proto-Albanian | Proto-Tosk | Old Northern Tosk Albanian | Output {GOLD}
936    | #rˌeniːdˈeːnioː# | *#rːˌɛniːdˈɶːɲoː# | *#rːˌɛndˈeɲø# | *#rːə̃ndˈɛ̃ːɲ# | *#rə̃ndˈɛ̃ːɲ# | *#rəndˈɛɲ# | *#rəndˈɛj# {GOLD: #rəɲɟˈɛj#}
937    | #rˌenˌowˈɑːnioː# | *#rːˌɛnˌʊwˈɒːɲoː# | *#rːˌɛnˈuoɲø# | *#rːə̃nˈũːɲ# | *#rə̃ɾˈũːɲ# | *#rəɾˈuɲ# | *#rəɾˈuɲ# {GOLD: #aɾnˈɔj#}
938    | #rˌeːsˈiːnɑ# | *#rːˌeːsˈiːnɑ# | *#rːˌesˈinɑ# | *#rːəʃˈĩːnə# | *#rəʃˈĩːnə# | *#rəʃˈinə# | *#rəʃˈinə# {GOLD: #rəʃˈiɾə#}
939    | #rˌesˌurɡˈonioː# | *#rːˌɛsˌʊrɡˈɔɲoː# | *#rːˌɛsˌurɡˈoɲø# | *#rːəʃˌurɡˈɔ̃ːɲ# | *#rəʃˌuɾɡˈɔ̃ːɲ# | *#rəʃˌuɾɡˈɔɲ# | *#rəʃuɾɡˈɔj# {GOLD: #riʒɡˈɔj#}
940    | #rˈeːte# | *#rːˈeːtɛ# | *#rːˈetɛ# | *#rːˈit# | *#rˈit# | *#rˈit# | *#rˈit# {GOLD: #rjˈɛtə#}
941    | #rˈeːstem# | *#rːˈeːstɛ# | *#rːˈestɛ# | *#rːˈiːʃt# | *#rˈiːʃt# | *#rˈiʃt# | *#rˈiʃt# {GOLD: #rjˈɛʃt#}
942    | #rˈeːtinɑ# | *#rːˈeːtɪnɑ# | *#rːˈetinɑ# | *#rːˈitĩnə# | *#rˈitĩnə# | *#rˈitinə# | *#rˈitinə# {GOLD: #rˈɛtəɾ#}
943    | #rˌiɡˈɑːnioː# | *#rːˌɪɡˈɒːɲoː# | *#rːˌiɡˈoɲø# | *#rːəɡˈɔ̃ːɲ# | *#rəɡˈɔ̃ːɲ# | *#rəɡˈɔɲ# | *#rəɡˈɔj# {GOLD: #ɾiɡˈɔj#}
944    | #rˈikinum# | *#rːˈɪkɪnʊ# | *#rːˈekinu# | *#rːˈicĩ# | *#rˈicĩ# | *#rˈici# | *#rˈici# {GOLD: #rˈicəɾ#}
945    | #rˌiːmˈɑːnioː# | *#rːˌiːmˈɒːɲoː# | *#rːˌimˈoɲø# | *#rːə̃mˈɔ̃ːɲ# | *#rə̃mˈɔ̃ːɲ# | *#rəmˈɔɲ# | *#rəmˈɔj# {GOLD: #ɾəmˈɔj#}
946    | #rˈiːpɑ# | *#rːˈiːpɑ# | *#rːˈipɑ# | *#rːˈipə# | *#rˈipə# | *#rˈipə# | *#rˈipə# {GOLD: #rˈipə#}
947    | #rˈoːbur# | *#rːˈoːbʊr# | *#rːˈøbur# | *#rːˈye̯vur# | *#rˈye̯vuɾ# | *#rˈye̯vuɾ# | *#rˈye̯vuɾ# {GOLD: #rˈɔbulˠ#}
948    | #rˈokkɑ# | *#rːˈɔkkɑ# | *#rːˈokkɑ# | *#rːˈɔkə# | *#rˈɔkə# | *#rˈɔkə# | *#rˈɔkə# {GOLD: #rˈɔkə#}
949    | #rˌoːmˈɑːnum# | *#rːˌɒːmˈɑːnʊ# | *#rːˌomˈɑnu# | *#rːˌɔ̃mˈãː# | *#rˌɔ̃mˈəː# | *#rˌɔmˈə# | *#rɔmˈə# {GOLD: #ɾˈəməɾ#}
950    | #rˈombum# | *#rːˈʊmbʊ# | *#rːˈumbu# | *#rːˈũːmb# | *#rˈũːmb# | *#rˈumb# | *#rˈumb# {GOLD: #rˈumb#}
951    | #rˈombulum# | *#rːˈʊmbʊlˠʊ# | *#rːˈumbulˠu# | *#rːˈũːmbulˠ# | *#rˈũːmbulˠ# | *#rˈumbulˠ# | *#rˈumbulˠ# {GOLD: #rˈumbulˠ#}
952    | #rˌompʰˈae̯ɑ# | *#rːˌʊmfˈɛɑ# | *#rːˌumfˈɛɑ# | *#rːˌũmfjˈɛː# | *#rˌũmfjˈɛː# | *#rˌumfjˈɛ# | *#rumfjˈɛ# {GOLD: #rufˈɛ#}
953    | #rˌoːsˈɑːliɑ# | *#rːˌɒːsˈɑːʎɑ# | *#rːˌosˈɑʎɑ# | *#rːˌuʃˈaːʎə# | *#rˌuʃˈaːʎə# | *#rˌuʃˈajə# | *#ruʃˈajə# {GOLD: #rəʃˈajə#}
954    | #rˌoːsupˈoːne# | *#rːˌɒːsʊpˈoːnɛ# | *#rːˌospˈonɛ# | *#rːˌɔʃpˈuõ̯# | *#rˌɔʃpˈuã̯# | *#rˌɔʃpˈua̯# | *#rɔʃpˈua̯# {GOLD: #rɔʃpˈɔɲə#}
955    | #rˈotɑ# | *#rːˈɔtɑ# | *#rːˈotɑ# | *#rːˈɔtə# | *#rˈɔtə# | *#rˈɔtə# | *#rˈɔtə# {GOLD: #rˈɔtə#}
956    | #rˈotulum# | *#rːˈɔtʊlˠʊ# | *#rːˈotulˠu# | *#rːˈɔtulˠ# | *#rˈɔtulˠ# | *#rˈɔtulˠ# | *#rˈɔtulˠ# {GOLD: #rˈɔtulˠ#}
957    | #rˌotˈundɑ# | *#rːˌɒtˈʊndɑ# | *#rːˌotˈundɑ# | *#rːˌɔtˈũːndə# | *#rˌɔtˈũːndə# | *#rˌɔtˈundə# | *#rɔtˈundə# {GOLD: #uɾtˈundə#}
958    | #rˌuinˈɑːnioː# | *#rːˌʊɪɲˈɒːɲoː# | *#rːˌuiɲˈoɲø# | *#rːˌũːɲˈɔ̃ːɲ# | *#rˌũːɲˈɔ̃ːɲ# | *#rˌuɲˈɔɲ# | *#ruɲˈɔj# {GOLD: #rənˈɔj#}
959    | #rˌunkˈɑːnioː# | *#rːˌʊnkˈɒːɲoː# | *#rːˌunkˈoɲø# | *#rːˌũnɡˈɔ̃ːɲ# | *#rˌũnɡˈɔ̃ːɲ# | *#rˌunɡˈɔɲ# | *#runɡˈɔj# {GOLD: #ɾuŋɡˈɔj#}
960    | #rˈubiɑ# | *#rːˈʊbjɑ# | *#rːˈubjɑ# | *#rːˈuvɛ# | *#rˈuvɛ# | *#rˈuvɛ# | *#rˈuvɛ# {GOLD: #rˈɔjbə#}
961    | #rˈude# | *#rːˈʊdɛ# | *#rːˈudɛ# | *#rːˈuð# | *#rˈuð# | *#rˈuð# | *#rˈuð# {GOLD: #rˈuðə#}
962    | #rˈuːɡɑm# | *#rːˈuːɡɑ# | *#rːˈyɡɑ# | *#rːˈyɡə# | *#rˈyɡə# | *#rˈyɡə# | *#rˈyɡə# {GOLD: #rˈuɡə#}
963    | #rˌumpˈonioː# | *#rːˌʊmpˈɔɲoː# | *#rːˌumpˈoɲø# | *#rːˌũmbˈɔ̃ːɲ# | *#rˌũmbˈɔ̃ːɲ# | *#rˌumbˈɔɲ# | *#rumbˈɔj# {GOLD: #rəmbˈɛj#}
964    | #rˈuːskulum# | *#rːˈuːskʊlˠʊ# | *#rːˈyskulˠu# | *#rːˈyːʃkulˠ# | *#rˈyːʃkulˠ# | *#rˈyʃkulˠ# | *#rˈyʃkulˠ# {GOLD: #rˈuʃkulˠ#}
965    | #rˈuːtɑ# | *#rːˈuːtɑ# | *#rːˈytɑ# | *#rːˈytə# | *#rˈytə# | *#rˈytə# | *#rˈytə# {GOLD: #ɾˈytə#}
966    | #sˌɑbˈurrum# | *#sˌɑbˈʊrːʊ# | *#sˌɑbˈurːu# | *#ʃˌavˈuːrː# | *#ʃˌavˈuːr# | *#ʃˌavˈur# | *#ʃavˈur# {GOLD: #ʒˈuɾ#}
967    | #sˈae̯kulum# | *#sˈɛkʊlˠʊ# | *#sˈɛkulˠu# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# {GOLD: #ʃˈɛkulˠ#}
968    | #sˌɑɡˈittɑm# | *#sˌɑɡˈɪttɑ# | *#sˌɑɡˈettɑ# | *#ʃˌaɟˈɛtə# | *#ʃˌaɟˈɛtə# | *#ʃˌaɟˈɛtə# | *#ʃaɟˈɛtə# {GOLD: #ʃiɟˈɛtə#}
969    | #sˌɑɡittˈɑːnioː# | *#sˌɑɡɪttˈɒːɲoː# | *#sˌɑjittˈoɲø# | *#ʃˌajətˈɔ̃ːɲ# | *#ʃˌajətˈɔ̃ːɲ# | *#ʃˌajətˈɔɲ# | *#ʃajətˈɔj# {GOLD: #ʃitˈɔj#}
970    | #sˌɑɡittˈɑːnioː# | *#sˌɑɡɪttˈɒːɲoː# | *#sˌɑjittˈoɲø# | *#ʃˌajətˈɔ̃ːɲ# | *#ʃˌajətˈɔ̃ːɲ# | *#ʃˌajətˈɔɲ# | *#ʃajətˈɔj# {GOLD: #ʃajtˈɔj#}
971    | #sˌɑɡittˈɑːrium# | *#sˌɑɡɪttˈɒːrʊ# | *#sˌɑjittˈoru# | *#ʃˌajətˈuo̯r# | *#ʃˌajətˈua̯ɾ# | *#ʃˌajətˈua̯ɾ# | *#ʃajətˈua̯ɾ# {GOLD: #ʃiɟɛtˈaɾ#}
972    | #sˈɑɡum# | *#sˈɑɡʊ# | *#sˈɑɡu# | *#ʃˈaɡ# | *#ʃˈaɡ# | *#ʃˈaɡ# | *#ʃˈaɡ# {GOLD: #ʃˈaɡ#}
973    | #sˈɑkkulum# | *#sˈɑkkʊlˠʊ# | *#sˈɑkkulˠu# | *#ʃˈakulˠ# | *#ʃˈakulˠ# | *#ʃˈakulˠ# | *#ʃˈakulˠ# {GOLD: #ʃˈakulˠ#}
974    | #sˌɑkrˈɑːnioː# | *#sˌɑkrˈɒːɲoː# | *#sˌɑkrˈoɲø# | *#ʃˌakrˈɔ̃ːɲ# | *#ʃˌakɾˈɔ̃ːɲ# | *#ʃˌakɾˈɔɲ# | *#ʃakɾˈɔj# {GOLD: #ʃəkɾˈɔj#}
975    | #sˈɑlikɑ# | *#sˈɑlɪkɑ# | *#sˈɑlikɑ# | *#ʃˈaːlikə# | *#ʃˈaːlikə# | *#ʃˈalikə# | *#ʃˈalikə# {GOLD: #ʃˈɛlcɛ#}
976    | #sˈɑlikem# | *#sˈɑlɪkɛ# | *#sˈɑlikɛ# | *#ʃˈaːlic# | *#ʃˈaːlic# | *#ʃˈalic# | *#ʃˈalic# {GOLD: #ʃˈɛlɡ#}
977    | #sˌɑlikˈeːtum# | *#sˌɑlɪkˈeːtʊ# | *#sˌɑlikˈetu# | *#ʃəlcˈɛt# | *#ʃəlcˈɛt# | *#ʃəlcˈɛt# | *#ʃəlcˈɛt# {GOLD: #ʃɛlcˈɛt#}
978    | #sˌɑlˈiːnɑ# | *#sˌɑlˈiːnɑ# | *#sˌɑlˈinɑ# | *#ʃəlˈĩːnə# | *#ʃəlˈĩːnə# | *#ʃəlˈinə# | *#ʃəlˈinə# {GOLD: #ʃəlˠˈiɾə#}
979    | #sˌɑlˈiːnioː# | *#sˌɑlˈiːɲoː# | *#sˌɑlˈiɲø# | *#ʃəlˈĩːɲ# | *#ʃəlˈĩːɲ# | *#ʃəlˈiɲ# | *#ʃəlˈij# {GOLD: #ʃəlˠˈij#}
980    | #sˌɑlwˈɑːnioː# | *#sˌɑlβˈɒːɲoː# | *#sˌɑlβˈoɲø# | *#ʃˌalbˈɔ̃ːɲ# | *#ʃˌalbˈɔ̃ːɲ# | *#ʃˌalbˈɔɲ# | *#ʃalbˈɔj# {GOLD: #ʃəlbˈɔj#}
981    | #sˌɑlwˈɑːntiɑ# | *#sˌɑlβˈɑːntjɑ# | *#sˌɑlβˈɑt͡ʃjɑ# | *#ʃˌalbˈaːsə# | *#ʃˌalbˈaːsə# | *#ʃˌalbˈasə# | *#ʃalbˈasə# {GOLD: #ʃəlbˈɛsə#}
982    | #sˌɑlwiˈellɑ# | *#sˌɑlβjˈɛlɑ# | *#sˌɑlβjˈɛlɑ# | *#ʃəlbjˈɛːlə# | *#ʃəlbjˈɛːlə# | *#ʃəlbjˈɛlə# | *#ʃəlbjˈɛlə# {GOLD: #ʃɛɾbˈɛlə#}
983    | #sˌɑːnˈɑːnioː# | *#sˌɑːnˈɒːɲoː# | *#sˌɑnˈoɲø# | *#ʃˌãnˈɔ̃ːɲ# | *#ʃˌə̃ɾˈɔ̃ːɲ# | *#ʃəɾˈɔɲ# | *#ʃəɾˈɔj# {GOLD: #ʃəɾˈɔj#}
984    | #sˌɑːnitˈɑːtem# | *#sˌɑːnɪtˈɑːtɛ# | *#sˌɑntˈɑtɛ# | *#ʃˌãndˈɛt# | *#ʃˌə̃ndˈɛt# | *#ʃəndˈɛt# | *#ʃəndˈɛt# {GOLD: #ʃəndˈɛt#}
985    | #sˌɑːnitˈoːsum# | *#sˌɑːnɪtˈoːsʊ# | *#sˌɑntˈøsu# | *#ʃˌãndˈɛːʃ# | *#ʃˌə̃ndˈɛːʃ# | *#ʃəndˈɛʃ# | *#ʃəndˈɛʃ# {GOLD: #ʃəndˈɔʃə#}
986    | #sˌɑnɡuiniˈɑːtɑ# | *#sˌɑnɡwɪɲˈɑːtɑ# | *#sˌɑnɡwiɲˈɑtɑ# | *#ʃˌãnɡə̃ɲˈatə# | *#ʃˌə̃nɡə̃ɲˈatə# | *#ʃənɡəɲˈatə# | *#ʃənɡəɲˈatə# {GOLD: #ʃəɲɟˈɛtə#}
987    | #sˌɑnɡuisˈunɡiɑ# | *#sˌɑnɡwɪsˈʊɲjɑ# | *#sˌɑnɡwisˈuɲjɑ# | *#ʃˌãnɡəʃˈũːɲə# | *#ʃˌə̃nɡəʃˈũːɲə# | *#ʃənɡəʃˈuɲə# | *#ʃənɡəʃˈuɲə# {GOLD: #ʃuʃˈuɲə#}
988    | #sˌɑnktɑmtrˌiːnitˈɑːtem# | *#sˌɑnktɑmtrˌiːnɪtˈɑːtɛ# | *#sˌɑɲtɑmtrˌintˈɑtɛ# | *#ʃˌãɲtə̃mtrə̃ndˈɛt# | *#ʃˌə̃ɲtə̃mtɾə̃ndˈɛt# | *#ʃəɲtəmtɾəndˈɛt# | *#ʃəɲtəmtɾəndˈɛt# {GOLD: #ʃəndəɾtˈat#}
989    | #sˈɑːnktum# | *#sˈɑːnktʊ# | *#sˈɑɲtu# | *#ʃˈãːɲt# | *#ʃˈəːɲt# | *#ʃˈəɲt# | *#ʃˈəɲt# {GOLD: #ʃˈɛɲtə#}
990    | #sˌɑːnktumixɑˈeːlem# | *#sˌɑːnktʊmɪxɑˈeːlɛ# | *#sˌɑɲtumixɑˈelɛ# | *#ʃˌãɲtə̃məxˈiːl# | *#ʃˌə̃ɲtə̃məhˈiːl# | *#ʃəɲtəməhˈil# | *#ʃəɲtəməhˈil# {GOLD: #ʃəməhˈilˠ#}
991    | #sˌɑːnktuɑndrˈeːɑːn# | *#sˌɑːnktwɑndrˈeːɑː# | *#sˌɑɲtwɑndrˈeɑ# | *#ʃˌãɲtwə̃ndrˈɛː# | *#ʃˌə̃ɲtwə̃ndɾˈɛː# | *#ʃəɲtwəndɾˈɛ# | *#ʃəɲtwəndɾˈɛ# {GOLD: #ʃənəndɾˈɛ#}
992    | #sˌɑːnktuiˈɑkoːbon# | *#sˌɑːnktwjˈɑkoːbɔ# | *#sˌɑɲtwjˈɑkøbo# | *#ʃˌãɲtwˈacɛv# | *#ʃˌə̃ɲtwˈacɛv# | *#ʃəɲtwˈacɛv# | *#ʃəɲtwˈacɛv# {GOLD: #ʃijˈak#}
993    | #kˌɑlikesˈɑːnktum# | *#kˌɑlɪkɛsˈɑːnktʊ# | *#kˌɑliksˈɑɲtu# | *#kˌaləfʃˈãːɲt# | *#kˌaləfʃˈəːɲt# | *#kˌaləfʃˈəɲt# | *#kaləfʃˈəɲt# {GOLD: #kəlʃˈɛɲt#}
994    | #sˌɑːnktudiːmˈiːtrium# | *#sˌɑːnktʊdiːmˈiːtrjʊ# | *#sˌɑɲtudimˈitrju# | *#ʃˌãɲtəðə̃mˈitrj# | *#ʃˌə̃ɲtəðə̃mˈitɾj# | *#ʃəɲtəðəmˈitɾj# | *#ʃəɲtəðəmˈitɾj# {GOLD: #ʃəmˈitəɾ#}
995    | #sˌɑːnktunikˈolɑːon# | *#sˌɑːnktʊnɪkˈɔlˠɑːɔ# | *#sˌɑɲtunkˈolˠɑo# | *#ʃˌãɲtə̃nɡˈɔːlˠə# | *#ʃˌə̃ɲtə̃nɡˈɔːlˠə# | *#ʃəɲtənɡˈɔlˠə# | *#ʃəɲtənɡˈɔlˠə# {GOLD: #ʃənkˈolˠ#}
996    | #sˌɑppˈɑːnioː# | *#sˌɑppˈɒːɲoː# | *#sˌɑppˈoɲø# | *#ʃˌapˈɔ̃ːɲ# | *#ʃˌapˈɔ̃ːɲ# | *#ʃˌapˈɔɲ# | *#ʃapˈɔj# {GOLD: #ʃapˈɔj#}
997    | #sˈɑpum# | *#sˈɑpʊ# | *#sˈɑpu# | *#ʃˈap# | *#ʃˈap# | *#ʃˈap# | *#ʃˈap# {GOLD: #ʃˈap#}
998    | #sˈɑrikɑm# | *#sˈɑrɪkɑ# | *#sˈɑrkɑ# | *#ʃˈaːrkə# | *#ʃˈaːɾkə# | *#ʃˈaɾkə# | *#ʃˈaɾkə# {GOLD: #ʃˈaɾkə#}
999    | #sˌɑrkinˈɑːrium# | *#sˌɑrkɪnˈɒːrʊ# | *#sˌɑrkinˈoru# | *#ʃərkə̃nˈuo̯r# | *#ʃəɾkə̃ɾˈua̯ɾ# | *#ʃəɾkəɾˈua̯ɾ# | *#ʃəɾkəɾˈua̯ɾ# {GOLD: #ʃɛlcəɾˈua̯ɾ#}
1000   | #sˌɑrmˈentum# | *#sˌɑrmˈɛntʊ# | *#sˌɑrmˈɛntu# | *#ʃərmjˈɛ̃ːnd# | *#ʃəɾmjˈɛ̃ːnd# | *#ʃəɾmjˈɛnd# | *#ʃəɾmjˈɛnd# {GOLD: #ʃəɾmˈɛnd#}
1001   | #sˌɑtˈurniː# | *#sˌɑtˈʊrniː# | *#sˌɑtˈurni# | *#ʃˌatˈuːrn# | *#ʃˌatˈuːr# | *#ʃˌatˈur# | *#ʃatˈur# {GOLD: #ʃtˈunə#}
1002   | #sˌekrˈeːtum# | *#sˌɛkrˈeːtʊ# | *#sˌɛkrˈetu# | *#ʃəkrˈɛt# | *#ʃəkɾˈɛt# | *#ʃəkɾˈɛt# | *#ʃəkɾˈɛt# {GOLD: #ʃkɾˈɛt#}
1003   | #sˈektɑ# | *#sˈɛktɑ# | *#sˈɛjtɑ# | *#ʃˈɛjtə# | *#ʃˈɛjtə# | *#ʃˈɛjtə# | *#ʃˈɛjtə# {GOLD: #ʃˈatə#}
1004   | #sˈektum# | *#sˈɛktʊ# | *#sˈɛjtu# | *#ʃˈɛjt# | *#ʃˈɛjt# | *#ʃˈɛjt# | *#ʃˈɛjt# {GOLD: #ʃˈat#}
1005   | #sˌekwˈɑːnioː# | *#sˌɛkwˈɒːɲoː# | *#sˌɛkwˈoɲø# | *#ʃəkˈɔ̃ːɲ# | *#ʃəkˈɔ̃ːɲ# | *#ʃəkˈɔɲ# | *#ʃəkˈɔj# {GOLD: #ʃikˈɔj#}
1006   | #sˈellɑ# | *#sˈɛlɑ# | *#sˈɛlɑ# | *#ʃˈɛːlə# | *#ʃˈɛːlə# | *#ʃˈɛlə# | *#ʃˈɛlə# {GOLD: #ʃˈalə#}
1007   | #sˈensɑ# | *#sˈɛnsɑ# | *#sˈɛsɑ# | *#ʃˈɛːʃə# | *#ʃˈɛːʃə# | *#ʃˈɛʃə# | *#ʃˈɛʃə# {GOLD: #ʃˈisə#}
1008   | #sˈerrɑ# | *#sˈɛrːɑ# | *#sˈɛrːɑ# | *#ʃˈɛːrːə# | *#ʃˈɛːrə# | *#ʃˈɛrə# | *#ʃˈɛrə# {GOLD: #ʃˈarə#}
1009   | #sˌertˈɑːnioː# | *#sˌɛrtˈɒːɲoː# | *#sˌɛrtˈoɲø# | *#ʃərtˈɔ̃ːɲ# | *#ʃəɾtˈɔ̃ːɲ# | *#ʃəɾtˈɔɲ# | *#ʃəɾtˈɔj# {GOLD: #ʃaɾtˈɔj#}
1010   | #sˌerwˈiːnioː# | *#sˌɛrβˈiːɲoː# | *#sˌɛrβˈiɲø# | *#ʃərbˈĩːɲ# | *#ʃəɾbˈĩːɲ# | *#ʃəɾbˈiɲ# | *#ʃəɾbˈij# {GOLD: #ʃəɾbˈɛj#}
1011   | #sˌerwˈitium# | *#sˌɛrβˈɪtjʊ# | *#sˌɛrβˈet͡ʃju# | *#ʃərbˈɛːs# | *#ʃəɾbˈɛːs# | *#ʃəɾbˈɛs# | *#ʃəɾbˈɛs# {GOLD: #ʃəɾbˈɛs#}
1012   | #sˌerwiːtˈoːrem# | *#sˌɛrβiːtˈoːrɛ# | *#sˌɛrβitˈorɛ# | *#ʃərbətˈuo̯r# | *#ʃəɾbətˈua̯ɾ# | *#ʃəɾbətˈua̯ɾ# | *#ʃəɾbətˈua̯ɾ# {GOLD: #ʃəɾbətˈɔɾ#}
1013   | #sˌerwiːtˈuːrɑm# | *#sˌɛrβiːtˈuːrɑ# | *#sˌɛrβitˈyrɑ# | *#ʃərbətˈyːrə# | *#ʃəɾbətˈyːɾə# | *#ʃəɾbətˈyɾə# | *#ʃəɾbətˈyɾə# {GOLD: #ʃəɾbətˈyɾə#}
1014   | #sˈessum# | *#sˈɛssʊ# | *#sˈɛssu# | *#ʃˈɛːʃ# | *#ʃˈɛːʃ# | *#ʃˈɛʃ# | *#ʃˈɛʃ# {GOLD: #ʃˈɛʃ#}
1015   | #sˌiɡnˈɑːnioː# | *#sˌɪŋnˈɒːɲoː# | *#sˌiŋnˈoɲø# | *#ʃə̃nːˈɔ̃ːɲ# | *#ʃə̃nˈɔ̃ːɲ# | *#ʃənˈɔɲ# | *#ʃənˈɔj# {GOLD: #ʃənˈɔj#}
1016   | #sˈiɡnum# | *#sˈɪŋnʊ# | *#sˈeŋnu# | *#ʃˈɛ̃ːŋ# | *#ʃˈɛ̃ːŋ# | *#ʃˈɛŋ# | *#ʃˈɛŋ# {GOLD: #ʃˈɛɲə#}
1017   | #sˈiɡnum# | *#sˈɪŋnʊ# | *#sˈeŋnu# | *#ʃˈɛ̃ːŋ# | *#ʃˈɛ̃ːŋ# | *#ʃˈɛŋ# | *#ʃˈɛŋ# {GOLD: #ʃˈɛŋ#}
1018   | #sˈiːk# | *#sˈiːk# | *#sˈik# | *#ʃˈik# | *#ʃˈik# | *#ʃˈik# | *#ʃˈik# {GOLD: #ʃˈi#}
1019   | #sˈiklɑ# | *#sˈɪklɑ# | *#sˈeklɑ# | *#ʃˈɛkʎə# | *#ʃˈɛkʎə# | *#ʃˈɛcə# | *#ʃˈɛcə# {GOLD: #ʃˈɛcə#}
1020   | #sˈikulɑ# | *#sˈɪkʊlˠɑ# | *#sˈekulˠɑ# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# {GOLD: #ʃˈikəlˠ#}
1021   | #sˌimilˈɑːnioː# | *#sˌɪmɪlˠˈɒːɲoː# | *#sˌimilˠˈoɲø# | *#ʃə̃məlˠˈɔ̃ːɲ# | *#ʃə̃mbəlˠˈɔ̃ːɲ# | *#ʃəmbəlˠˈɔɲ# | *#ʃəmbəlˠˈɔj# {GOLD: #ʃəmbəlˠˈɛj#}
1022   | #sˌimilɑtˈuːrɑ# | *#sˌɪmɪlˠɑtˈuːrɑ# | *#sˌimilˠɑtˈyrɑ# | *#ʃə̃məlˠətˈyːrə# | *#ʃə̃mbəlˠətˈyːɾə# | *#ʃəmbəlˠətˈyɾə# | *#ʃəmbəlˠətˈyɾə# {GOLD: #ʃəmbəlˠtˈyɾə#}
1023   | #sˈiːnum# | *#sˈiːnʊ# | *#sˈinu# | *#ʃˈĩː# | *#ʃˈĩː# | *#ʃˈi# | *#ʃˈi# {GOLD: #ʃˈi#}
1024   | #sˈirpe# | *#sˈɪrpɛ# | *#sˈerpɛ# | *#ʃˈiːrp# | *#ʃˈiːɾp# | *#ʃˈiɾp# | *#ʃˈiɾp# {GOLD: #ʃˈɛɾp#}
1025   | #sˈitɑ# | *#sˈɪtɑ# | *#sˈetɑ# | *#ʃˈɛtə# | *#ʃˈɛtə# | *#ʃˈɛtə# | *#ʃˈɛtə# {GOLD: #ʃˈitə#}
1026   | #skˈɑbiem# | *#skˈɑbjɛ# | *#skˈɑbjɛ# | *#zɟˈɛvj# | *#zɟˈɛvj# | *#zɟˈɛvj# | *#zɟˈɛvj# {GOLD: #zɟˈɛbɛ#}
1027   | #skˈɑːlɑː# | *#skˈɑːlˠɑː# | *#skˈɑlˠɑ# | *#ʃkˈaːlˠə# | *#ʃkˈaːlˠə# | *#ʃkˈalˠə# | *#ʃkˈalˠə# {GOLD: #ʃkˈalə#}
1028   | #skˈɑmnum# | *#skˈɑmnʊ# | *#skˈɑmnu# | *#ʃkˈãːm# | *#ʃkˈəːm# | *#ʃkˈəm# | *#ʃkˈəm# {GOLD: #ʃkˈəmb#}
1029   | #skˌɑmpˈiːnum# | *#skˌɑmpˈiːnʊ# | *#skˌɑmpˈinu# | *#ʃkˌãmbˈĩː# | *#ʃkˌə̃mbˈĩː# | *#ʃkəmbˈi# | *#ʃkəmbˈi# {GOLD: #ʃkəmbˈi#}
1030   | #skˈɑndulum# | *#skˈɑndʊlˠʊ# | *#skˈɑndulˠu# | *#ʃkˈãːndulˠ# | *#ʃkˈəːndulˠ# | *#ʃkˈəndulˠ# | *#ʃkˈəndulˠ# {GOLD: #ʃkˈandulˠ#}
1031   | #skiˈentiɑ# | *#skjˈɛntjɑ# | *#skjˈɛt͡ʃjɑ# | *#ʃcˈiːsə# | *#ʃcˈiːsə# | *#ʃcˈisə# | *#ʃcˈisə# {GOLD: #ʃkˈɛnt͡sə#}
1032   | #skˌintˈiliɑ# | *#skˌɪntˈɪʎɑ# | *#skˌintˈiʎɑ# | *#ʃkə̃ndˈiːʎə# | *#ʃkə̃ndˈiːʎə# | *#ʃkəndˈijə# | *#ʃkəndˈijə# {GOLD: #ʃkəndˈijə#}
1033   | #sklˈɑwum# | *#sklˈɑwʊ# | *#sklˈɑu# | *#ʃkʎˈa# | *#ʃkʎˈa# | *#ʃcˈa# | *#ʃcˈa# {GOLD: #ʃcˈa#}
1034   | #sklˈoːpum# | *#sklˈoːpʊ# | *#sklˈøpu# | *#ʃkʎˈɛp# | *#ʃkʎˈɛp# | *#ʃcˈɛp# | *#ʃcˈɛp# {GOLD: #ʃcˈɛp#}
1035   | #skˈodrɑ# | *#skˈɔdrɑ# | *#skˈodrɑ# | *#ʃkˈɔðrə# | *#ʃkˈɔðɾə# | *#ʃkˈɔðɾə# | *#ʃkˈɔðɾə# {GOLD: #ʃkˈɔdəɾ#}
1036   | #skʰˈolɑ# | *#skˈɔlˠɑ# | *#skˈolˠɑ# | *#ʃkˈɔːlˠə# | *#ʃkˈɔːlˠə# | *#ʃkˈɔlˠə# | *#ʃkˈɔlˠə# {GOLD: #ʃkˈɔlˠə#}
1037   | #skˈoːpɑ# | *#skˈoːpɑ# | *#skˈøpɑ# | *#ʃcˈɛpə# | *#ʃcˈɛpə# | *#ʃcˈɛpə# | *#ʃcˈɛpə# {GOLD: #ʃcˈɔpə#}
1038   | #skˌopˈeːtum# | *#skˌʊpˈeːtʊ# | *#skˌupˈetu# | *#ʃkˌupˈɛt# | *#ʃkˌupˈɛt# | *#ʃkˌupˈɛt# | *#ʃkupˈɛt# {GOLD: #ʃkɔpˈɛt#}
