etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
872    | #ruˌinˈɑːnioː# | *#rwˌɪnˈɒːnju# | *#rːˌynˈoɲu# | *#rːˌunˈoɲu# | *#rːˌũnˈɔ̃ɲu# | *#rːˌũnˈɔ̃ɲ# | *#rˌũnˈɔ̃ɲ# {GOLD: #rənˈõɲ#} | *#rˌunˈɔ̃ɲ# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
873    | #rˌunkˈɑːnioː# | *#rˌʊnkˈɒːnju# | *#rːˌunkˈoɲu# | *#rːˌunkˈoɲu# | *#rːˌũnkˈɔ̃ɲu# | *#rːˌũnɡˈɔ̃ɲ# | *#rˌũŋɡˈɔ̃ɲ# {GOLD: >*} | *#rˌuŋɡˈɔ̃ɲ# {GOLD: >*} | *#rˌuŋɡˈɔɲ# {GOLD: >*} | *#ruŋɡˈɔj# {GOLD: #ɾuŋɡˈɔj#}
874    | #rˈubiɑ# | *#rˈʊbjɑ# | *#rːˈubjɑ# | *#rːˈubja# | *#rːˈubja# | *#rːˈubɛ# | *#rˈubɛ# {GOLD: >*} | *#rˈubɛ# {GOLD: >*} | *#rˈubɛ# {GOLD: >*} | *#rˈubɛ# {GOLD: #rˈɔjbə#}
875    | #rˈude# | *#rˈʊdɛ# | *#rːˈudɛ# | *#rːˈuðɪ# | *#rːˈuðɪ# | *#rːˈuð# | *#rˈuð# {GOLD: >*} | *#rˈuð# {GOLD: >*} | *#rˈuð# {GOLD: >*} | *#rˈuð# {GOLD: #rˈuð#}
876    | ... | ... | ... | *#rˈuɡa# | *#rːˈuɡa# | *#rːˈuɡə# | *#rˈuɡə# {GOLD: >*} | *#rˈuɡə# {GOLD: >*} | *#rˈuɡə# {GOLD: >*} | *#rˈuɡə# {GOLD: #rˈuɡə#}
877    | #rˌumpˈenioː# | *#rˌʊmpˈɛnju# | *#rːˌumpˈɛɲu# | *#rːˌumpˈɛɲu# | *#rːˌũmpˈɛ̃ɲu# | *#rːˌũmbˈɛ̃ɲ# | *#rˌũmbˈɛ̃ɲ# {GOLD: >*} | *#rˌumbˈɛ̃ɲ# {GOLD: >*} | *#rˌumbˈɛɲ# {GOLD: >*} | *#rumbˈɛj# {GOLD: #rəmbˈɛj#}
878    | ... | ... | ... | *#rˈuskulu# | *#rːˈuʃkulu# | *#rːˈuːʃkulˠ# | *#rˈuːʃkulˠ# {GOLD: >*} | *#rˈuːʃkulˠ# {GOLD: >*} | *#rˈuʃkulˠ# {GOLD: >*} | *#rˈuʃkulˠ# {GOLD: #rˈuʃkulˠ#}
879    | #rˈuːtɑ# | *#rˈuːtɑ# | *#rːˈytɑ# | *#rːˈyta# | *#rːˈyta# | *#rːˈytə# | *#rˈytə# {GOLD: >*} | *#rˈytə# {GOLD: >*} | *#rˈytə# {GOLD: >*} | *#rˈytə# {GOLD: #ɾˈytə#}
880    | #sˌɑbˈurrum# | *#sˌɑbˈʊrrʊ# | *#sˌɑβˈurru# | *#sˌawˈurru# | *#ʃəˈuːɾɾu# | *#ʃˈuːrː# | *#ʃˈuːr# {GOLD: >*} | *#ʃˈuːr# {GOLD: >*} | *#ʃˈur# {GOLD: >*} | *#ʃˈur# {GOLD: #ʒˈuɾ#}
881    | #sˈae̯kulum# | *#sˈɛkʊlʊ# | *#sˈɛkulu# | *#sˈɛkulu# | *#ʃˈɛkulu# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# {GOLD: >*} | *#ʃˈɛkulˠ# {GOLD: >*} | *#ʃˈɛkulˠ# {GOLD: >*} | *#ʃˈɛkulˠ# {GOLD: #ʃˈɛkulˠ#}
882    | #sˌɑɡˈittɑm# | *#sˌɑɡˈɪttɑ# | *#sˌɑɡˈettɑ# | *#sˌaɟˈetta# | *#ʃˌɐɟˈeta# | *#ʃˌɐɟˈɛtə# | *#ʃˌəɟˈɛtə# {GOLD: #ʃəɟˈɛtə#} | *#ʃˌəɟˈɛtə# {GOLD: >*} | *#ʃəɟˈɛtə# {GOLD: >*} | *#ʃəɟˈɛtə# {GOLD: #ʃiɟˈɛtə#}
883    | #sˌɑɡittˈɑːnioː# | *#sˌɑɡɪttˈɒːnju# | *#sˌɑʎettˈoɲu# | *#sˌaʎɪttˈoɲu# | *#ʃˌaːʎɪtˈɔ̃ɲu# | *#ʃˌaːʎtˈɔ̃ɲ# | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌajtˈɔɲ# {GOLD: >*} | *#ʃajtˈɔj# {GOLD: #ʃitˈɔj#}
884    | #sˌɑɡittˈɑːnioː# | *#sˌɑɡɪttˈɒːnju# | *#sˌɑʎettˈoɲu# | *#sˌaʎɪttˈoɲu# | *#ʃˌaːʎɪtˈɔ̃ɲu# | *#ʃˌaːʎtˈɔ̃ɲ# | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌajtˈɔɲ# {GOLD: >*} | *#ʃajtˈɔj# {GOLD: #ʃajtˈɔj#}
885    | #sˌɑɡˌittɑtˈɑːrium# | *#sˌɑɡˌɪttɑtˈɒrʊ# | *#sˌɑɡˌettɑtˈoru# | *#sˌaɟˌettatˈoru# | *#ʃˌaɟɪtətˈɔɾu# | *#ʃˌaɟətətˈaɾ# | *#ʃˌaɟətətˈaɾ# {GOLD: #ʃəɟˌɛtətˈaɾ#} | *#ʃˌaɟətˈaɾ# {GOLD: >*} | *#ʃˌaɟətˈaɾ# {GOLD: >*} | *#ʃat͡ʃtˈaɾ# {GOLD: #ʃiɟɛtˈaɾ#}
886    | #sˈɑɡum# | *#sˈɑɡʊ# | *#sˈɑɡu# | *#sˈaɡu# | *#ʃˈaɡu# | *#ʃˈaɡ# | *#ʃˈaɡ# {GOLD: >*} | *#ʃˈaɡ# {GOLD: >*} | *#ʃˈaɡ# {GOLD: >*} | *#ʃˈaɡ# {GOLD: #ʃˈaɡ#}
887    | #sˈɑkkulum# | *#sˈɑkkʊlʊ# | *#sˈɑkkulu# | *#sˈakkulu# | *#ʃˈakulu# | *#ʃˈakulˠ# | *#ʃˈakulˠ# {GOLD: >*} | *#ʃˈakulˠ# {GOLD: >*} | *#ʃˈakulˠ# {GOLD: >*} | *#ʃˈakulˠ# {GOLD: #ʃˈakulˠ#}
888    | #sˌɑkrˈɑːnioː# | *#sˌɑkrˈɒːnju# | *#sˌɑkrˈoɲu# | *#sˌakrˈoɲu# | *#ʃəkɾˈɔ̃ɲu# | *#ʃkɾˈɔ̃ɲ# | *#ʃkɾˈɔ̃ɲ# {GOLD: #ʃəkɾˈɔ̃ɲ#} | *#ʃkɾˈɔ̃ɲ# {GOLD: >*} | *#ʃkɾˈɔɲ# {GOLD: >*} | *#ʃkɾˈɔj# {GOLD: #ʃəkɾˈɔj#}
889    | #sˈɑlikɑ# | *#sˈɑlɪkɑ# | *#sˈɑlekɑ# | *#sˈelɪka# | *#ʃˈelɪka# | *#ʃˈɛːlkə# | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: #ʃˈɛlcɛ#}
890    | #sˈɑlikɑ# | *#sˈɑlɪkɑ# | *#sˈɑlekɑ# | *#sˈelɪka# | *#ʃˈelɪka# | *#ʃˈɛːlkə# | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: #ʃˈɛlkə#}
891    | #sˈɑlikem# | *#sˈɑlɪkɛ# | *#sˈɑlekɛ# | *#sˈelɪcɪ# | *#ʃˈelɪcɪ# | *#ʃˈɛːlc# | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: #ʃˈɛlɡ#}
892    | #sˈɑlikem# | *#sˈɑlɪkɛ# | *#sˈɑlekɛ# | *#sˈelɪcɪ# | *#ʃˈelɪcɪ# | *#ʃˈɛːlc# | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: #ʃˈɛlɟɛ#}
893    | #sˌɑlikˈeːtum# | *#sˌɑlɪkˈeːtʊ# | *#sˌɑlekˈetu# | *#sˌelɪcˈetu# | *#ʃˌeːlɪcˈetu# | *#ʃˌɛːlcˈɛt# | *#ʃˌɛːlcˈɛt# {GOLD: >*} | *#ʃˌɛːlcˈɛt# {GOLD: >*} | *#ʃˌɛlcˈɛt# {GOLD: >*} | *#ʃɛlcˈɛt# {GOLD: #ʃɛlcˈɛt#}
894    | #sˌɑlˈiːnɑ# | *#sˌɑlˈinɑ# | *#sˌɑlˈinɑ# | *#sˌelˈina# | *#ʃɪlˈĩna# | *#ʃəlˠˈĩnə# | *#ʃəlˠˈĩnə# {GOLD: #ʃəlˠˈĩːɾ̃ə#} | *#ʃəlˠˈĩnə# {GOLD: >*} | *#ʃəlˠˈinə# {GOLD: >*} | *#ʃəlˠˈinə# {GOLD: #ʃəlˠˈiɾə#}
895    | #sˌɑlˈiːnioː# | *#sˌɑlˈinju# | *#sˌɑlˈiɲu# | *#sˌelˈiɲu# | *#ʃɪlˈĩɲu# | *#ʃəlˠˈĩɲ# | *#ʃəlˠˈĩɲ# {GOLD: >*} | *#ʃəlˠˈĩɲ# {GOLD: >*} | *#ʃəlˠˈiɲ# {GOLD: >*} | *#ʃəlˠˈij# {GOLD: #ʃəlˠˈij#}
896    | #sˌɑlwˈɑːnioː# | *#sˌɑlwˈɒːnju# | *#sˌɑlwˈoɲu# | *#sˌalbˈoɲu# | *#ʃəlbˈɔ̃ɲu# | *#ʃəlbˈɔ̃ɲ# | *#ʃl̩bˈɔ̃ɲ# {GOLD: >*} | *#ʃl̩bˈɔ̃ɲ# {GOLD: >*} | *#ʃl̩bˈɔɲ# {GOLD: >*} | *#ʃəlbˈɔj# {GOLD: #ʃəlbˈɔj#}
897    | #sˌɑlwˈɑːntiɑ# | *#sˌɑlwˈɑːnt͡ʃjɑ# | *#sˌɑlwˈɑt͡ʃjɑ# | *#sˌelbˈat͡ʃa# | *#ʃˌeːlbˈasa# | *#ʃˌɛːlbˈaːsə# | *#ʃˌɛːlbˈaːsə# {GOLD: >*} | *#ʃˌɛːlbˈaːsə# {GOLD: >*} | *#ʃˌɛlbˈasə# {GOLD: >*} | *#ʃɛlbˈasə# {GOLD: #ʃəlbˈɛsə#}
898    | #sˌɑlwiˈellɑ# | *#sˌɑlwjˈɛllɑ# | *#sˌɑlwjˈɛlːɑ# | *#sˌelbˈɛlːa# | *#ʃˌeːlbˈɛlːa# | *#ʃˌɛːlbˈɛːlːə# | *#ʃˌɛːlbˈɛːlːə# {GOLD: >*} | *#ʃˌɛːlbˈɛːlːə# {GOLD: >*} | *#ʃˌɛlbˈɛlə# {GOLD: >*} | *#ʃɛlbˈɛlə# {GOLD: #ʃɛɾbˈɛlə#}
899    | #sˌɑːnˈɑːnioː# | *#sˌɑːnˈɒːnju# | *#sˌɑnˈoɲu# | *#sˌanˈoɲu# | *#ʃˌãɾ̃ˈɔ̃ɲu# | *#ʃˌãɾ̃ˈɔ̃ɲ# | *#ʃˌãɾ̃ˈɔ̃ɲ# {GOLD: >*} | *#ʃˌəɾ̃ˈɔ̃ɲ# {GOLD: >*} | *#ʃəɾˈɔɲ# {GOLD: >*} | *#ʃəɾˈɔj# {GOLD: #ʃəɾˈɔj#}
900    | #sˌɑːnitˈɑːtem# | *#sˌɑːnɪtˈɑːtɛ# | *#sˌɑntˈɑtɛ# | *#sˌantˈetɪ# | *#ʃˌãntˈetɪ# | *#ʃˌãndˈɛt# | *#ʃˌãndˈɛt# {GOLD: >*} | *#ʃˌəndˈɛt# {GOLD: >*} | *#ʃəndˈɛt# {GOLD: >*} | *#ʃəndˈɛt# {GOLD: #ʃəndˈɛt#}
901    | ... | ... | ... | *#sˌɑ̃ɾ̃ɪtˈɔsu# | *#ʃˌɑ̃ɾ̃ɪtˈɔʃu# | *#ʃˌɑ̃ɾ̃dˈɔːʃ# | *#ʃˌãndˈɔːʃ# {GOLD: #ʃəntˈɔʃ#} | *#ʃˌəndˈɔːʃ# {GOLD: >*} | *#ʃəndˈɔʃ# {GOLD: >*} | *#ʃəndˈɔʃ# {GOLD: #ʃəndˈɔʃ#}
902    | #sˌɑnɡwiniˈɑːtɑ# | *#sˌɑnɡwɪnjˈɑːtɑ# | *#sˌɑnɡweɲˈɑtɑ# | *#sˌanɡɪɲˈata# | *#ʃˌãnɡɲˈata# | *#ʃˌãnɡɲˈatə# | *#ʃˌãɲɟˈatə# {GOLD: >*} | *#ʃˌəɲɟˈatə# {GOLD: >*} | *#ʃəɲɟˈatə# {GOLD: >*} | *#ʃəɲɟˈatə# {GOLD: #ʃəɲɟˈɛtə#}
903    | #sˌɑnɡʷisˈunɡiɑ# | *#sˌɑnɡʷɪsˈʊnɡjɑ# | *#sˌɑɲesˈuɲjɑ# | *#sˌaɲɪsˈuɲa# | *#ʃˌãɲɪʃˈũɲa# | *#ʃˌãɲəʃˈũɲə# | *#ʃˌãɲəʃˈũɲə# {GOLD: #ʃn̩ɡʃˈũɲə#} | *#ʃˌəɲt͡ʃˈũɲə# {GOLD: >*} | *#ʃəɲt͡ʃˈuɲə# {GOLD: >*} | *#ʃəɲt͡ʃˈuɲə# {GOLD: #ʃuʃˈuɲə#}
904    | ... | ... | *#sˌɑnktɑtrintˈɑte# | *#sˌantatrɪntˈetɪ# | *#ʃˌãntətɾə̃ntˈetɪ# | *#ʃˌãndərːtˈɛt# | *#ʃˌãndɾ̩tˈɛt# {GOLD: #ʃˌɛntətəɾˌitˈæt#} | *#ʃˌəndɾ̩tˈɛt# {GOLD: >*} | *#ʃəndɾ̩tˈɛt# {GOLD: >*} | *#ʃəndəɾtˈɛt# {GOLD: #ʃəndəɾtˈɛt#}
905    | #sˈɑːnktum# | *#sˈɑːnktʊ# | *#sˈɑɲtu# | *#sˈaɲtu# | *#ʃˈãɲtu# | *#ʃˈãɲt# | *#ʃˈãɲt# {GOLD: #ʃˈɛ̃ɲt#} | *#ʃˈɛ̃ɲt# {GOLD: >*} | *#ʃˈɛɲt# {GOLD: >*} | *#ʃˈɛɲt# {GOLD: #ʃˈɛɲt#}
906    | ... | ... | *#sˌɑnktumˌixɑˈilo# | *#sˌantumˌixaˈilo# | *#ʃˌãntmɪxəˈilɔ# | *#ʃˌãndməxˈiːlˠ# | *#ʃˌãmːəxˈiːlˠ# {GOLD: >*} | *#ʃˌəməhˈiːlˠ# {GOLD: >*} | *#ʃəməhˈilˠ# {GOLD: >*} | *#ʃəməhˈilˠ# {GOLD: #ʃəməhˈilˠ#}
907    | ... | ... | ... | *#sˌaːntuˌandrˈeːaː# | *#ʃˌãːntəˌãndɾˈeːaː# | *#ʃˌãːndˌãndɾˈɛː# | *#ʃˌãːndˌãndɾˈɛː# {GOLD: >*} | *#ʃˌaːndˌəndɾˈɛː# {GOLD: >*} | *#ʃˌandəndɾˈɛ# {GOLD: >*} | *#ʃandəndɾˈɛ# {GOLD: #ʃənəndɾˈɛ#}
908    | ... | ... | *#sˌɑnktuˌɑndrˈejɑ# | *#sˌantuˌandrˈeja# | *#ʃˌãntəˌãndɾˈeja# | *#ʃˌãndˌãndɾˈɛː# | *#ʃˌãndˌãndɾˈɛː# {GOLD: >*} | *#ʃˌəndˌəndɾˈɛː# {GOLD: >*} | *#ʃəndəndɾˈɛ# {GOLD: >*} | *#ʃəndəndɾˈɛ# {GOLD: #ʃəndɾˈɛ#}
909    | ... | ... | *#sˌɑnktujˈɑkoβo# | *#sˌantujˈakoo# | *#ʃˌãntəjˈakɔɔ# | *#ʃˌãndəjˈakɔ# | *#ʃˌãndəjˈaka# {GOLD: >*} | *#ʃˌəndəjˈakə# {GOLD: >*} | *#ʃəndəjˈakə# {GOLD: >*} | *#ʃəndəjˈakə# {GOLD: #ʃijˈak#}
910    | ... | ... | *#kˌɑliksˈɑɲtu# | *#kˌalɪksˈaɲtu# | *#kˌalɪkʃˈãɲtu# | *#kˌaləʃˈãɲt# | *#kˌalʃˈãɲt# {GOLD: >*} | *#kˌalt͡ʃˈɛ̃ɲt# {GOLD: >*} | *#kˌalt͡ʃˈɛɲt# {GOLD: >*} | *#kalt͡ʃˈɛɲt# {GOLD: #kəlʃˈɛɲt#}
911    | ... | ... | *#sˌɑnktudˌimˈitriu# | *#sˌantuðˌimˈitrɪu# | *#ʃˌãntəðɪ̃mˈitɾɪu# | *#ʃˌãndəmˈitɾə# | *#ʃˌãndəmˈitɾ̩# {GOLD: >*} | *#ʃˌəndəmˈitɾ̩# {GOLD: >*} | *#ʃəndəmˈitɾ̩# {GOLD: >*} | *#ʃəndəmˈitəɾ# {GOLD: #ʃəmˈitəɾ#}
912    | ... | ... | *#sˌɑnktunˌikˈoloː# | *#sˌantunˌikˈoloː# | *#ʃˌãntnɪkˈɔlɔː# | *#ʃˌãndnɡˈuo̯lˠ# | *#ʃˌãŋːɡˈuo̯lˠ# {GOLD: >*} | *#ʃˌəŋɡˈua̯lˠ# {GOLD: >*} | *#ʃəŋɡˈua̯lˠ# {GOLD: >*} | *#ʃəŋɡˈua̯lˠ# {GOLD: #ʃənkˈɔlˠ#}
913    | #sˌɑppˈɑːnioː# | *#sˌɑppˈɒːnju# | *#sˌɑppˈoɲu# | *#sˌappˈoɲu# | *#ʃˌapˈɔ̃ɲu# | *#ʃˌapˈɔ̃ɲ# | *#ʃˌapˈɔ̃ɲ# {GOLD: >*} | *#ʃˌapˈɔ̃ɲ# {GOLD: >*} | *#ʃˌapˈɔɲ# {GOLD: >*} | *#ʃapˈɔj# {GOLD: #ʃapˈɔj#}
914    | #sˈɑpum# | *#sˈɑpʊ# | *#sˈɑpu# | *#sˈapu# | *#ʃˈapu# | *#ʃˈap# | *#ʃˈap# {GOLD: >*} | *#ʃˈap# {GOLD: >*} | *#ʃˈap# {GOLD: >*} | *#ʃˈap# {GOLD: #ʃˈap#}
915    | #sˈɑrikɑm# | *#sˈɑrɪkɑ# | *#sˈɑrkɑ# | *#sˈarka# | *#ʃˈaɾka# | *#ʃˈaːɾkə# | *#ʃˈaːɾkə# {GOLD: >*} | *#ʃˈaːɾkə# {GOLD: >*} | *#ʃˈaɾkə# {GOLD: >*} | *#ʃˈaɾkə# {GOLD: #ʃˈaɾkə#}
916    | #sˌɑrkinˈɑːrium# | *#sˌɑrkɪnˈɒːrʊ# | *#sˌɑrkenˈoru# | *#sˌercɪɾ̃ˈoru# | *#ʃəɾcɪ̃ɾ̃ˈɔɾu# | *#ʃəɾcə̃ɾ̃ˈuo̯ɾ# | *#ʃɾ̩cə̃ɾ̃ˈuo̯ɾ# {GOLD: #ʃɛlcəɾ̃ˈuo̯ɾ#} | *#ʃɾ̩cəɾ̃ˈua̯ɾ# {GOLD: >*} | *#ʃɾ̩cəɾˈua̯ɾ# {GOLD: #ʃˌɛlcəɾˈua̯ɾ#} | *#ʃəɾcəɾˈɔɾ# {GOLD: #ʃɛlcəɾˈɔɾ#}
917    | #sˌɑrmˈentum# | *#sˌɑrmˈɛntʊ# | *#sˌɑrmˈɛntu# | *#sˌermˈɛntu# | *#ʃɪɾmˈɛ̃ntu# | *#ʃəɾmˈɛ̃nd# | *#ʃɾ̩mˈɛ̃nd# {GOLD: #ʃəɾmˈɛ̃nt#} | *#ʃɾ̩mˈɛ̃nd# {GOLD: >*} | *#ʃɾ̩mˈɛnd# {GOLD: >*} | *#ʃəɾmˈɛnd# {GOLD: #ʃəɾmˈɛnd#}
918    | #sˌɑtˈurnitɑ# | *#sˌɑtˈʊrnɪtɑ# | *#sˌɑtˈurnetɑ# | *#sˌatˈurnɪta# | *#ʃətˈuɾnɪta# | *#ʃətˈuːrːɐtə# | *#ʃətˈuːɾtə# {GOLD: #ʃətˈũndə#} | *#ʃətˈuːɾtə# {GOLD: >*} | *#ʃətˈuɾtə# {GOLD: >*} | *#ʃətˈuɾtə# {GOLD: #ʃtˈunə#}
919    | #sˌekrˈeːtum# | *#sˌɛkrˈeːtʊ# | *#sˌɛkrˈetu# | *#sˌɛkrˈetu# | *#ʃɪkɾˈetu# | *#ʃkɾˈɛt# | *#ʃkɾˈɛt# {GOLD: >*} | *#ʃkɾˈɛt# {GOLD: >*} | *#ʃkɾˈɛt# {GOLD: >*} | *#ʃkɾˈɛt# {GOLD: #ʃkɾˈɛt#}
920    | #sˌekwˈɑːnioː# | *#sˌɛkwˈɒːnju# | *#sˌɛkwˈoɲu# | *#sˌɛkˈoɲu# | *#ʃɪkˈɔ̃ɲu# | *#ʃəkˈɔ̃ɲ# | *#ʃəkˈɔ̃ɲ# {GOLD: >*} | *#ʃəkˈɔ̃ɲ# {GOLD: >*} | *#ʃəkˈɔɲ# {GOLD: >*} | *#ʃəkˈɔj# {GOLD: #ʃikˈɔj#}
921    | #sˈellɑ# | *#sˈɛllɑ# | *#sˈɛlːɑ# | *#sˈɛlːa# | *#ʃˈɛlːa# | *#ʃˈɑːlːə# | *#ʃˈaːlːə# {GOLD: >*} | *#ʃˈaːlːə# {GOLD: >*} | *#ʃˈalə# {GOLD: >*} | *#ʃˈalə# {GOLD: #ʃˈalə#}
922    | #sˈentiɑ# | *#sˈɛnt͡ʃjɑ# | *#sˈɛt͡ʃjɑ# | *#sˈit͡ʃa# | *#ʃˈisa# | *#ʃˈiːsə# | *#ʃˈiːsə# {GOLD: >*} | *#ʃˈiːsə# {GOLD: >*} | *#ʃˈisə# {GOLD: >*} | *#ʃˈisə# {GOLD: #ʃˈisə#}
923    | #sˈerrɑ# | *#sˈɛrrɑ# | *#sˈɛrrɑ# | *#sˈɛrra# | *#ʃˈɛɾɾa# | *#ʃˈɑːrːə# | *#ʃˈaːrə# {GOLD: >*} | *#ʃˈaːrə# {GOLD: >*} | *#ʃˈarə# {GOLD: >*} | *#ʃˈarə# {GOLD: #ʃˈarə#}
924    | #sˌertˈɑːnioː# | *#sˌɛrtˈɒːnju# | *#sˌɛrtˈoɲu# | *#sˌɛrtˈoɲu# | *#ʃɪɾtˈɔ̃ɲu# | *#ʃəɾtˈɔ̃ɲ# | *#ʃɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#ʃɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#ʃɾ̩tˈɔɲ# {GOLD: >*} | *#ʃəɾtˈɔj# {GOLD: #ʃaɾtˈɔj#}
925    | #sˌerwˈinioː# | *#sˌɛrwˈɪnju# | *#sˌɛrwˈeɲu# | *#sˌɛrbˈeɲu# | *#ʃəɾbˈẽɲu# | *#ʃəɾbˈɛ̃ɲ# | *#ʃɾ̩bˈɛ̃ɲ# {GOLD: #ʃr̩bˈɛj#} | *#ʃɾ̩bˈɛ̃ɲ# {GOLD: >*} | *#ʃɾ̩bˈɛɲ# {GOLD: >*} | *#ʃəɾbˈɛj# {GOLD: #ʃəɾbˈɛj#}
926    | #sˌerwˈitium# | *#sˌɛrwˈɪt͡ʃjʊ# | *#sˌɛrwˈet͡ʃju# | *#sˌɛrbˈet͡ʃu# | *#ʃəɾbˈesu# | *#ʃəɾbˈɛːs# | *#ʃɾ̩bˈɛːs# {GOLD: #ʃɾ̩bˈɛs#} | *#ʃɾ̩bˈɛːs# {GOLD: >*} | *#ʃɾ̩bˈɛs# {GOLD: >*} | *#ʃəɾbˈɛs# {GOLD: #ʃəɾbˈɛs#}
927    | #sˌerwiːtˈoːrem# | *#sˌɛrwitˈɒrɛ# | *#sˌɛrwitˈorɛ# | *#sˌɛrbɪtˈorɪ# | *#ʃəɾbɪtˈɔɾɪ# | *#ʃəɾbətˈuo̯ɾ# | *#ʃɾ̩bətˈuo̯ɾ# {GOLD: #ʃɛɾbətˈuo̯ɾ#} | *#ʃɾ̩bətˈua̯ɾ# {GOLD: >*} | *#ʃɾ̩bətˈua̯ɾ# {GOLD: >*} | *#ʃəɾbətˈɔɾ# {GOLD: #ʃəɾbətˈɔɾ#}
928    | #sˌerwiːtˈuːrɑm# | *#sˌɛrwitˈuːrɑ# | *#sˌɛrwitˈyrɑ# | *#sˌɛrbɪtˈyra# | *#ʃəɾbɪtˈyɾa# | *#ʃəɾbətˈyːɾə# | *#ʃɾ̩bətˈyːɾə# {GOLD: #ʃɾ̩bətˈyɾə#} | *#ʃɾ̩bətˈyːɾə# {GOLD: >*} | *#ʃɾ̩bətˈyɾə# {GOLD: >*} | *#ʃəɾbətˈyɾə# {GOLD: #ʃəɾbətˈyɾə#}
929    | #sˈessum# | *#sˈɛssʊ# | *#sˈɛssu# | *#sˈɛssu# | *#ʃˈɛːʃu# | *#ʃˈie̯ʃ# | *#ʃˈɛʃ# {GOLD: >*} | *#ʃˈɛʃ# {GOLD: >*} | *#ʃˈɛʃ# {GOLD: >*} | *#ʃˈɛʃ# {GOLD: #ʃˈɛʃ#}
930    | #sˌiɡnˈɑːnioː# | *#sˌɪŋnˈɒːnju# | *#sˌeŋnˈoɲu# | *#sˌeŋnˈoɲu# | *#ʃɪ̃ŋnˈɔ̃ɲu# | *#ʃə̃nːˈɔ̃ɲ# | *#ʃə̃nːˈɔ̃ɲ# {GOLD: >*} | *#ʃənˈɔ̃ɲ# {GOLD: >*} | *#ʃənˈɔɲ# {GOLD: >*} | *#ʃənˈɔj# {GOLD: #ʃənˈɔj#}
931    | #sˈiɡnɑ# | *#sˈɪŋnɑ# | *#sˈeŋnɑ# | *#sˈeŋna# | *#ʃˈẽŋna# | *#ʃˈɛ̃nːə# | *#ʃˈɛ̃nːə# {GOLD: #ʃˈɛ̃ɲə#} | *#ʃˈɛ̃nə# {GOLD: >*} | *#ʃˈɛnə# {GOLD: >*} | *#ʃˈɛnə# {GOLD: #ʃˈɛɲə#}
932    | #sˈiɡnum# | *#sˈɪŋnʊ# | *#sˈeŋnu# | *#sˈeŋnu# | *#ʃˈẽŋnu# | *#ʃˈɛ̃ŋ# | *#ʃˈɛ̃ŋɡ# {GOLD: >*} | *#ʃˈɛ̃ŋɡ# {GOLD: >*} | *#ʃˈɛŋɡ# {GOLD: >*} | *#ʃˈɛŋɡ# {GOLD: #ʃˈɛŋɡ#}
933    | #sˈiːk# | *#sˈik# | *#sˈik# | *#sˈik# | *#ʃˈik# | *#ʃˈik# | *#ʃˈik# {GOLD: >*} | *#ʃˈik# {GOLD: >*} | *#ʃˈik# {GOLD: >*} | *#ʃˈik# {GOLD: #ʃˈi#}
934    | ... | ... | *#sˈeklɑ# | *#sˈekla# | *#ʃˈekla# | *#ʃˈɛklə# | *#ʃˈɛkl̩# {GOLD: #ʃˈɛkʎə#} | *#ʃˈɛkl̩# {GOLD: >*} | *#ʃˈɛkl̩# {GOLD: >*} | *#ʃˈɛkəl# {GOLD: #ʃˈɛcə#}
935    | #sˈikulɑ# | *#sˈikʊlɑ# | *#sˈikulɑ# | *#sˈikula# | *#ʃˈikula# | *#ʃˈikulˠ# | *#ʃˈikulˠ# {GOLD: >*} | *#ʃˈikulˠ# {GOLD: >*} | *#ʃˈikulˠ# {GOLD: >*} | *#ʃˈikulˠ# {GOLD: #ʃˈikəlˠ#}
