etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
454    | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌælˠˈuːʃ# | *#bˌɛlˠˈuːʃ# {GOLD: #bˌɛlˈuʃ#} | *#bˌɛlˠˈuːʃ# | *#bˌɛlˠˈuʃ# | *#bɛlˠˈuʃ# {GOLD: #blˈuʃ#}
455    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#blˈuda# {GOLD: >*} | *#blˈudə# | *#blˈudə# | *#blˈudə# {GOLD: #blˈudə#}
456    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#blˈuda# {GOLD: >*} | *#blˈudə# | *#blˈudə# | *#blˈudə# {GOLD: #blˈudə#}
457    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bɾˈazda# {GOLD: >*} | *#bɾˈazdə# | *#bɾˈazdə# | *#bɾˈazdə# {GOLD: #bɾˈazə#}
458    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bɾˈana# {GOLD: >*} | *#bɾˈanə# | *#bɾˈanə# | *#bɾˈanə# {GOLD: #bɾˈanə#}
459    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bɾˈava# {GOLD: >*} | *#bɾˈavə# | *#bɾˈavə# | *#bɾˈavə# {GOLD: #bɾˈavə#}
460    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bɾˈɛɡ# {GOLD: >*} | *#bɾˈɛɡ# | *#bɾˈɛɡ# | *#bɾˈɛɡ# {GOLD: #bɾˈɛɡ#}
461    | ... | ... | ... | ... | ... | ... | ... | *#bɾˈisɪkə# | *#bɾˈiːsk# | *#bɾˈiːsk# {GOLD: #bɾˈisk#} | *#bɾˈiːsk# | *#bɾˈisk# | *#bɾˈisk# {GOLD: #bɾˈisk#}
462    | ... | ... | ... | ... | ... | ... | ... | *#bɾˈisɪkɑ# | *#bɾˈiːskɑ# | *#bɾˈiːska# {GOLD: #bɾˈiskə#} | *#bɾˈiːskə# | *#bɾˈiskə# | *#bɾˈiskə# {GOLD: #bɾˈiskə#}
463    | ... | ... | ... | ... | ... | ... | ... | *#xˌɑlðˈitɪ# | *#xˌɑlðˈit# | *#xˌalːˈit# {GOLD: >*} | *#hˌalːˈit# | *#hˌalˈit# | *#halˈit# {GOLD: #flˠadˈit#}
464    | ... | ... | ... | ... | ... | ... | ... | *#xˈɑlðə# | *#xˈɑːlð# | *#xˈaːlː# {GOLD: >*} | *#hˈaːlː# | *#hˈal# | *#hˈal# {GOLD: #flˠˈad#}
465    | ... | ... | ... | ... | ... | ... | ... | *#wˌɒlkˈɔə̯# | *#wˌɒlkˈuo̯# | *#wˌɔlˠkˈuo̯# {GOLD: >*} | *#vˌalˠkˈua̯# | *#vˌalˠkˈua̯# | *#valˠkˈua̯# {GOLD: #valˠkˈua̯#}
466    | ... | ... | ... | ... | ... | ... | ... | *#ʃwˌɪɾʃtnˈikə# | *#ʃwˌɪɾʃtnˈik# | *#vˌəʃnˈik# {GOLD: >*} | *#vˌəʃnˈik# | *#vəʃnˈik# | *#vəʃnˈik# {GOLD: #vəʃnˈik#}
467    | ... | ... | ... | ... | ... | ... | ... | *#wˌɪɾtˈiːtɪ# | *#wˌɪɾtˈiːt# | *#wɾ̩tˈiːt# {GOLD: >*} | *#vɾ̩tˈiːt# | *#vɾ̩tˈit# | *#vəɾtˈit# {GOLD: #vəɾtˈit#}
468    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vɾ̩snˈik# {GOLD: >*} | *#vɾ̩snˈik# | *#vɾ̩snˈik# | *#vəɾsnˈik# {GOLD: #vəɾsnˈik#}
469    | ... | ... | ... | ... | ... | ... | ... | *#wˌɪɾwˈeːtɪ# | *#wˌɪɾwˈɛːt# | *#wɾ̩vˈɛːt# {GOLD: >*} | *#vɾ̩vˈɛːt# | *#vɾ̩vˈɛt# | *#vəɾvˈɛt# {GOLD: #vəɾvˈit#}
470    | ... | ... | ... | ... | ... | ... | ... | *#wˌɪɾbnˈikə# | *#wˌɪɾbnˈik# | *#wɾ̩mːˈik# {GOLD: >*} | *#vɾ̩mˈik# | *#vɾ̩mˈik# | *#vəɾmˈik# {GOLD: #vəɾmˈik#}
471    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vɾˈət͡ʃa# {GOLD: >*} | *#vɾˈət͡ʃə# | *#vɾˈət͡ʃə# | *#vɾˈət͡ʃə# {GOLD: #vˈəɾt͡ʃə#}
472    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vˈɛɾsta# {GOLD: >*} | *#vˈɛɾstə# | *#vˈɛɾstə# | *#vˈɛɾstə# {GOLD: #vˈəɾsə#}
473    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vˈɛdɾ̩# {GOLD: >*} | *#vˈɛdɾ̩# | *#vˈɛdɾ̩# | *#vˈɛdəɾ# {GOLD: #vˈɛdəɾ#}
474    | ... | ... | ... | ... | ... | ... | ... | *#wˌiɾˈɔə̯# | *#wˌiɾˈuo̯# | *#wˌiɾˈuo̯# {GOLD: #βˌiɾˈuo̯#} | *#vˌiɾˈua̯# | *#vˌiɾˈua̯# | *#viɾˈua̯# {GOLD: #viɾˈua̯#}
475    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vˈiʃɲa# {GOLD: >*} | *#vˈiʃɲə# | *#vˈiʃɲə# | *#vˈiʃɲə# {GOLD: #vˈiʃɲə#}
476    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vˈidɾ̩# {GOLD: >*} | *#vˈidɾ̩# | *#vˈidɾ̩# | *#vˈidəɾ# {GOLD: #vˈidəɾ#}
477    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vˈisk# {GOLD: >*} | *#vˈisk# | *#vˈisk# | *#vˈisk# {GOLD: #vˈisk#}
478    | ... | ... | ... | ... | ... | ... | ... | *#βˈɔkɔlə# | *#vˈɔkɔlˠ# | *#vˈɔkulˠ# {GOLD: >*} | *#vˈɔkulˠ# | *#vˈɔkulˠ# | *#vˈɔkulˠ# {GOLD: #vˈɔkulˠ#}
479    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#wˈɔla# {GOLD: >*} | *#vˈalə# | *#vˈalə# | *#vˈalə# {GOLD: #vˈɔlə#}
480    | ... | ... | ... | ... | ... | ... | ... | *#βˈɔbɒɡ# | *#vˈɔbɒɡ# | *#vˈɔbɔɡ# {GOLD: #βˈɒbɒɡ#} | *#vˈɔbɔɡ# | *#vˈɔbɔɡ# | *#vˈɔbɔɡ# {GOLD: #vˈɔbɔɡ#}
481    | ... | ... | ... | ... | ... | ... | ... | *#wˌʊlkɒːðlˈɑkə# | *#wˌʊlkɒːlˈɑk# | *#wˌulkɔːlˠˈak# {GOLD: >*} | *#vˌulkɔːlˠˈak# | *#vˌulkɔlˠˈak# | *#vulkɔlˠˈak# {GOLD: #vuɾkɔlˠˈak#}
482    | ... | ... | ... | ... | ... | ... | ... | *#wɾˈɒ̃ɾ̃ə# | *#wɾˈɒ̃# | *#wɾˈɔ̃# {GOLD: #βɾˈɑ̃ɾ̃#} | *#vɾˈɔ̃# | *#vɾˈɔ# | *#vɾˈɔ# {GOLD: #vɾˈəɾ#}
483    | ... | ... | ... | ... | ... | ... | ... | *#wˈɒɾnə# | *#wˈɒːrː# | *#wˈɔːr# {GOLD: #βɾˈɑ̃ɾ̃#} | *#vˈaːr# | *#vˈar# | *#vˈar# {GOLD: #vɾˈəɾ#}
484    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vɾˈul# {GOLD: >*} | *#vɾˈul# | *#vɾˈul# | *#vɾˈul# {GOLD: #vɾˈulˠ#}
485    | ... | ... | ... | ... | ... | ... | ... | *#wɪɾˈɑɡɑ# | *#wəɾˈɑɡɑ# | *#wəɾˈaɡa# {GOLD: >*} | *#vəɾˈaɡə# | *#vɾˈaɡə# | *#vɾˈaɡə# {GOLD: #vrˈaɡə#}
486    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌaxnˈit# {GOLD: >*} | *#mˌahnˈit# | *#mˌahnˈit# | *#mahnˈit# {GOLD: #mahnˈit#}
487    | ... | ... | ... | ... | ... | ... | ... | *#mˌɑːtˈɯkɑ# | *#mˌɑːtˈɯkɑ# | *#mˌaːtˈuka# {GOLD: >*} | *#mˌaːtˈukə# | *#mˌatˈukə# | *#matˈukə# {GOLD: #matˈukə#}
488    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌaɾˈɛna# {GOLD: >*} | *#mˌaɾˈɛnə# | *#mˌaɾˈɛnə# | *#maɾˈɛnə# {GOLD: #maɾˈɛnə#}
489    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈak# {GOLD: >*} | *#mˈak# | *#mˈak# | *#mˈak# {GOLD: #mˈak#}
490    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈat͡ʃa# {GOLD: >*} | *#mˈat͡ʃə# | *#mˈat͡ʃə# | *#mˈat͡ʃə# {GOLD: #mˈat͡ʃə#}
491    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈatka# {GOLD: >*} | *#mˈatkə# | *#mˈatkə# | *#mˈatkə# {GOLD: #mˈatkə#}
492    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈat͡sa# {GOLD: >*} | *#mˈat͡sə# | *#mˈat͡sə# | *#mˈat͡sə# {GOLD: #mˈat͡sə#}
493    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈaza# {GOLD: >*} | *#mˈazə# | *#mˈazə# | *#mˈazə# {GOLD: #mˈazə#}
494    | ... | ... | ... | ... | ... | ... | ... | *#mˌɐɡˈɯlɑ# | *#mˌɐɡˈɯːlˠɑ# | *#mˌəɡˈuːlˠa# {GOLD: >*} | *#mˌəɡˈuːlˠə# | *#məɡˈulˠə# | *#məɡˈulˠə# {GOLD: #məɡˈulˠə#}
495    | ... | ... | ... | ... | ... | ... | ... | *#məɾʃˈĩnɑ# | *#məɾʃˈĩnɑ# | *#mɾ̩ʃˈĩna# {GOLD: >*} | *#mɾ̩ʃˈĩnə# | *#mɾ̩ʃˈinə# | *#məɾʃˈinə# {GOLD: #məɾʃˈinə#}
496    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mɾ̩zˈit# {GOLD: >*} | *#mɾ̩zˈit# | *#mɾ̩zˈit# | *#məɾzˈit# {GOLD: #məɾzˈit#}
497    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mɾ̩məɾˈit# {GOLD: >*} | *#mɾ̩məɾˈit# | *#mɾ̩məɾˈit# | *#məɾməɾˈit# {GOLD: #məɾməɾˈit#}
498    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌɛtˈalɛ# {GOLD: >*} | *#mˌɛtˈalɛ# | *#mˌɛtˈalɛ# | *#mɛtˈalɛ# {GOLD: #mɛtˈalɛ#}
499    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈɛlˠa# {GOLD: >*} | *#mˈɛlˠə# | *#mˈɛlˠə# | *#mˈɛlˠə# {GOLD: #mˈɛlˠə#}
500    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈɛɾa# {GOLD: >*} | *#mˈɛɾə# | *#mˈɛɾə# | *#mˈɛɾə# {GOLD: #mˈɛɾə#}
501    | ... | ... | ... | ... | ... | ... | ... | *#mˌiːlˈĩnkɑ# | *#mˌiːlˈĩnɡɑ# | *#mˌiːlˈĩŋɡa# {GOLD: >*} | *#mˌiːlˈĩŋɡə# | *#mˌilˈiŋɡə# | *#milˈiŋɡə# {GOLD: #milˈiŋɡə#}
502    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈita# {GOLD: >*} | *#mˈitə# | *#mˈitə# | *#mˈitə# {GOLD: #mˈitə#}
503    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌɔtɔvˈilɛ# {GOLD: >*} | *#mˌɔtɔvˈilɛ# | *#mˌɔtɔvˈilɛ# | *#mɔtɔvˈilɛ# {GOLD: #mɔtɔvˈilɛ#}
504    | ... | ... | ... | ... | ... | ... | ... | *#mˌɒlðˈikɑ# | *#mˌɒlðˈikɑ# | *#mˌɔlːˈika# {GOLD: >*} | *#mˌɔlːˈikə# | *#mˌɔlˈikə# | *#mɔlˈikə# {GOLD: #mɔlˈikə#}
505    | ... | ... | ... | ... | ... | ... | ... | *#mˌɔːʷðɪlˈitɪ# | *#mˌɔːʷlˈit# | *#mˌɔlˈit# {GOLD: >*} | *#mˌɔlˈit# | *#mˌɔlˈit# | *#mɔlˈit# {GOLD: #mɔlˈit#}
506    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌɔlˈit͡sa# {GOLD: >*} | *#mˌɔlˈit͡sə# | *#mˌɔlˈit͡sə# | *#mɔlˈit͡sə# {GOLD: #mɔlˈit͡sə#}
507    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌɔɾˈat͡ʃa# {GOLD: >*} | *#mˌɔɾˈat͡ʃə# | *#mˌɔɾˈat͡ʃə# | *#mɔɾˈat͡ʃə# {GOLD: #mɔɾˈat͡ʃə#}
508    | ... | ... | ... | ... | ... | ... | ... | *#mˌɒɾˌɑβˈit͡sɑ# | *#mˌɒɾˌɔvˈiːt͡sɑ# | *#mˌɔɾˌɔvˈiːt͡sa# {GOLD: >*} | *#mˌɔɾˌɔvˈiːt͡sə# | *#mˌɔɾˌɔvˈit͡sə# | *#mɔɾɔvˈit͡sə# {GOLD: #mɔɾɔvˈit͡sə#}
509    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌɒrɒvˈinɑ# | *#mˌɔɾɔvˈina# {GOLD: >*} | *#mˌɔɾɔvˈinə# | *#mˌɔɾɔvˈinə# | *#mɔɾɔvˈinə# {GOLD: #mɔɾɔvˈinə#}
510    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌɔɾnˈit͡sa# {GOLD: >*} | *#mˌɔɾnˈit͡sə# | *#mˌɔɾnˈit͡sə# | *#mɔɾnˈit͡sə# {GOLD: #mɔɾnˈit͡sə#}
511    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈɔl# {GOLD: >*} | *#mˈɔl# | *#mˈɔl# | *#mˈɔl# {GOLD: #mˈɔl#}
512    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#mˈɔɾa# {GOLD: >*} | *#mˈɔɾə# | *#mˈɔɾə# | *#mˈɔɾə# {GOLD: #mˈɔɾə#}
513    | ... | ... | ... | ... | ... | ... | ... | ... | *#mˌʊʒˈɪ̃nəskɑ# | *#mˌuʒˈãnska# {GOLD: >*} | *#mˌuʒˈə̃nt͡skə# | *#mˌuʒˈənt͡skə# | *#muʒˈənt͡skə# {GOLD: #muʒˈənt͡skə#}
514    | ... | ... | ... | ... | ... | ... | ... | *#mˈʊzɡɒ# | *#mˈɔːʷzɡɒ# | *#mˈuzɡa# {GOLD: >*} | *#mˈuzɡə# | *#mˈuzɡə# | *#mˈuzɡə# {GOLD: #mˈuzɡə#}
515    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ˌɛmbˈɔɾjɛ# {GOLD: >*} | *#ˌɛmbˈɔɾjɛ# | *#mbˈɔɾjɛ# | *#mbˈɔɾjɛ# {GOLD: #mbˈɔɾjɛ#}
516    | ... | ... | ... | ... | ... | ... | ... | *#ɪ̃nbəxˈɑtɪ# | *#ə̃nbəxˈɑt# | *#ə̃mbəxˈat# {GOLD: >*} | *#əmbəhˈat# | *#mbəhˈat# | *#mbəhˈat# {GOLD: #mbufˈat#}
517    | ... | ... | ... | ... | ... | ... | ... | *#ɪ̃npɾˈazdnə# | *#ə̃npɾˈaːzdn# | *#ə̃mbɾˈaːzn̩# {GOLD: >*} | *#əmbɾˈaːzn̩# | *#mbɾˈazn̩# | *#mbɾˈazən# {GOLD: #mbɾˈazən#}
