etID  | Antique Proto-Albanian | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output {GOLD}
125    | #dˈurrɑt͡ʃum# | *#dˈurːət͡ʃəm# | *#dˈuːrː?# | *#dˈuːr?# | *#dˈur?# | *#dˈur?# {GOLD: #dˈurəs#}
126    | #ˌeːdˌiktˈɑːnioː# | *#ˌeːdˌiktˈɑːɲoː# | *#hˌɛjtˈãːɲ# | *#hˌɛjtˈəːɲ# | *#həjtˈəɲ# | *#həjtˈəɲ# {GOLD: #hɛtˈɔj#}
127    | #ˌekklˈeːsiɑm# | *#ˌekklˈeːsjəm# | *#kkʎˈiːʃj# | *#kkʎˈiːʃj# | *#kkˈiʃj# | *#kcˈiʃj# {GOLD: #kˈiʃə#}
128    | #ˌekkum# | *#ˌekkum# | *#kk# | *#kk# | *#kk# | *#kk# {GOLD: #kə#}
129    | #ˌeksˈɑːmen# | *#ˌeksˈɑːmən# | *#fʃˈãːmn# | *#fʃˈəːmn# | *#fʃˈəmn# | *#fʃˈəmn# {GOLD: #ʃˈɛmə#}
130    | #ˌeksˌɑmputˈɑːnioː# | *#ˌeksˌɑmputˈɑːɲoː# | *#fʃə̃mbətˈãːɲ# | *#fʃə̃mbətˈəːɲ# | *#fʃəmbətˈəɲ# | *#fʃəmbətˈəɲ# {GOLD: #ʃəmtˈɔj#}
131    | #ˌeksˌɑnimˈɑːnioː# | *#ˌeksˌɑnimˈɑːɲoː# | *#fʃə̃nə̃mˈãːɲ# | *#fʃə̃ɾə̃mˈəːɲ# | *#fʃəɾəmˈəɲ# | *#fʃəɾəmˈəɲ# {GOLD: #ʃəmˈɔj#}
132    | #ˌeksˈemplum# | *#ˌeksˈempləm# | *#fʃjˈɛ̃ːmbl# | *#fʃjˈɛ̃ːmbl# | *#fʃjˈɛmbl# | *#fʃjˈɛmbl# {GOLD: #ʃˈɛmbulˠ#}
133    | #ˌeksˈempulum# | *#ˌeksˈempəlːəm# | *#fʃjˈɛ̃ːmblː# | *#fʃjˈɛ̃ːmblˠ# | *#fʃjˈɛmblˠ# | *#fʃjˈɛmblˠ# {GOLD: #ʃˈɛmbulˠ#}
134    | #ˌekshonorˈɑːnioː# | *#ˌekshonorˈɑːɲoː# | *#fʃhə̃nərˈãːɲ# | *#fʃhə̃ɾəɾˈəːɲ# | *#fʃhəɾəɾˈəɲ# | *#fʃhəɾəɾˈəɲ# {GOLD: #t͡ʃndəɾˈɔj#}
135    | #ˌeksˈiɡnioː# | *#ˌeksˈiɲoː# | *#fʃˈɛ̃ːɲ# | *#fʃˈɛ̃ːɲ# | *#fʃˈɛɲ# | *#fʃˈɛɲ# {GOLD: #ʃˈij#}
136    | #ˌekskˌɑbɑllikˈɑːnioː# | *#ˌekskˌɑɑlikˈɑːɲoː# | *#fʃkəəʎkˈãːɲ# | *#fʃkəəʎkˈəːɲ# | *#fʃkəəjkˈəɲ# | *#ft͡ʃkəəjkˈəɲ# {GOLD: #ʃkalkˈɔj#}
137    | #ˌekskˌɑlˈɑːnioː# | *#ˌekskˌɑlːˈɑːɲoː# | *#fʃkəlːˈãːɲ# | *#fʃkəlˠˈəːɲ# | *#fʃkəlˠˈəɲ# | *#ft͡ʃkəlˠˈəɲ# {GOLD: #ʃkalˠˈɔj#}
138    | #ˌekskˌɑmbiˈɑːnioː# | *#ˌekskˌɑmbjˈɑːɲoː# | *#fʃkə̃mbjˈãːɲ# | *#fʃkə̃mbjˈəːɲ# | *#fʃkəmbjˈəɲ# | *#ft͡ʃkəmbjˈəɲ# {GOLD: #ʃkəmbˈɛj#}
139    | #ˌekskˌɑndˈeːnioː# | *#ˌekskˌɑndˈeːɲoː# | *#fʃkə̃ndˈɛ̃ːɲ# | *#fʃkə̃ndˈɛ̃ːɲ# | *#fʃkəndˈɛɲ# | *#ft͡ʃkəndˈɛɲ# {GOLD: #ʃkəndˈɛj#}
140    | #ˌekskˌɑrdiˈɑːnioː# | *#ˌekskˌɑrdjˈɑːɲoː# | *#fʃkərðjˈãːɲ# | *#fʃkəɾðjˈəːɲ# | *#fʃkəɾðjˈəɲ# | *#ft͡ʃkəɾðjˈəɲ# {GOLD: #ʃkaɾzˈɛj#}
141    | #ˌekskˌɑrptˈɑːnioː# | *#ˌekskˌɑrptˈɑːɲoː# | *#fʃkərftˈãːɲ# | *#fʃkəɾftˈəːɲ# | *#fʃkəɾftˈəɲ# | *#ft͡ʃkəɾftˈəɲ# {GOLD: #ʃkaɾtˈɔj#}
142    | #ˌekskˌɑtʰedrˈɑːnioː# | *#ˌekskˌɑtedrˈɑːɲoː# | *#fʃftədrˈãːɲ# | *#fʃftədɾˈəːɲ# | *#fʃftədɾˈəɲ# | *#ft͡ʃftədɾˈəɲ# {GOLD: #ʃkatərˈɔj#}
143    | #ˌekskˌɑwdikˈɑːnioː# | *#ˌekskˌɑwdikˈɑːɲoː# | *#fʃkədəkˈãːɲ# | *#fʃkədəkˈəːɲ# | *#fʃkədəkˈəɲ# | *#ft͡ʃkədəkˈəɲ# {GOLD: #ʃkaɡˈɔj#}
144    | #ˌekskiˈeːnioː# | *#ˌekskjˈeːɲoː# | *#fʃcjˈɛ̃ːɲ# | *#fʃcjˈɛ̃ːɲ# | *#fʃcjˈɛɲ# | *#ft͡ʃcjˈɛɲ# {GOLD: #t͡ʃˈɔj#}
145    | #ˌekskˌipˈeːnioː# | *#ˌekskˌipˈeːɲoː# | *#fʃkəpˈɛ̃ːɲ# | *#fʃkəpˈɛ̃ːɲ# | *#fʃkəpˈɛɲ# | *#ft͡ʃkəpˈɛɲ# {GOLD: #ʃcipˈɔj#}
146    | #ˌeksklˈoppus# | *#ˌeksklˈoppu# | *#fʃkʎˈɔpp# | *#fʃkʎˈɔpp# | *#fʃcˈɔpp# | *#ft͡ʃcˈɔpp# {GOLD: #ʃcˈɛp#}
147    | #ˌekskˈubuloː# | *#ˌekskˈuəlːoː# | *#fʃkˈuːlː# | *#fʃkˈuːlˠ# | *#fʃkˈulˠ# | *#ft͡ʃkˈulˠ# {GOLD: #ʃkˈul#}
148    | #ˌekskˌurtˈɑːnioː# | *#ˌekskˌurtˈɑːɲoː# | *#fʃkərtˈãːɲ# | *#fʃkəɾtˈəːɲ# | *#fʃkəɾtˈəɲ# | *#ft͡ʃkəɾtˈəɲ# {GOLD: #ʃkuɾtˈɔj#}
149    | #ˌekskˈurtum# | *#ˌekskˈurtəm# | *#fʃkˈuːrt# | *#fʃkˈuːɾt# | *#fʃkˈuɾt# | *#ft͡ʃkˈuɾt# {GOLD: #ʃkˈuɾt#}
150    | #ˌeksmˈulɡiɑ# | *#ˌeksmˈulɡjɑ# | *#fʒmˈyːlɟɛ# | *#fʒmˈyːlɟɛ# | *#fʒmˈylɟɛ# | *#fʒmˈylɟɛ# {GOLD: #zmˈɔjlɛ#}
151    | #ˌeksˈossus# | *#ˌeksˈossu# | *#fʃˈɔːʃʃ# | *#fʃˈɔːʃʃ# | *#fʃˈɔʃʃ# | *#fʃˈɔt͡ʃʃ# {GOLD: #ʃˈuʃ#}
152    | #ˌekspˌediːtˈɑːnioː# | *#ˌekspˌediːtˈɑːɲoː# | *#fʃpəətˈãːɲ# | *#fʃpəətˈəːɲ# | *#fʃpəətˈəɲ# | *#ft͡ʃpəətˈəɲ# {GOLD: #ʃpətˈɔj#}
153    | #ˌekspˌedˈiːtus# | *#ˌekspˌedˈiːtu# | *#fʃpˈiːt# | *#fʃpˈiːt# | *#fʃpˈit# | *#ft͡ʃpˈit# {GOLD: #ʃpˈɛjtə#}
154    | #ˌekspˌellɑwˈɑːnioː# | *#ˌekspˌelɑˈɑːɲoː# | *#fʃpəlˈãːɲ# | *#fʃpəlˈəːɲ# | *#fʃpəlˈəɲ# | *#ft͡ʃpəlˈəɲ# {GOLD: #ʃpəlˈaj#}
155    | #ˌekspˌerlɑwˈɑːnioː# | *#ˌekspˌelːɑˈɑːɲoː# | *#fʃpəlːˈãːɲ# | *#fʃpəlˠˈəːɲ# | *#fʃpəlˠˈəɲ# | *#ft͡ʃpəlˠˈəɲ# {GOLD: #ʃpəɾlˈaj#}
156    | #ˌeksplikˈɑːnioː# | *#ˌeksplikˈɑːɲoː# | *#fʃpʎkˈãːɲ# | *#fʃpʎkˈəːɲ# | *#fʃpjkˈəɲ# | *#ft͡ʃpjkˈəɲ# {GOLD: #ʃpjɛɡˈɔj#}
157    | #ˌeksrˌiːmˈɑːnioː# | *#ˌeksrˌiːmˈɑːɲoː# | *#fʒrə̃mˈãːɲ# | *#fʒɾə̃mˈəːɲ# | *#fʒɾəmˈəɲ# | *#fʒɾəmˈəɲ# {GOLD: #hɛɾmˈɔj#}
158    | #ˌekstˌenuˈɑːnioː# | *#ˌekstˌenwˈɑːɲoː# | *#fʃtə̃nwˈãːɲ# | *#fʃtə̃nwˈəːɲ# | *#fʃtənwˈəɲ# | *#ft͡ʃtənwˈəɲ# {GOLD: #ʃtəɾˈɔj#}
159    | #ˌekstrˈuːdoː# | *#ˌekstrˈuːdoː# | *#fʃtrˈy# | *#fʃtɾˈy# | *#fʃtɾˈy# | *#ft͡ʃtɾˈy# {GOLD: #ʃtɾˈyð#}
160    | #ˌeksˌunɡulˈɑːnioː# | *#ˌeksˌunɡulːˈɑːɲoː# | *#fʃə̃nɡəlːˈãːɲ# | *#fʃə̃nɡəlˠˈəːɲ# | *#fʃənɡəlˠˈəɲ# | *#fʃənɡəlˠˈəɲ# {GOLD: #ʃuŋɡulˠˈɔj#}
161    | #ˌekswˌiɡilˈɑːnioː# | *#ˌekswˌiɡilːˈɑːɲoː# | *#fʃwəɡəlːˈãːɲ# | *#fʃwəɡəlˠˈəːɲ# | *#fʃwəɡəlˠˈəɲ# | *#fʃwəɡəlˠˈəɲ# {GOLD: #zɟˈɔj#}
162    | #ˈeːkʰum# | *#ˈeːkəm# | *#hˈɛk# | *#hˈɛk# | *#hˈɛk# | *#hˈɛk# {GOLD: #jˈɛh#}
163    | #ˌelˈeɡiːɑ# | *#ˌeʎˈeɡjɑ# | *#ʎˈiɟɛ# | *#ʎˈiɟɛ# | *#jˈiɟɛ# | *#jˈiɟɛ# {GOLD: #lˈiɟɛ#}
164    | #ˌeleːmˈosynɑ# | *#ˌeʎeːmˈosənɑ# | *#ʎə̃mˈɔːʒnə# | *#ʎə̃mˈɔːʒnə# | *#jəmˈɔʒnə# | *#jəmˈɔʒnə# {GOLD: #ləmˈɔʃtəɾ#}
165    | #ˌepˌiskˈopus# | *#ˌepˌiskˈopu# | *#pəʃkˈɔp# | *#pəʃkˈɔp# | *#pəʃkˈɔp# | *#pət͡ʃkˈɔp# {GOLD: #pɛʃkˈɔp#}
166    | #ˌepˈiskopus# | *#ˌepˈiskəpu# | *#pˈɛːʃkp# | *#pˈɛːʃkp# | *#pˈɛʃkp# | *#pˈɛt͡ʃkp# {GOLD: #upˈɛʃkəp#}
167    | #ˌeːrˌɑːdikˈɑːnioː# | *#ˌeːrˌɑːdikˈɑːɲoː# | *#rəəkˈãːɲ# | *#ɾəəkˈəːɲ# | *#ɾəəkˈəɲ# | *#ɾəəkˈəɲ# {GOLD: #rəɟˈɔj#}
168    | #ˈeːremum# | *#ˈeːrəməm# | *#hˈɛːrmb# | *#hˈɛːɾmb# | *#hˈɛɾmb# | *#hˈɛɾmb# {GOLD: #jˈɛɾm#}
169    | #ˌerˌeːmˈiːtum# | *#ˌerˌeːmˈiːtəm# | *#rə̃mˈit# | *#ɾə̃mˈit# | *#ɾəmˈit# | *#ɾəmˈit# {GOLD: #rəmˈit#}
170    | #ˌeːrˈiːkium# | *#ˌeːrˈiːkjəm# | *#rˈicj# | *#ɾˈicj# | *#ɾˈicj# | *#ɾˈicj# {GOLD: #iɾˈic#}
171    | #ˌeruˈillɑ# | *#ˌerbˈilɑ# | *#hərbˈɛːlə# | *#həɾbˈɛːlə# | *#həɾbˈɛlə# | *#həɾbˈɛlə# {GOLD: #rˈylə#}
172    | #ˈeːskɑm# | *#ˈeːskəm# | *#hˈiːʃk# | *#hˈiːʃk# | *#hˈiʃk# | *#hˈit͡ʃk# {GOLD: #ˈɛʃkə#}
173    | #ˌet# | *#ˌet# | *#t# | *#t# | *#t# | *#t# {GOLD: #ɛ#}
174    | #ˌeːwɑnɡˈelum# | *#ˌeːɑnɡˈelːəm# | *#hãnɟjˈɛːlː# | *#hə̃nɟjˈɛːlˠ# | *#hənɟjˈɛlˠ# | *#hənɟjˈɛlˠ# {GOLD: #uɲɟˈilˠ#}
175    | #fˈɑbrikɑ# | *#fˈɑrəkɑ# | *#fˈaːrkə# | *#fˈaːɾkə# | *#fˈaɾkə# | *#fˈaɾkə# {GOLD: #fˈaɾkə#}
176    | #fˌɑbrikˈɑːnioː# | *#fˌɑrikˈɑːɲoː# | *#fərkˈãːɲ# | *#fəɾkˈəːɲ# | *#fəɾkˈəɲ# | *#fəɾkˈəɲ# {GOLD: #faɾkˈɔj#}
177    | #fˈɑːɡus# | *#fˈɑːɡu# | *#fˈaɡ# | *#fˈaɡ# | *#fˈaɡ# | *#fˈaɡ# {GOLD: #fˈaɡ#}
178    | #fˌɑllˈeːnioː# | *#fˌɑlˈeːɲoː# | *#fəlˈɛ̃ːɲ# | *#fəlˈɛ̃ːɲ# | *#fəlˈɛɲ# | *#fəlˈɛɲ# {GOLD: #fəjˈɛj#}
179    | #fˈɑllium# | *#fˈɑlːəm# | *#fˈaːlː# | *#fˈaːlˠ# | *#fˈalˠ# | *#fˈalˠ# {GOLD: #fˈaj#}
180    | #fˌɑlkˈiːneɑ# | *#fˌɑlkˈiːɲɑ# | *#fəlcˈĩːɲə# | *#fəlcˈĩːɲə# | *#fəlcˈiɲə# | *#fəlcˈiɲə# {GOLD: #fəlcˈiɲə#}
181    | #fˌɑlkˈoːnem# | *#fˌɑlkˈoːnəm# | *#fəlcˈɛ̃ː# | *#fəlcˈɛ̃ː# | *#fəlcˈɛ# | *#fəlcˈɛ# {GOLD: #fajkˈua̯#}
182    | #fˈɑkieːs# | *#fˈɑkjeː# | *#fˈɛcj# | *#fˈɛcj# | *#fˈɛcj# | *#fˈɛcj# {GOLD: #fˈacɛ#}
183    | #fˌɑktˈuːrɑm# | *#fˌɑktˈuːrəm# | *#fəftˈyːr# | *#fəftˈyːɾ# | *#fəftˈyɾ# | *#fəftˈyɾ# {GOLD: #fytˈyɾə#}
184    | #fˈɑːmɑ# | *#fˈɑːmɑ# | *#fˈãːmə# | *#fˈəːmbə# | *#fˈəmbə# | *#fˈəmbə# {GOLD: #fˈamə#}
185    | #fˌɑmˈiliɑm# | *#fˌɑmˈiʎəm# | *#fə̃mˈiːʎ# | *#fə̃mˈiːʎ# | *#fəmˈij# | *#fəmˈij# {GOLD: #fəmˈijə#}
186    | #fˈɑmulum# | *#fˈɑməlːəm# | *#fˈãːmlː# | *#fˈəːmlˠ# | *#fˈəmlˠ# | *#fˈəmlˠ# {GOLD: #fˈamulˠ#}
187    | #fˌɑːrinˈɑːnioː# | *#fˌɑːrinˈɑːɲoː# | *#fərə̃nˈãːɲ# | *#fəɾə̃ɾˈəːɲ# | *#fəɾəɾˈəɲ# | *#fəɾəɾˈəɲ# {GOLD: #fərˈɔj#}
188    | #fˌɑːrinˈɑːtɑ# | *#fˌɑːrinˈɑːtɑ# | *#fərə̃nˈatə# | *#fəɾə̃ɾˈatə# | *#fəɾəɾˈatə# | *#fəɾəɾˈatə# {GOLD: #fərˈatə#}
189    | #fˈɑrmɑkum# | *#fˈɑrməkəm# | *#fˈaːrmɡ# | *#fˈaːɾmɡ# | *#fˈaɾmɡ# | *#fˈaɾmɡ# {GOLD: #fˈaɾmək#}
190    | #fˈɑskiɑm# | *#fˈɑskjəm# | *#fˈɛːʃcj# | *#fˈɛːʃcj# | *#fˈɛʃcj# | *#fˈɛt͡ʃcj# {GOLD: #fˈaʃcə#}
191    | #fˌɑskiˈolɑm# | *#fˌɑskjˈolːəm# | *#fəʃcjˈɔːlː# | *#fəʃcjˈɔːlˠ# | *#fəʃcjˈɔlˠ# | *#fət͡ʃcjˈɔlˠ# {GOLD: #fcˈɔlˠə#}
192    | #fˌolliˈolɑm# | *#fˌolːˈolːəm# | *#fəlːˈɔːlː# | *#fəlˠˈɔːlˠ# | *#fəlˠˈɔlˠ# | *#fəlˠˈɔlˠ# {GOLD: #fjˈɔlˠə#}
193    | #fˌiːleːˈolɑm# | *#fˌiːʎˈolːəm# | *#fəʎˈɔːlː# | *#fəʎˈɔːlˠ# | *#fəjˈɔlˠ# | *#fəjˈɔlˠ# {GOLD: #fjˈɔlˠə#}
194    | #fˌɑbulˈɑːtioː# | *#fˌɑulːˈɑːtjoː# | *#fəəlːˈɛ?# | *#fəəlˠˈɛ?# | *#fəəlˠˈɛ?# | *#fəəlˠˈɛ?# {GOLD: #flˈas#}
195    | #fˈɑːtum# | *#fˈɑːtəm# | *#fˈat# | *#fˈat# | *#fˈat# | *#fˈat# {GOLD: #fˈat#}
196    | #fˌɑwˈɑliɑm# | *#fˌɑˈɑʎəm# | *#fˈɛːʎ# | *#fˈɛːʎ# | *#fˈɛj# | *#fˈɛj# {GOLD: #fˈɛlə#}
197    | #fˌebruˈɑːrium# | *#fˌebrbˈɑːrjəm# | *#fəbrbˈɛːrj# | *#fəbɾbˈɛːɾj# | *#fəbɾbˈɛɾj# | *#fəbɾbˈɛɾj# {GOLD: #fɾˈua̯ɾ#}
198    | #fˈeːminɑm# | *#fˈeːmənəm# | *#fˈɛ̃ːmn# | *#fˈɛ̃ːmn# | *#fˈɛmn# | *#fˈɛmn# {GOLD: #fˈɛməɾ#}
199    | #fˌenˈestrɑm# | *#fˌenˈestrəm# | *#fə̃njˈɛːʃtr# | *#fə̃njˈɛːʃtɾ# | *#fənjˈɛʃtɾ# | *#fənjˈɛt͡ʃtɾ# {GOLD: #fəɲˈɛʃtəɾ#}
200    | #fˌerrˈuskum# | *#fˌerːˈuskəm# | *#fərːˈuːʃk# | *#fərˈuːʃk# | *#fərˈuʃk# | *#fərˈut͡ʃk# {GOLD: #fɾˈuʃkə#}
201    | #fˌeːtˈoːsum# | *#fˌeːtˈoːsəm# | *#fətˈɛːʃ# | *#fətˈɛːʃ# | *#fətˈɛʃ# | *#fətˈɛʃ# {GOLD: #fˈɔʃ#}
202    | #fˈidem# | *#fˈidəm# | *#fˈɛd# | *#fˈɛd# | *#fˈɛd# | *#fˈɛd# {GOLD: #fˈɛ#}
203    | #fˌidˈɑːnioː# | *#fˌidˈɑːɲoː# | *#fˈãːɲ# | *#fˈəːɲ# | *#fˈəɲ# | *#fˈəɲ# {GOLD: #fɛjˈɔj#}
204    | #fˈiːkum# | *#fˈiːkəm# | *#fˈik# | *#fˈik# | *#fˈik# | *#fˈik# {GOLD: #fˈik#}
205    | #fˌiːliˈɑːnum# | *#fˌiːʎˈɑːnəm# | *#fəʎˈãː# | *#fəʎˈəː# | *#fəjˈə# | *#fəjˈə# {GOLD: #fˈijə#}
206    | #fˈilikɑm# | *#fˈiʎəkəm# | *#fˈiːʎk# | *#fˈiːʎk# | *#fˈijk# | *#fˈijk# {GOLD: #fˈɛjkə#}
207    | #fˌiliˈɑster# | *#fˌiʎˈɑstər# | *#fəʎˈaːʃtr# | *#fəʎˈaːʃtɾ# | *#fəjˈaʃtɾ# | *#fəjˈat͡ʃtɾ# {GOLD: #θjˈɛʃtəɾ#}
208    | #fˌilikˈeːtum# | *#fˌiʎikˈeːtəm# | *#fəʎcˈɛt# | *#fəʎcˈɛt# | *#fəjcˈɛt# | *#fəjcˈɛt# {GOLD: #fulcˈɛt#}
209    | #fˈiːlum# | *#fˈiːlːəm# | *#fˈiːlː# | *#fˈiːlˠ# | *#fˈilˠ# | *#fˈilˠ# {GOLD: #fˈilˠ#}
210    | #fˌiriɡilˈiːnum# | *#fˌiriɡiʎˈiːnəm# | *#fərɡəʎˈĩː# | *#fəɾɡəʎˈĩː# | *#fəɾɡəjˈi# | *#fəɾɡəjˈi# {GOLD: #flˈi#}
211    | #fˌistˈikulɑ# | *#fˌistˈikəlːɑ# | *#fəʃtˈɛklːə# | *#fəʃtˈɛklˠə# | *#fəʃtˈɛklˠə# | *#fət͡ʃtˈɛklˠə# {GOLD: #fʃˈikulˠ#}
212    | #fˌistulˈɑːnioː# | *#fˌistulːˈɑːɲoː# | *#fəʃtəlːˈãːɲ# | *#fəʃtəlˠˈəːɲ# | *#fəʃtəlˠˈəɲ# | *#fət͡ʃtəlˠˈəɲ# {GOLD: #fiʃkəlˠˈɔj#}
213    | #flˈɑkulɑ# | *#flˈɑkəlːɑ# | *#flˈaklːə# | *#flˈaklˠə# | *#flˈaklˠə# | *#flˈaklˠə# {GOLD: #flˈakə#}
214    | #fˈɑkulɑ# | *#fˈɑkəlːɑ# | *#fˈaklːə# | *#fˈaklˠə# | *#fˈaklˠə# | *#fˈaklˠə# {GOLD: #flˈakə#}
215    | #flˈɑkulɑ# | *#flˈɑkəlːɑ# | *#flˈaklːə# | *#flˈaklˠə# | *#flˈaklˠə# | *#flˈaklˠə# {GOLD: #flˈakəɾa#}
216    | #flˈɑːmen# | *#flˈɑːmən# | *#flˈãːmn# | *#flˈəːmn# | *#flˈəmn# | *#flˈəmn# {GOLD: #flˈamə#}
217    | #flˈɑskɑm# | *#flˈɑskəm# | *#flˈaːʃk# | *#flˈaːʃk# | *#flˈaʃk# | *#flˈat͡ʃk# {GOLD: #flˈaʃkə#}
218    | #flˈokkus# | *#flˈokku# | *#flˈɔkk# | *#flˈɔkk# | *#flˈɔkk# | *#flˈɔkk# {GOLD: #flˈɔk#}
219    | #flˌorˈiːnum# | *#flˌorˈiːnəm# | *#flərˈĩː# | *#fləɾˈĩː# | *#fləɾˈi# | *#fləɾˈi# {GOLD: #flɔɾˈi#}
220    | #flˌuktulˈɑːnioː# | *#flˌuktulːˈɑːɲoː# | *#fləftəlːˈãːɲ# | *#fləftəlˠˈəːɲ# | *#fləftəlˠˈəɲ# | *#fləftəlˠˈəɲ# {GOLD: #flutuɾˈɔj#}
221    | #fˌoliˈɑːtɑm# | *#fˌoʎˈɑːtəm# | *#fəʎˈat# | *#fəʎˈat# | *#fəjˈat# | *#fəjˈat# {GOLD: #fɔjlˈɛtə#}
222    | #fˌormˈellɑm# | *#fˌormˈeləm# | *#fərmjˈɛːl# | *#fəɾmjˈɛːl# | *#fəɾmjˈɛl# | *#fəɾmjˈɛl# {GOLD: #fˈɔɾbəl#}
223    | #fˈornikem# | *#fˈornəkəm# | *#fˈɔːrnɡ# | *#fˈɔːrɡ# | *#fˈɔrɡ# | *#fˈɔrɡ# {GOLD: #fˈuric#}
224    | #fˈortem# | *#fˈortəm# | *#fˈɔːrt# | *#fˈɔːɾt# | *#fˈɔɾt# | *#fˈɔɾt# {GOLD: #fˈɔɾtə#}
225    | #fˌortˈuːnɑm# | *#fˌortˈuːnəm# | *#fərtˈỹː# | *#fəɾtˈỹː# | *#fəɾtˈy# | *#fəɾtˈy# {GOLD: #fuɾtˈunə#}
226    | #fˈossɑ# | *#fˈossɑ# | *#fˈɔːʃʃə# | *#fˈɔːʃʃə# | *#fˈɔʃʃə# | *#fˈɔt͡ʃʃə# {GOLD: #fˈuʃə#}
227    | #fˌossˈɑːtum# | *#fˌossˈɑːtəm# | *#fəʃʃˈat# | *#fəʃʃˈat# | *#fəʃʃˈat# | *#fət͡ʃʃˈat# {GOLD: #fʃˈat#}
228    | #frˈɑksinus# | *#frˈɑksənu# | *#frˈaːfʒn# | *#fɾˈaːfʒn# | *#fɾˈafʒn# | *#fɾˈafʒn# {GOLD: #fɾˈaʃəɾ#}
229    | #frˈeːnɑ# | *#frˈeːnɑ# | *#frˈɛ̃ːnə# | *#fɾˈɛ̃ːɾə# | *#fɾˈɛɾə# | *#fɾˈɛɾə# {GOLD: #fɾˈɛɾə#}
230    | #frˈeːnum# | *#frˈeːnəm# | *#frˈɛ̃ː# | *#fɾˈɛ̃ː# | *#fɾˈɛ# | *#fɾˈɛ# {GOLD: #fɾˈɛ#}
231    | #frˌiːɡˈonioː# | *#frˌiːɡˈoɲoː# | *#frɡˈɔ̃ːɲ# | *#fɾɡˈɔ̃ːɲ# | *#fɾɡˈɔɲ# | *#fɾɡˈɔɲ# {GOLD: #fəɾɡˈɔj#}
232    | #frˌiːɡulˈɑːnioː# | *#frˌiːɡulːˈɑːɲoː# | *#frɡəlːˈãːɲ# | *#fɾɡəlˠˈəːɲ# | *#fɾɡəlˠˈəɲ# | *#fɾɡəlˠˈəɲ# {GOLD: #fəɾɡəlˠˈɔj#}
233    | #frˌikˈɑːnioː# | *#frˌikˈɑːɲoː# | *#frkˈãːɲ# | *#fɾkˈəːɲ# | *#fɾkˈəɲ# | *#fɾkˈəɲ# {GOLD: #fəɾkˈɔj#}
234    | #frˌiktˈɑːriɑm# | *#frˌiktˈɑːrjəm# | *#frəjtˈɛːrj# | *#fɾəjtˈɛːɾj# | *#fɾəjtˈɛɾj# | *#fɾəjtˈɛɾj# {GOLD: #fultˈɛɾɛ#}
235    | #frˈuːktum# | *#frˈuːktəm# | *#frˈyːft# | *#fɾˈyːft# | *#fɾˈyft# | *#fɾˈyft# {GOLD: #fɾˈyt#}
236    | #fˈulkium# | *#fˈulkjəm# | *#fˈyːlcj# | *#fˈyːlcj# | *#fˈylcj# | *#fˈylcj# {GOLD: #fucˈi#}
237    | #fˌundˈɑːriɑm# | *#fˌundˈɑːrjəm# | *#fə̃ndˈɛːrj# | *#fə̃ndˈɛːɾj# | *#fəndˈɛɾj# | *#fəndˈɛɾj# {GOLD: #fənˈɛɾ#}
238    | #fˈundum# | *#fˈundəm# | *#fˈũːnd# | *#fˈũːnd# | *#fˈund# | *#fˈund# {GOLD: #fˈund#}
239    | #fˈurkɑm# | *#fˈurkəm# | *#fˈuːrk# | *#fˈuːɾk# | *#fˈuɾk# | *#fˈuɾk# {GOLD: #fˈuɾkə#}
240    | #fˈurnum# | *#fˈurnəm# | *#fˈuːrn# | *#fˈuːɾn# | *#fˈuɾn# | *#fˈuɾn# {GOLD: #fˈur#}
241    | #fˈuskinɑm# | *#fˈuskənəm# | *#fˈuːʃkn# | *#fˈuːʃkn# | *#fˈuʃkn# | *#fˈut͡ʃkn# {GOLD: #fˈuʒɲə#}
242    | #fˌuskinˈɑːrius# | *#fˌuskinˈɑːrju# | *#fəʃkə̃nˈɛːrj# | *#fəʃkə̃ɾˈɛːɾj# | *#fəʃkəɾˈɛɾj# | *#fət͡ʃkəɾˈɛɾj# {GOLD: #fuʒɲˈaɾ#}
243    | #fˈustulum# | *#fˈustəlːəm# | *#fˈuːʃtlː# | *#fˈuːʃtlˠ# | *#fˈuʃtlˠ# | *#fˈut͡ʃtlˠ# {GOLD: #fˈuʃtulˠ#}
244    | #fˈutuoː# | *#fˈutwoː# | *#fˈutw# | *#fˈutw# | *#fˈutw# | *#fˈutw# {GOLD: #fˈut#}
245    | #ɡˈɑlbinum# | *#ɡˈɑlbənəm# | *#ɡˈaːlbn# | *#ɡˈaːlbn# | *#ɡˈalbn# | *#ɡˈalbn# {GOLD: #ɟˈɛlbəɾ#}
246    | #ɡˈɑlɡulum# | *#ɡˈɑlɡəlːəm# | *#ɡˈaːlɡlː# | *#ɡˈaːlɡlˠ# | *#ɡˈalɡlˠ# | *#ɡˈalɡlˠ# {GOLD: #ɡˈaɾɡulˠ#}
247    | #ɡˌɑlliˈɑːtiɑ# | *#ɡˌɑlːˈɑːtjɑ# | *#ɡəlːˈɛ?ə# | *#ɡəlˠˈɛ?ə# | *#ɡəlˠˈɛ?ə# | *#ɡəlˠˈɛ?ə# {GOLD: #ɡlˈasə#}
