etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
66     | #bˈolɑ# | *#bˈɒlɑ# | *#bˈolɑ# | *#bˈola# | *#bˈɔla# | *#bˈɔːlˠa# | *#bˈɔːlˠə# {GOLD: >*} | *#bˈɔːlˠə# {GOLD: >*} | *#bˈɔlˠə# {GOLD: >*} | *#bˈɔlˠə# {GOLD: #bˈɔlˠə#}
67     | #brˈɑːkae̯# | *#brˈɑːkɛ# | *#brˈɑkɛ# | *#brˈecɪ# | *#bɾˈecɪ# | *#bɾˈɛcə# | *#bɾˈɛc# {GOLD: >*} | *#bɾˈɛc# {GOLD: >*} | *#bɾˈɛc# {GOLD: >*} | *#bɾˈɛc# {GOLD: #bɾˈɛkə#}
68     | #brˈokkɑ# | *#brˈɒkkɑ# | *#brˈokkɑ# | *#brˈokka# | *#bɾˈɔka# | *#bɾˈɔka# | *#bɾˈɔkə# {GOLD: >*} | *#bɾˈɔkə# {GOLD: >*} | *#bɾˈɔkə# {GOLD: >*} | *#bɾˈɔkə# {GOLD: #pɾˈɔkə#}
69     | #brˈoːtɑskɑm# | *#brˈoːtɑskɑ# | *#brˈøskɑ# | *#brˈøska# | *#bɾˈœʃka# | *#bɾˈɛːʃka# | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: #bɾˈɛʃkə#}
70     | #brˈoːskɑm# | *#brˈoːskɑ# | *#brˈøskɑ# | *#brˈøska# | *#bɾˈœʃka# | *#bɾˈɛːʃka# | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛːʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: >*} | *#bɾˈɛʃkə# {GOLD: #bɾˈɛʃkə#}
71     | #brˈuːmɑm# | *#brˈuːmɑ# | *#brˈymɑ# | *#brˈyma# | *#bɾˈỹma# | *#bɾˈỹma# | *#bɾˈỹmə# {GOLD: >*} | *#bɾˈỹmə# {GOLD: >*} | *#bɾˈymə# {GOLD: >*} | *#bɾˈymə# {GOLD: #bɾˈymə#}
72     | #bˌubulkˈeːnsum# | *#bˌʊβʊlkˈeːnsʊ# | *#bˌuβulkˈesu# | *#bˌuulcˈesu# | *#bˌulcˈeʃu# | *#bˌulcˈɛːʃə# | *#bˌult͡ʃˈɛːʃ# {GOLD: >*} | *#bˌult͡ʃˈɛːʃ# {GOLD: >*} | *#bult͡ʃˈɛʃ# {GOLD: >*} | *#bult͡ʃˈɛʃ# {GOLD: #bult͡ʃˈɛʃ#}
73     | #bˌubˈulkum# | *#bˌʊβˈʊlkʊ# | *#bˌuβˈulku# | *#bˌuˈulku# | *#bəˈuːlku# | *#bəˈuːlkə# | *#bˈuːʎk# {GOLD: >*} | *#bˈuːʎk# {GOLD: #bˈuʎk#} | *#bˈujk# {GOLD: >*} | *#bˈujk# {GOLD: #bˈujk#}
74     | #bˌubˈulkiː# | *#bˌʊβˈʊlki# | *#bˌuβˈulki# | *#bˌuˈulcɪ# | *#bəˈuːlcɪ# | *#bəˈuːlcə# | *#bˈuːlc# {GOLD: >*} | *#bˈuːlc# {GOLD: >*} | *#bˈulc# {GOLD: >*} | *#bˈulc# {GOLD: #bˈulc#}
75     | #bˈuːfum# | *#bˈufʊ# | *#bˈufu# | *#bˈufu# | *#bˈufu# | *#bˈuːfə# | *#bˈuːf# {GOLD: >*} | *#bˈuːf# {GOLD: >*} | *#bˈuf# {GOLD: >*} | *#bˈuf# {GOLD: #bˈuf#}
76     | #bˈullɑm# | *#bˈʊllɑ# | *#bˈulːɑ# | *#bˈulːa# | *#bˈulːa# | *#bˈuːlːa# | *#bˈuːlːə# {GOLD: >*} | *#bˈuːlːə# {GOLD: >*} | *#bˈulə# {GOLD: >*} | *#bˈulə# {GOLD: #bˈulə#}
77     | #bˈukkɑm# | *#bˈʊkkɑ# | *#bˈukkɑ# | *#bˈukka# | *#bˈuka# | *#bˈuka# | *#bˈukə# {GOLD: #bˈukə#} | *#bˈukə# {GOLD: >*} | *#bˈukə# {GOLD: >*} | *#bˈukə# {GOLD: #bˈukə#}
78     | #bˈuksum# | *#bˈʊksʊ# | *#bˈuksu# | *#bˈuksu# | *#bˈukʃu# | *#bˈuːʃə# | *#bˈuːʃ# {GOLD: >*} | *#bˈuːʃ# {GOLD: >*} | *#bˈuʃ# {GOLD: >*} | *#bˈuʃ# {GOLD: #bˈuʃ#}
79     | #bˈurɡum# | *#bˈʊrɡʊ# | *#bˈurɡu# | *#bˈurɡu# | *#bˈuɾɡu# | *#bˈuːɾɡə# | *#bˈuːɾɡ# {GOLD: >*} | *#bˈuːɾɡ# {GOLD: >*} | *#bˈuɾɡ# {GOLD: >*} | *#bˈuɾɡ# {GOLD: #bˈuɾɡ#}
80     | #bˈuttem# | *#bˈʊttɛ# | *#bˈuttɛ# | *#bˈuttɪ# | *#bˈutɪ# | *#bˈutə# | *#bˈut# {GOLD: >*} | *#bˈut# {GOLD: >*} | *#bˈut# {GOLD: >*} | *#bˈut# {GOLD: #bˈut#}
81     | #dˈae̯monem# | *#dˈɛmʊnɛ# | *#dˈɛmunɛ# | *#dˈɛmɑ̃ɾ̃ɪ# | *#dˈɛ̃mɐɾ̃ɪ# | *#dˈɛ̃mɐɾ̃ə# | *#dˈɛ̃məɾ̃# {GOLD: #djˈɛ̃mə̃ɾ̃ə#} | *#dˈɛ̃məɾ̃# {GOLD: >*} | *#dˈɛməɾ# {GOLD: >*} | *#dˈɛməɾ# {GOLD: #djˈɛməɾ#}
82     | #dˌɑmnˈɑːnioː# | *#dˌɑmnˈɒːnju# | *#dˌɑmnˈoɲu# | *#dˌamnˈoɲu# | *#dˌãmnˈɔ̃ɲu# | *#dˌãnːˈɔ̃ɲə# | *#dˌʌ̃nːˈɔ̃ɲ# {GOLD: #dəmnˈɔ̃ɲ#} | *#dˌə̃nˈɔ̃ɲ# {GOLD: >*} | *#dənˈɔɲ# {GOLD: >*} | *#dənˈɔj# {GOLD: #dənˈɔj#}
83     | #dˈɑmnum# | *#dˈɑmnʊ# | *#dˈɑmnu# | *#dˈamnu# | *#dˈãmnu# | *#dˈãmə# | *#dˈʌ̃m# {GOLD: #dˈɑ̃m#} | *#dˈə̃m# {GOLD: >*} | *#dˈəm# {GOLD: >*} | *#dˈəm# {GOLD: #dˈəm#}
84     | #dˌeːbitˈɑːnioː# | *#dˌeːβʊtˈɒːnju# | *#dˌeβutˈoɲu# | *#dˌewutˈoɲu# | *#dˌeːtˈɔ̃ɲu# | *#dˌɛːtˈɔ̃ɲə# | *#dˌɛːtˈɔ̃ɲ# {GOLD: >*} | *#dˌɛːtˈɔ̃ɲ# {GOLD: #dɛtˈɔ̃ɲ#} | *#dɛtˈɔɲ# {GOLD: >*} | *#dɛtˈɔj# {GOLD: #dɛtˈɔj#}
85     | #dˌeːbitˈoːrem# | *#dˌeːβʊtˈɒrɛ# | *#dˌeβutˈorɛ# | *#dˌewutˈorɪ# | *#dˌeːtˈɔɾɪ# | *#dˌɛːtˈuo̯ɾə# | *#dˌɛːtˈuo̯ɾ# {GOLD: #dɛtˈuo̯ɾ#} | *#dˌɛːtˈua̯ɾ# {GOLD: >*} | *#dɛtˈua̯ɾ# {GOLD: #dɛtˈua̯ɾ#} | *#dɛtˈua̯ɾ# {GOLD: #dɛtˈua̯ɾ#}
86     | #dˌeːbitˌoːrˈitium# | *#dˌeːβʊtˈɒrɪt͡ʃjʊ# | *#dˌeβutˈoret͡ʃju# | *#dˌewutˈorɪt͡ʃu# | *#dˌeːtˈɔɾɪsu# | *#dˌɛːtˈɔːɾəsə# | *#dˌɛːtˈɔːɾəs# {GOLD: >*} | *#dˌɛːtˈɔːɾəs# {GOLD: >*} | *#dɛtˈɔɾəs# {GOLD: #dətˈɔɾəs#} | *#dɛtˈɔɾəs# {GOLD: #dɛtˈɔɾəs#}
87     | #dˌeːbitˈuːrɑm# | *#dˌeːβʊtˈuːrɑ# | *#dˌeβutˈyrɑ# | *#dˌewutˈyra# | *#dˌeːtˈyɾa# | *#dˌɛːtˈyːɾa# | *#dˌɛːtˈyːɾə# {GOLD: >*} | *#dˌɛːtˈyːɾə# {GOLD: >*} | *#dɛtˈyɾə# {GOLD: >*} | *#dɛtˈyɾə# {GOLD: #dɛtˈyɾə#}
88     | #dˌeːlˌiːberˈɑːnioː# | *#dˌeːlˌiβɛrˈɒːnju# | *#dˌelˌiβɛrˈoɲu# | *#dˌelˌiwɪrˈoɲu# | *#dɪlˌiːɾˈɔ̃ɲu# | *#dəlˌiːɾˈɔ̃ɲə# | *#dəlˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəlˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəliɾˈɔɲ# {GOLD: >*} | *#dəliɾˈɔj# {GOLD: #dəliɾˈɔj#}
89     | #dˌeːkˌɑptˈɑːnioː# | *#dˌeːkˌɑptˈɒːnju# | *#dˌekˌɑptˈoɲu# | *#dˌekˌaptˈoɲu# | *#dɪkˌaptˈɔ̃ɲu# | *#dəkˌatˈɔ̃ɲə# | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkatˈɔɲ# {GOLD: #dikətˈɔɲ#} | *#dəkatˈɔj# {GOLD: #diktˈɔj#}
90     | #dˌeːpˌenetrˈɑːnioː# | *#dˌeːpˌɛnɛtrˈɒːnju# | *#dˌepˌɛnɛtrˈoɲu# | *#dˌepˌɑ̃ɾ̃ɪtrˈoɲu# | *#dɪpˌɑ̃ɾ̃ɪtɾˈɔ̃ɲu# | *#dəpˌɑ̃ɾtˈɔ̃ɲə# | *#dəpɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#dəpɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#dəpɾ̩tˈɔɲ# {GOLD: >*} | *#dəpəɾtˈɔj# {GOLD: #dɛpəɾtˈɔj#}
91     | #dˌeːpˌositˈɑːnioː# | *#dˌeːpˌʊsɪtˈɒːnju# | *#dˌepˌustˈoɲu# | *#dˌepˌustˈoɲu# | *#dɪpəʃtˈɔ̃ɲu# | *#dəpəʃtˈɔ̃ɲə# | *#dəʃtˈɔ̃ɲ# {GOLD: >*} | *#dəʃtˈɔ̃ɲ# {GOLD: >*} | *#dəʃtˈɔɲ# {GOLD: >*} | *#dəʃtˈɔj# {GOLD: #dəʃtˈɔj#}
92     | #dˌeːrˌɑːmˈɑːnioː# | *#dˌeːrˌɑːmˈɒːnju# | *#dˌerˌɑmˈoɲu# | *#dˌerˌamˈoɲu# | *#dɪɾə̃mˈɔ̃ɲu# | *#dəɾə̃mˈɔ̃ɲə# | *#dɾ̩mˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩mˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩mˈɔɲ# {GOLD: >*} | *#dəɾmˈɔj# {GOLD: #dəɾmˈɔj#}
93     | #dˌeːsˌiːderˈɑːnioː# | *#dˌeːsˌidɛrˈɒːnju# | *#dˌesˌidɛrˈoɲu# | *#dˌesˌiðɪrˈoɲu# | *#dɪʃˌiːɾˈɔ̃ɲu# | *#dəʃˌiːɾˈɔ̃ɲə# | *#dəʃˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəʃˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəʃiɾˈɔɲ# {GOLD: >*} | *#dəʃiɾˈɔj# {GOLD: #dəʃiɾˈɔj#}
94     | #dˌeːsˌiːdˈeriɑm# | *#dˌeːsˌidˈɛrjɑ# | *#dˌesˌidˈɛrjɑ# | *#dˌesˌiðˈira# | *#dɪʃəˈiːɾa# | *#dəʃəˈiːɾa# | *#dəʃˈiːɾə# {GOLD: >*} | *#dəʃˈiːɾə# {GOLD: >*} | *#dəʃˈiɾə# {GOLD: >*} | *#dəʃˈiɾə# {GOLD: #dəʃˈiɾə#}
95     | ... | ... | #dˌiˈɑβolu# | *#dˌiˈawolu# | *#djˈaːlu# | *#djˈaːlˠə# | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈalˠ# {GOLD: >*} | *#djˈalˠ# {GOLD: #djˈalˠ#}
96     | #diˈɑːnɑ# | *#d͡ʒjˈɑːnɑ# | *#d͡ʒjˈɑnɑ# | *#d͡ʒˈana# | *#zˈãɾ̃a# | *#zˈãɾ̃a# | *#zˈʌ̃ɾ̃ə# {GOLD: #zˈɑ̃ɾ̃ə#} | *#zˈə̃ɾ̃ə# {GOLD: >*} | *#zˈəɾə# {GOLD: >*} | *#zˈəɾə# {GOLD: #zˈəɾə#}
97     | #dˌiɡitˈɑːnioː# | *#dˌɪɡɪtˈɒːnju# | *#dˌeɡtˈoɲu# | *#dˌeɡtˈoɲu# | *#dɪɡtˈɔ̃ɲu# | *#dəftˈɔ̃ɲə# | *#dəftˈɔ̃ɲ# {GOLD: #dˌɪftˈɔ̃ɲ#} | *#dəftˈɔ̃ɲ# {GOLD: >*} | *#dəftˈɔɲ# {GOLD: >*} | *#dəftˈɔj# {GOLD: #dəftˈɔj#}
98     | #dˈiɡniɑ# | *#dˈɪɲjɑ# | *#dˈeɲɑ# | *#dˈeɲa# | *#dˈẽɲa# | *#dˈɛ̃ɲa# | *#dˈɛ̃ɲə# {GOLD: >*} | *#dˈɛ̃ɲə# {GOLD: >*} | *#dˈɛɲə# {GOLD: >*} | *#dˈɛɲə# {GOLD: #dˈɛɲə#}
99     | #dˌiːriɡˈɑːnioː# | *#dˌirɪɡˈɒːnju# | *#dˌirɡˈoɲu# | *#dˌirɡˈoɲu# | *#dəɾɡˈɔ̃ɲu# | *#dəɾɡˈɔ̃ɲə# | *#dɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩ɡˈɔɲ# {GOLD: >*} | *#dəɾɡˈɔj# {GOLD: #dəɾɡˈɔj#}
100    | #dˌiːrˈeːktum# | *#dˌirˈeːktʊ# | *#dˌirˈeçtu# | *#dˌirˈejtu# | *#dɪɾˈejtu# | *#dəɾˈɛjtə# | *#dəɾˈɛjt# {GOLD: #dəɾˈɛjt#} | *#dəɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: #dɾˈɛjt#}
101    | #dis# | *#dɪ# | *#dɪ# | *#dɪ# | *#dɪ# | *#də# | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: #z#}
102    | #dˌiskˌɑbɑllikˈɑːnioː# | *#dˌɪskˌɑβɑllɪkˈɒːnju# | *#dˌiskˌɑβɑlːekˈoɲu# | *#dˌiskˌawalːɪkˈoɲu# | *#dɪʃkəˌaːlːɪkˈɔ̃ɲu# | *#dəʃkəˌaːlːəkˈɔ̃ɲə# | *#ʃkˌalːəkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌalːkˈɔ̃ɲ# {GOLD: >*} | *#ʃkalkˈɔɲ# {GOLD: >*} | *#ʃkalkˈɔj# {GOLD: #ʃkalkˈɔj#}
103    | #dˌiskˌɑrrikˈɑːnioː# | *#dˌɪskˌɑrrɪkˈɒːnju# | *#dˌiskˌɑrrkˈoɲu# | *#dˌiskˌarkˈoɲu# | *#dɪʃkˌaɾkˈɔ̃ɲu# | *#dəʃkˌaɾkˈɔ̃ɲə# | *#ʃkˌaɾkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌaɾkˈɔ̃ɲ# {GOLD: >*} | *#ʃkaɾkˈɔɲ# {GOLD: >*} | *#ʃkaɾkˈɔj# {GOLD: #ʃkaɾkˈɔj#}
104    | #dˈiskɑ# | *#dˈɪskɑ# | *#dˈiskɑ# | *#dˈiska# | *#dˈiʃka# | *#dˈiːʃka# | *#dˈiːʃkə# {GOLD: >*} | *#dˈiːʃkə# {GOLD: >*} | *#dˈiʃkə# {GOLD: >*} | *#dˈiʃkə# {GOLD: #dˈiʃkə#}
105    | #dˌiskʷˌiritˈɑːnioː# | *#dˌɪskʷˌɪrɪtˈɒːnju# | *#dˌiskʷˌyrtˈoɲu# | *#dˌiskˌyrtˈoɲu# | *#dɪʃcˌyːɾtˈɔ̃ɲu# | *#dəʃcˌyːɾtˈɔ̃ɲə# | *#ʃcˌyːɾtˈɔ̃ɲ# {GOLD: #t͡ʃcyɾətˈɔ̃ɲ#} | *#ʃcˌyːɾtˈɔ̃ɲ# {GOLD: >*} | *#ʃcyɾtˈɔɲ# {GOLD: >*} | *#ʃcyɾtˈɔj# {GOLD: #ʃcyɾtˈɔj#}
106    | #dˌiswˌeːlˈɑːnioː# | *#dˌɪswˌeːlˈɒːnju# | *#dˌiswˌelˈoɲu# | *#dˌizbˌulːˈoɲu# | *#dɪzbˌulːˈɔ̃ɲu# | *#dəzbˌulːˈɔ̃ɲə# | *#zbˌulːˈɔ̃ɲ# {GOLD: >*} | *#zbˌulːˈɔ̃ɲ# {GOLD: >*} | *#zbulˈɔɲ# {GOLD: >*} | *#zbulˈɔj# {GOLD: #zbulˈɔj#}
107    | #mˌodestikˈɑːnioː# | *#mˌʊdɛstɪkˈɒːnju# | *#mˌudɛstekˈoɲu# | *#mˌuðɪstɪkˈoɲu# | *#mˌuðʃtɪkˈɔ̃ɲu# | *#mˌuːʃtəkˈɔ̃ɲə# | *#mˌuːʃtəkˈɔ̃ɲ# {GOLD: >*} | *#mˌuːʃtəkˈɔ̃ɲ# {GOLD: >*} | *#muʃtəkˈɔɲ# {GOLD: >*} | *#muʃtəkˈɔj# {GOLD: #muʃtəkˈɔj#}
108    | #dˌolˈoːrem# | *#dˌʊlˈoːrɛ# | *#dˌulˈørɛ# | *#dˌulˈørɪ# | *#dˌulˈœɾɪ# | *#dˌulˠˈye̯ɾə# | *#dˌulˠˈye̯# {GOLD: #dulˠˈyø̯#} | *#dˌulˠˈye̯# {GOLD: >*} | *#dulˠˈye̯# {GOLD: #dulˠˈye̯#} | *#dulˠˈye̯# {GOLD: #dulˠˈye̯#}
109    | #edˌoːnˈɑːnioː# | *#ɛdˌunˈɒːnju# | *#ɛdˌuɾˈoɲu# | *#ðˌuɾˈoɲu# | *#ðˌuɾˈɔ̃ɲu# | *#ðˌuɾˈɔ̃ɲə# | *#ðˌuɾˈɔ̃ɲ# {GOLD: >*} | *#ðˌuɾˈɔ̃ɲ# {GOLD: >*} | *#ðuɾˈɔɲ# {GOLD: >*} | *#ðuɾˈɔj# {GOLD: #ðuɾˈɔj#}
110    | #drˈɑkiː# | *#drˈɑki# | *#drˈɑki# | *#drˈecɪ# | *#dɾˈecɪ# | *#dɾˈɛcə# | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: #dɾˈɛc#}
111    | #drˌɑnkˈoːnem# | *#drˌɑnkˈɒːnɛ# | *#drˌɑnkˈonɛ# | *#drˌankˈonɪ# | *#dɾə̃nkˈɔ̃ɾ̃ɪ# | *#dɾə̃nɡˈũo̯ɾ̃ə# | *#dɾə̃ŋɡˈũo̯# {GOLD: #dɾˌãnkˈuo̯#} | *#dɾə̃ɲ̈ɡˈũa̯# {GOLD: >*} | *#dɾəɲ̈ɡˈua̯# {GOLD: >*} | *#dɾəŋɡˈua̯# {GOLD: #dɾaɡˈua̯#}
112    | #drˈiːnum# | *#drˈinʊ# | *#drˈinu# | *#drˈinu# | *#dɾˈĩnu# | *#dɾˈĩːnə# | *#dɾˈĩː# {GOLD: #dɾˈĩːɾ̃#} | *#dɾˈĩː# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
113    | #drˌiwˈɑstum# | *#drˈiwɑstʊ# | *#drˈiwɑstu# | *#drˈiwastu# | *#dɾˈiːʃtu# | *#dɾˈiːʃtə# | *#dɾˈiːʃt# {GOLD: #dɾˈiʃt#} | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
114    | #dˈukem# | *#dˈʊkɛ# | *#dˈukɛ# | *#dˈucɪ# | *#dˈucɪ# | *#dˈucə# | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: #dˈuc#}
115    | #dˌuplikˈɑːnioː# | *#dˌʊplɪkˈɒːnju# | *#dˌuplekˈoɲu# | *#dˌuplɪkˈoɲu# | *#dˌuplɪkˈɔ̃ɲu# | *#dˌulpəkˈɔ̃ɲə# | *#dˌulpəkˈɔ̃ɲ# {GOLD: #dˌulpəkˈɔ̃ɲ#} | *#dˌulpəkˈɔ̃ɲ# {GOLD: >*} | *#dulpəkˈɔɲ# {GOLD: >*} | *#dulpəkˈɔj# {GOLD: #dulpəkˈɔj#}
116    | ... | ... | #dˌurˈɒɲɔ# | *#dˌurˈɒɲɔ# | *#dˌuɾˈɒ̃ɲɔ# | *#dˌuɾˈɒ̃ɲə# | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#duɾˈɔɲ# {GOLD: >*} | *#duɾˈɔj# {GOLD: #duɾˈɔj#}
117    | #ˌeːdˌiktˈɑːnioː# | *#ˌeːdˌɪktˈɒːnju# | *#ˌedˌektˈoɲu# | *#hˌeðˌektˈoɲu# | *#hˌeðɪktˈɔ̃ɲu# | *#hˌɛːtˈɔ̃ɲə# | *#hˌɛːtˈɔ̃ɲ# {GOLD: >*} | *#hˌɛːtˈɔ̃ɲ# {GOLD: >*} | *#hɛtˈɔɲ# {GOLD: >*} | *#hɛtˈɔj# {GOLD: #hɛtˈɔj#}
118    | ... | #ˌɛkklˈeːsjɑ# | *#ˌɛkklˈesjɑ# | *#kklˈisa# | *#klˈiʃa# | *#klˈiːʃa# | *#kʎˈiːʃə# {GOLD: #kʎˈiʃə#} | *#kʎˈiːʃə# {GOLD: >*} | *#kˈiʃə# {GOLD: >*} | *#cˈiʃə# {GOLD: #kˈiʃə#}
119    | #ˌekkum# | *#ˌɛkkʊ# | *#ˌɛkku# | *#kku# | *#ku# | *#kə# | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: #kə#}
120    | #ˌeksˈɑːminɑ# | *#ˌɛsˈɑːmɪnɑ# | *#ˌɛsˈemenɑ# | *#sˈemɑ̃ɾ̃a# | *#ʃˈẽmɐɾ̃a# | *#ʃˈɛ̃mɐɾ̃a# | *#ʃˈɛ̃məɾ̃ə# {GOLD: >*} | *#ʃˈɛ̃məɾ̃# {GOLD: >*} | *#ʃˈɛməɾ# {GOLD: >*} | *#ʃˈɛməɾ# {GOLD: #ʃˈɛmə#}
121    | #ˌeksˌɑmputˈɑːnioː# | *#ˌɛsˌɑmpʊtˈɒːnju# | *#ˌɛsˌɑmptˈoɲu# | *#sˌamtˈoɲu# | *#ʃˌãmtˈɔ̃ɲu# | *#ʃˌãmtˈɔ̃ɲə# | *#ʃˌʌ̃mtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌə̃mtˈɔ̃ɲ# {GOLD: >*} | *#ʃəmtˈɔɲ# {GOLD: >*} | *#ʃəmtˈɔj# {GOLD: #ʃəmtˈɔj#}
122    | #ˌeksˌɑnimˈɑːnioː# | *#ˌɛsˌɑnɪmˈɒːnju# | *#ˌɛsˌɑnemˈoɲu# | *#sˌɑ̃ɾ̃ɪmˈoɲu# | *#ʃˌɑ̃ɾ̃ɪ̃mˈɔ̃ɲu# | *#ʃˌɑ̃mːˈɔ̃ɲə# | *#ʃˌʌ̃mːˈɔ̃ɲ# {GOLD: >*} | *#ʃˌə̃mˈɔ̃ɲ# {GOLD: >*} | *#ʃəmˈɔɲ# {GOLD: >*} | *#ʃəmˈɔj# {GOLD: #ʃəmˈɔj#}
123    | #ˌeksˈemplum# | *#ˌɛsˈɛmplʊ# | *#ˌɛsˈɛmplu# | *#sˈɛmplu# | *#ʃˈɛ̃mplu# | *#ʃˈɛ̃mblə# | *#ʃˈɛ̃mbulˠ# {GOLD: >*} | *#ʃˈɛ̃mbulˠ# {GOLD: >*} | *#ʃˈɛmbulˠ# {GOLD: >*} | *#ʃˈɛmbulˠ# {GOLD: #ʃˈɛmbulˠ#}
124    | #ˌekshonorˈɑːnioː# | *#ˌɛsʊnʊrˈɒːnju# | *#ˌɛsunurˈoɲu# | *#sɑ̃ɾ̃urˈoɲu# | *#ʃə̃ɾ̃əɾˈɔ̃ɲu# | *#ʃə̃ndəɾˈɔ̃ɲə# | *#ʃndəɾˈɔ̃ɲ# {GOLD: >*} | *#ʃndəɾˈɔ̃ɲ# {GOLD: >*} | *#ʃndɾˈɔɲ# {GOLD: >*} | *#t͡ʃndɾˈɔj# {GOLD: #t͡ʃndɾˈɔj#}
125    | #ˌeksˈiɡnioː# | *#ˌɛsˈɪɲju# | *#ˌɛsˈeɲu# | *#sˈeɲu# | *#ʃˈẽɲu# | *#ʃˈɛ̃ɲə# | *#ʃˈɛ̃ɲ# {GOLD: #ʃˈĩj#} | *#ʃˈɛ̃ɲ# {GOLD: >*} | *#ʃˈɛɲ# {GOLD: >*} | *#ʃˈɛj# {GOLD: #ʃˈij#}
126    | #ˌekskˌɑbɑllikˈɑːnioː# | *#ˌɛskˌɑβɑllɪkˈɒːnju# | *#ˌɛskˌɑβɑlːekˈoɲu# | *#skˌawalːɪkˈoɲu# | *#ʃkəˌaːlːɪkˈɔ̃ɲu# | *#ʃkəˌaːlːəkˈɔ̃ɲə# | *#ʃkˌalːəkˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌalːkˈɔ̃ɲ# {GOLD: >*} | *#ʃkalkˈɔɲ# {GOLD: >*} | *#ʃkalkˈɔj# {GOLD: #ʃkalkˈɔj#}
127    | #ˌekskˌɑlˈɑːnioː# | *#ˌɛskˌɑlˈɒːnju# | *#ˌɛskˌɑlˈoɲu# | *#skˌalˈoɲu# | *#ʃkˌalˠˈɔ̃ɲu# | *#ʃkˌalˠˈɔ̃ɲə# | *#ʃkˌalˠˈɔ̃ɲ# {GOLD: >*} | *#ʃkˌalˠˈɔ̃ɲ# {GOLD: >*} | *#ʃkalˠˈɔɲ# {GOLD: >*} | *#ʃkalˠˈɔj# {GOLD: #ʃkalˠˈɔj#}
128    | #ˌekskˌɑmbiˈɑːnioː# | *#ˌɛskˌɑmbjˈɒːnju# | *#ˌɛskˌɑmbˈojɲu# | *#skˌambˈojɲu# | *#ʃkˌãmbˈɔj̃ɲu# | *#ʃkˌãmbˈɛ̃ɲə# | *#ʃkˌʌ̃mbˈɛ̃ɲ# {GOLD: >*} | *#ʃkˌə̃mbˈɛ̃ɲ# {GOLD: >*} | *#ʃkəmbˈɛɲ# {GOLD: >*} | *#ʃkəmbˈɛj# {GOLD: #ʃkəmbˈɛj#}
129    | #ˌekskˌɑndˈeːnioː# | *#ˌɛskˌɑndˈeːnju# | *#ˌɛskˌɑndˈeɲu# | *#skˌandˈeɲu# | *#ʃkˌãndˈẽɲu# | *#ʃkˌãndˈɛ̃ɲə# | *#ʃkˌʌ̃ndˈɛ̃ɲ# {GOLD: >*} | *#ʃkˌə̃ndˈɛ̃ɲ# {GOLD: >*} | *#ʃkəndˈɛɲ# {GOLD: >*} | *#ʃkəndˈɛj# {GOLD: #ʃkəndˈɛj#}
